N	2gram	Medvedev_V_1	KulturaY
1	т е	18	38
2	и т	23	33
3	в том	15	30
4	и в	26	24
5	потому что	1	23
6	том что	8	21
7	т п	9	18
8	что в	10	17
9	того чтобы	3	17
10	для того	3	16
11	было бы	7	15
12	в этом	26	14
13	т д	14	14
14	точки зрения	3	14
15	может быть	22	13
16	все же	5	12
17	таким образом	31	12
18	и не	19	12
19	в его	14	12
20	не в	6	11
21	только в	7	11
22	хотя бы	19	10
23	в самом	4	10
24	не только	25	10
25	в силу	11	10
26	у нас	2	10
27	вовсе не	3	10
28	самом деле	1	9
29	если бы	3	9
30	о том	10	9
31	того что	3	9
32	отношению к	7	9
33	прежде всего	13	9
34	то что	6	9
35	а только	1	8
36	по отношению	7	8
37	уже не	1	8
38	то же	10	8
39	том чтобы	2	8
40	тем что	1	8
41	как раз	3	8
42	а не	7	8
43	не может	17	7
44	это не	7	7
45	в них	4	7
46	не менее	2	7
47	связи с	4	7
48	в области	2	7
49	так и	5	7
50	бы в	3	7
51	в качестве	11	7
52	с другой	11	7
53	как бы	5	7
54	вместе с	7	7
55	мы имеем	3	6
56	на себе	1	6
57	зависимости от	5	6
58	в ней	2	6
59	в которой	2	6
60	все эти	6	6
61	в которых	3	6
62	тогда когда	2	6
63	не случайно	1	6
64	можно было	2	6
65	что он	4	6
66	в какой	1	6
67	но и	10	6
68	именно в	2	6
69	все это	10	6
70	этого рода	2	6
71	другой стороны	8	6
72	что такое	2	6
73	например в	3	5
74	в зависимости	6	5
75	еще не	2	5
76	но не	2	5
77	с тем	3	5
78	так сказать	2	5
79	по крайней	2	5
80	и его	6	5
81	к тому	4	5
82	в виду	4	5
83	с ним	1	5
84	и что	1	5
85	между тем	5	5
86	а потому	1	5
87	крайней мере	2	5
88	еще и	2	5
89	всяком случае	1	5
90	что не	3	5
91	в той	1	5
92	в результате	5	5
93	целый ряд	1	5
94	этом отношении	13	5
95	а в	3	5
96	во всяком	1	5
97	это и	6	4
98	что эти	1	4
99	с его	3	4
100	что они	3	4
101	как в	1	4
102	в целом	4	4
103	из этих	7	4
104	роль в	4	4
105	на то	1	4
106	в нем	6	4
107	того или	2	4
108	в данном	1	4
109	в таких	1	4
110	в науке	2	4
111	на язык	2	4
112	того как	1	4
113	в русском	1	4
114	следует что	1	4
115	в пределах	5	4
116	в самой	1	4
117	внимание на	1	4
118	что и	3	4
119	с ними	4	4
120	должен быть	4	4
121	есть в	1	4
122	из них	9	4
123	до сих	1	4
124	в частности	11	4
125	и потому	2	4
126	с этим	3	4
127	по существу	3	4
128	слова и	1	4
129	сих пор	1	4
130	один из	5	4
131	же в	6	4
132	в этих	1	4
133	так же	3	4
134	и то	1	3
135	в котором	3	3
136	на себя	1	3
137	то это	2	3
138	так называемые	1	3
139	и он	2	3
140	только тогда	1	3
141	в общем	2	3
142	очевидно что	7	3
143	в истории	1	3
144	в связи	3	3
145	в своем	8	3
146	хотя и	2	3
147	когда он	3	3
148	более или	6	3
149	в этой	4	3
150	в себе	6	3
151	и если	1	3
152	на его	1	3
153	что она	2	3
154	и может	2	3
155	соответствии с	1	3
156	несмотря на	1	3
157	должно быть	2	3
158	или менее	6	3
159	в их	5	3
160	и эти	1	3
161	даже в	5	3
162	тому что	6	3
163	казалось бы	1	3
164	в духе	1	3
165	ли не	2	3
166	что оно	3	3
167	свою очередь	1	3
168	здесь не	1	3
169	сводится к	3	3
170	том как	3	3
171	это только	4	3
172	для этого	1	3
173	по мере	1	3
174	можно сказать	4	3
175	этом смысле	1	3
176	обе эти	1	3
177	уже в	1	3
178	себе в	1	3
179	в одном	4	3
180	связано с	1	3
181	даже и	3	3
182	не было	7	3
183	в особенности	2	3
184	и даже	2	3
185	или иной	2	3
186	в свою	1	3
187	борьба за	1	3
188	в соответствии	1	3
189	если не	1	3
190	как это	12	3
191	в системе	2	3
192	или иного	1	3
193	как на	3	3
194	в таком	1	3
195	они не	2	3
196	можно говорить	1	2
197	речь идет	1	2
198	прав когда	1	2
199	одним из	5	2
200	также и	2	2
201	пишет он	1	2
202	явлений в	1	2
203	и есть	5	2
204	мысли а	1	2
205	очень много	1	2
206	все те	1	2
207	бы уже	1	2
208	что если	1	2
209	бы и	6	2
210	что его	2	2
211	значение и	1	2
212	не все	1	2
213	если в	2	2
214	себе и	2	2
215	относится к	2	2
216	и как	3	2
217	но в	2	2
218	а во-вторых	1	2
219	формы в	1	2
220	так или	1	2
221	чуть ли	2	2
222	но ведь	1	2
223	он не	2	2
224	и социальной	2	2
225	так например	2	2
226	в каждом	2	2
227	так называемым	1	2
228	в состоянии	1	2
229	лишь в	2	2
230	заключается в	2	2
231	связанная с	1	2
232	ни в	1	2
233	для них	1	2
234	к какому-либо	1	2
235	как об	2	2
236	этого не	1	2
237	в слове	3	2
238	как и	7	2
239	между собою	2	2
240	и еще	1	2
241	к примеру	1	2
242	и при	5	2
243	в своей	4	2
244	не столько	2	2
245	вопрос о	1	2
246	труда и	2	2
247	том же	6	2
248	по себе	2	2
249	можно ли	2	2
250	в то	6	2
251	как о	2	2
252	не имеет	1	2
253	уже из	1	2
254	что их	1	2
255	дело не	1	2
256	например не	2	2
257	никогда не	4	2
258	же время	5	2
259	свидетельствуют о	2	2
260	е не	1	2
261	быть в	1	2
262	ли это	2	2
263	не является	5	2
264	не могут	7	2
265	что все	3	2
266	на известной	1	2
267	мы наблюдаем	2	2
268	было в	2	2
269	и прочих	1	2
270	силу того	1	2
271	о котором	1	2
272	о нем	1	2
273	никак не	1	2
274	это было	1	2
275	должны быть	2	2
276	мой взгляд	1	2
277	а именно	1	2
278	как например	2	2
279	но с	2	2
280	в стороне	1	2
281	же и	2	2
282	конечно не	1	2
283	звуков и	1	2
284	ни одного	2	2
285	свидетельствует о	1	2
286	ознакомиться с	1	2
287	целом и	1	2
288	может служить	1	2
289	были бы	1	2
290	или иначе	1	2
291	в каком	1	2
292	на этот	1	2
293	даже для	1	2
294	ниже но	1	2
295	так называемой	1	2
296	о чем	2	2
297	не всегда	1	2
298	может иметь	1	2
299	мы говорим	1	2
300	на эту	1	2
301	и наглядно	1	2
302	с этой	1	2
303	поэтому что	1	2
304	между прочим	2	2
305	в более	1	2
306	и для	2	2
307	льва толстого	2	2
308	или в	3	2
309	для нас	1	2
310	и все	1	2
311	но вот	1	2
312	е в	2	2
313	между ними	3	2
314	не говоря	1	2
315	понимать как	2	2
316	в последнем	2	2
317	ее в	4	2
318	этой точки	2	2
319	смысле слова	2	1
320	вряд ли	1	1
321	говоря о	1	1
322	в сфере	2	1
323	же как	2	1
324	приходит и	1	1
325	связана с	2	1
326	увидим ниже	1	1
327	проблемы в	1	1
328	связи между	1	1
329	пушкин в	2	1
330	ту же	2	1
331	достоевского в	1	1
332	из его	3	1
333	противном случае	2	1
334	в основании	1	1
335	действительности и	7	1
336	собою в	1	1
337	и этот	2	1
338	в году	6	1
339	поэзии и	1	1
340	его не	3	1
341	можно и	1	1
342	мы из	1	1
343	для достижения	1	1
344	с более	2	1
345	не приходится	2	1
346	ответить на	1	1
347	из своих	2	1
348	именно к	1	1
349	в основных	3	1
350	еще до	1	1
351	говорить о	2	1
352	в деле	1	1
353	способности и	1	1
354	из того	1	1
355	но даже	3	1
356	мы и	1	1
357	похожи на	1	1
358	это время	1	1
359	ответа на	1	1
360	не был	1	1
361	к ее	1	1
362	в различных	2	1
363	выражения в	1	1
364	сознания а	1	1
365	силу этого	4	1
366	к ним	1	1
367	о воспитании	1	1
368	искусстве но	1	1
369	отношение к	1	1
370	этой категории	1	1
371	приходится восполнять	1	1
372	которые не	1	1
373	две основные	1	1
374	как говорит	5	1
375	или вообще	1	1
376	общего с	1	1
377	только об	1	1
378	что ее	1	1
379	что нет	2	1
380	в противном	2	1
381	перед нами	4	1
382	и понимания	1	1
383	мысль в	1	1
384	следующим образом	3	1
385	моментов в	3	1
386	а г	1	1
387	ни один	7	1
388	мы получаем	1	1
389	таковы например	1	1
390	в чем	2	1
391	бы не	2	1
392	в известном	1	1
393	в дальнейшем	1	1
394	характере этого	1	1
395	имеем в	1	1
396	как он	2	1
397	в братьях	1	1
398	но на	1	1
399	полный и	1	1
400	этого выражения	1	1
401	сравнительно небольших	1	1
402	по словам	8	1
403	идей и	3	1
404	не следует	8	1
405	приходят к	1	1
406	области не	1	1
407	всех этих	2	1
408	момента в	1	1
409	не значит	1	1
410	понятий и	1	1
411	что еще	1	1
412	необходимо для	1	1
413	любой из	1	1
414	из него	1	1
415	и по	3	1
416	на этом	1	1
417	с законами	1	1
418	именно это	1	1
419	одно и	1	1
420	а вместе	1	1
421	же не	1	1
422	том случае	1	1
423	об этом	9	1
424	интересны в	1	1
425	связанных с	1	1
426	них не	4	1
427	разница между	1	1
428	в данной	1	1
429	те или	1	1
430	на протяжении	1	1
431	августа года	1	1
432	том смысле	1	1
433	деле в	1	1
434	вот например	6	1
435	на почве	1	1
436	то все	1	1
437	в сложном	1	1
438	в жизни	2	1
439	мы встречаемся	1	1
440	это особенно	2	1
441	говорим о	1	1
442	содержании и	1	1
443	далеко не	2	1
444	показывает что	1	1
445	в действии	1	1
446	необходимость в	2	1
447	мы видели	3	1
448	здесь можно	1	1
449	известной ступени	1	1
450	смысле что	1	1
451	в научной	1	1
452	в ходе	1	1
453	взгляд на	1	1
454	у художника	2	1
455	и без	1	1
456	как увидим	1	1
457	мы в	1	1
458	в прозе	1	1
459	в дневнике	2	1
460	не самый	1	1
461	ряда других	1	1
462	но это	1	1
463	но он	1	1
464	друг другу	1	1
465	в прямом	1	1
466	оказываются таким	1	1
467	но было	1	1
468	так называемое	1	1
469	что этот	1	1
470	в устах	1	1
471	что например	2	1
472	а вот	2	1
473	освободиться от	1	1
474	также что	2	1
475	и жанров	1	1
476	очень наглядно	1	1
477	перед собою	1	1
478	мысли в	1	1
479	в процессе	16	1
480	виду не	1	1
481	например что	3	1
482	всех отдельных	1	1
483	иметь в	2	1
484	та или	1	1
485	не могло	1	1
486	для данной	1	1
487	только не	2	1
488	одна из	4	1
489	учения о	1	1
490	или иная	1	1
491	сущность его	1	1
492	как не	1	1
493	от октября	1	1
494	с достаточной	1	1
495	вот что	9	1
496	достоевский в	1	1
497	ничто иное	2	1
498	как будто	1	1
499	что на	1	1
500	фактов и	1	1
501	но только	1	1
502	один раз	1	1
503	все то	1	1
504	из элементов	2	1
505	случайно и	1	1
506	мало чем	1	1
507	могут быть	5	1
508	нем можно	1	1
509	раз навсегда	1	1
510	той или	1	1
511	они и	1	1
512	слова с	1	1
513	в самых	2	1
514	ничего общего	1	1
515	общих и	1	1
516	в применении	1	1
517	не ограничивается	1	1
518	основной и	1	1
519	как мы	1	1
520	основываясь на	2	1
521	значения и	1	1
522	по определению	1	1
523	говоря уже	1	1
524	говорит и	8	1
525	в ее	4	1
526	на основе	5	1
527	и от	3	1
528	только то	2	1
529	если они	1	1
530	и сам	1	1
531	что у	2	1
532	только через	1	1
533	по аналогии	1	1
534	нельзя не	1	1
535	самый факт	2	1
536	пишет что	1	1
537	п для	1	1
538	по сравнению	1	1
539	но у	1	1
540	поэтому в	1	1
541	это как	1	1
542	в каждой	1	1
543	даже не	2	1
544	образом в	3	1
545	или терминологическая	1	1
546	что часто	1	1
547	но несколько	1	1
548	момент в	3	1
549	как форма	1	1
550	утверждает что	3	1
551	первого из	1	1
552	у достоевского	1	1
553	после того	1	1
554	п все	1	1
555	а также	1	1
556	аналогии с	1	1
557	на данном	1	1
558	распространение в	1	1
559	и во	1	1
560	во всех	6	1
561	переходит в	1	1
562	занимает по	1	1
563	порою даже	1	1
564	в конечном	7	1
565	этом и	2	1
566	говорит он	1	1
567	в форме	3	1
568	богатство и	1	1
569	речь знает	1	1
570	еще более	1	1
571	ал блока	1	1
572	в теории	1	1
573	из моментов	1	1
574	если это	1	1
575	для самого	1	1
576	в него	1	1
577	сюда относится	1	1
578	указывает что	1	1
579	чтобы ответить	1	1
580	следует ли	1	1
581	души по	1	1
582	сомнению что	1	1
583	это необходимо	1	1
584	этот вопрос	3	1
585	дело с	1	1
586	или иные	1	1
587	что даже	2	1
588	явления в	2	1
589	его значения	1	1
590	не имеющих	1	1
591	и так	1	1
592	что свои	1	1
593	эти утверждения	1	1
594	простой и	1	1
595	тот или	1	1
596	с одной	2	1
597	и у	2	1
598	как возник	1	1
599	каждый из	1	1
600	только на	1	1
601	себя и	1	1
602	в нашей	4	1
603	по законам	1	1
604	в сознании	4	1
605	еще одну	1	1
606	целого ряда	2	1
607	является не	4	1
608	значение ее	1	1
609	не дает	1	1
610	этого процесса	1	1
611	или даже	1	1
612	и других	1	1
613	право говорить	1	1
614	его и	1	1
615	вл соловьева	1	1
616	которые в	2	1
617	для него	8	1
618	и их	3	1
619	в письме	13	1
620	в известной	1	1
621	могло бы	2	1
622	содержания и	1	1
623	сами по	1	1
624	в конце	3	1
625	не для	1	1
626	тому же	1	1
627	ему принадлежит	1	1
628	случайное и	1	1
629	но что	1	1
630	не составляет	1	1
631	не столь	3	1
632	в систему	1	1
633	на некоторые	1	1
634	образом не	3	1
635	от того	2	1
636	и вместе	1	1
637	одной стороны	2	1
638	со всем	1	1
639	без всякой	1	1
640	пока еще	2	1
641	это указание	1	1
642	и тех	1	1
643	свой родной	1	1
644	не прав	1	1
645	как же	1	1
646	что для	3	1
647	свое разрешение	1	1
648	говорит о	7	1
649	к более	1	1
650	к сожалению	2	1
651	в любой	1	1
652	для тургенева	1	1
653	навыки и	1	1
654	из наиболее	1	1
655	зависит от	2	1
656	этих терминов	1	1
657	основное и	1	1
658	отнюдь не	3	1
659	не подлежит	2	1
660	какой мере	1	1
661	примером может	1	1
662	но как	3	1
663	проникновения в	1	1
664	е тот	1	1
665	к лицу	1	1
666	нет ничего	1	1
667	значит только	1	1
668	к его	2	1
669	преодоления этих	1	1
670	этой способностью	1	1
671	по своему	1	1
672	от августа	1	1
673	он говорит	5	1
674	помимо всего	1	1
675	лицом к	1	1
676	применении к	1	1
677	конечном итоге	2	1
678	по эстетике	1	1
679	самого себя	2	1
680	к настоящему	1	1
681	всей духовной	1	1
682	да и	1	1
683	образом на	1	1
684	наконец и	1	1
685	своего развития	1	1
686	это значит	1	1
687	как целое	1	1
688	или другого	1	1
689	как конкретная	1	1
690	только о	2	1
691	что рассказывает	3	1
692	еще раз	1	1
693	сейчас же	1	1
694	его в	3	1
695	является для	1	1
696	что мы	2	1
697	в основном	5	1
698	который по	2	1
699	только для	1	1
700	о его	2	1
701	порядка и	1	1
702	в начале	1	1
703	но для	2	1
704	процесс не	2	1
705	кроме того	1	1
706	письме к	9	1
707	и общим	1	1
708	при всем	3	1
709	особенностей в	1	1
710	одного лица	1	1
711	каждой из	2	1
712	всего лишь	3	1
713	сюжета и	2	1
714	а всего	3	1
715	такое понимание	2	1
716	братьях карамазовых	1	1
717	искусства для	1	1
718	собственно говоря	1	1
719	что некоторые	1	1
720	бы он	1	1
721	еще что	1	1
722	главным образом	7	1
723	сходное явление	1	1
724	будто бы	2	1
725	что а	1	1
726	только что	4	1
727	сказал бы	1	1
728	исследования не	1	1
729	и обобщения	2	1
730	можно конечно	1	1
731	в стихах	1	1
732	сказать что	5	1
733	от индивидуального	1	1
734	совершенно не	1	1
735	это на	1	1
736	в представлении	2	1
737	забывать что	1	1
738	он я	1	1
739	и идеи	1	1
740	есть и	1	1
741	то например	1	1
742	который в	1	1
743	на своем	1	1
744	звуков но	1	1
745	жизнь в	1	1
746	которой я	1	1
747	жизни и	3	1
748	в искусстве	6	1
749	в роли	1	1
750	случае если	1	1
751	в своих	2	1
752	это понятие	1	1
753	к этому	9	1
