N	2gram	Tiupa_Lite_3	Istorich
1	что он	5	24
2	и т	1	19
3	не только	14	18
4	может быть	12	17
5	и в	16	15
6	никогда не	4	15
7	так как	1	14
8	но и	14	14
9	так же	2	13
10	что в	2	12
11	то что	12	12
12	а в	5	12
13	в этом	14	11
14	в этих	1	11
15	и не	22	11
16	то же	9	10
17	что они	1	10
18	его в	2	10
19	еще не	6	9
20	все же	2	9
21	в другом	6	9
22	с тем	1	9
23	потому что	3	9
24	он не	1	8
25	связи с	2	8
26	один из	2	8
27	в нем	2	7
28	том что	8	7
29	не в	10	7
30	вместе с	5	7
31	то это	2	6
32	но в	3	6
33	в его	6	6
34	что и	2	6
35	мы уже	1	6
36	так что	1	6
37	как бы	8	6
38	в том	12	6
39	только в	7	6
40	и есть	1	5
41	представляет собой	2	5
42	как в	5	5
43	с этим	1	5
44	и наконец	3	5
45	было бы	2	5
46	этого не	1	5
47	в котором	1	5
48	в русской	1	5
49	так и	9	5
50	она не	1	5
51	к нему	1	5
52	в одном	4	5
53	прежде всего	3	5
54	а не	12	5
55	в связи	1	5
56	не может	8	5
57	к тому	6	5
58	что эти	1	4
59	в ней	1	4
60	и на	2	4
61	в себе	6	4
62	в этой	8	4
63	при этом	15	4
64	и с	2	4
65	вопрос о	2	4
66	но он	1	4
67	для нас	1	4
68	о нем	2	4
69	что здесь	1	4
70	с одной	4	4
71	руки и	1	4
72	у него	1	4
73	тем что	2	4
74	власть над	1	4
75	но это	1	4
76	не должен	1	4
77	одной из	1	4
78	к этой	1	4
79	они не	1	4
80	он был	1	3
81	когда он	2	3
82	он в	2	3
83	право на	2	3
84	как он	1	3
85	на то	2	3
86	подобно тому	2	3
87	здесь мы	1	3
88	в работе	2	3
89	он и	2	3
90	в их	1	3
91	и его	6	3
92	как будто	4	3
93	но по	1	3
94	так в	1	3
95	по мере	1	3
96	о том	6	3
97	а именно	5	3
98	если это	2	3
99	и она	1	3
100	того что	9	3
101	герой в	2	3
102	в качестве	5	3
103	по отношению	4	3
104	одной стороны	4	3
105	эти слова	2	3
106	как это	3	3
107	его пути	1	3
108	тому как	3	3
109	все это	1	3
110	отношению к	4	3
111	а другой	1	3
112	например в	3	2
113	самом деле	3	2
114	на самом	1	2
115	в состояние	1	2
116	и для	4	2
117	что иное	1	2
118	принадлежит к	1	2
119	я не	2	2
120	хотя бы	1	2
121	не знают	1	2
122	и то	1	2
123	иное как	1	2
124	во всех	2	2
125	но не	4	2
126	не просто	1	2
127	пути в	4	2
128	вспомним что	1	2
129	перед нами	1	2
130	тому же	5	2
131	на его	3	2
132	так сказать	1	2
133	состоит в	6	2
134	в силу	1	2
135	и если	4	2
136	человека в	2	2
137	а затем	3	2
138	из них	4	2
139	той же	3	2
140	его не	1	2
141	на этой	1	2
142	с другими	1	2
143	это не	5	2
144	есть и	1	2
145	в жизни	8	2
146	она и	2	2
147	как и	5	2
148	ключ к	1	2
149	нисколько не	1	2
150	во время	1	2
151	и ее	2	2
152	не столько	1	2
153	и эти	1	2
154	и более	1	2
155	в таких	1	2
156	и герой	1	2
157	без участия	1	2
158	тем самым	7	2
159	с которой	2	2
160	почти никогда	1	2
161	не берет	1	2
162	другой стороны	2	2
163	здесь нет	1	2
164	был бы	1	2
165	к себе	8	2
166	когда мы	1	2
167	с образом	2	2
168	того чтобы	2	2
169	с ее	3	2
170	в виду	1	2
171	здесь не	2	2
172	что у	2	2
173	на нее	1	2
174	имеется в	1	2
175	одно из	4	2
176	другом месте	1	2
177	на вопрос	1	2
178	с другой	6	2
179	а также	4	2
180	также в	1	2
181	в свете	1	2
182	но с	2	2
183	с ними	2	2
184	уже в	1	2
185	а то	1	2
186	и их	1	2
187	и вместе	2	2
188	и только	2	2
189	не было	1	2
190	именно в	5	2
191	а с	1	2
192	себя и	2	2
193	его из	1	2
194	превращается в	1	2
195	становится ясным	1	2
196	нет ничего	1	2
197	кем-нибудь из	1	2
198	по существу	4	2
199	это явление	1	2
200	под названием	1	2
201	совершается в	1	2
202	говорится в	1	2
203	его уже	1	2
204	будто бы	1	2
205	все еще	3	2
206	не знает	2	2
207	сказать что	1	2
208	на один	1	2
209	не что	1	2
210	ее в	2	2
211	и наиболее	1	1
212	но кто	1	1
213	совершенно новой	2	1
214	отметим что	1	1
215	задачи в	1	1
216	отвращения к	1	1
217	в стороне	1	1
218	это и	1	1
219	ко всем	1	1
220	перед лицом	4	1
221	как след	2	1
222	из его	1	1
223	оно было	1	1
224	едва ли	3	1
225	и за	1	1
226	по его	1	1
227	есть не	1	1
228	и о	1	1
229	из своих	1	1
230	если герой	1	1
231	этом не	1	1
232	так чтобы	2	1
233	говорить о	1	1
234	на себя	2	1
235	всю ночь	2	1
236	и он	1	1
237	это наблюдение	1	1
238	который может	1	1
239	в отличие	5	1
240	он сам	1	1
241	одного человека	1	1
242	с его	6	1
243	тем как	1	1
244	глубокой древности	1	1
245	существа в	1	1
246	к которой	1	1
247	в сторону	3	1
248	там внизу	1	1
249	отличие от	5	1
250	отнюдь не	3	1
251	в истории	1	1
252	в центре	1	1
253	однако не	3	1
254	и где	1	1
255	и как	3	1
256	что по	1	1
257	не зная	1	1
258	говорит об	1	1
259	в трудах	1	1
260	и к	3	1
261	в этот	1	1
262	за собой	1	1
263	за рекой	1	1
264	для которого	3	1
265	еще на	2	1
266	в целом	5	1
267	так или	2	1
268	и и	1	1
269	еще один	2	1
270	что к	1	1
271	им в	2	1
272	друг от	1	1
273	еще одна	1	1
274	жизнью и	1	1
275	о смерти	1	1
276	он все	2	1
277	свою собственную	1	1
278	становится его	1	1
279	оно должно	1	1
280	силу своей	1	1
281	обнаружить по	1	1
282	герою или	1	1
283	же остается	1	1
284	с собой	1	1
285	свое имя	1	1
286	в совершенно	2	1
287	момент и	1	1
288	входит в	4	1
289	который и	1	1
290	центральное место	1	1
291	власти так	1	1
292	но уже	3	1
293	в них	1	1
294	соответствии с	5	1
295	далеко не	2	1
296	не узнает	1	1
297	не всегда	2	1
298	и вне	1	1
299	несмотря на	2	1
300	к своему	1	1
301	в своей	7	1
302	что такое	1	1
303	всякий раз	2	1
304	что было	1	1
305	тем не	1	1
306	что никакой	1	1
307	а а	1	1
308	со многими	1	1
309	бы быть	1	1
310	по себе	2	1
311	даже в	4	1
312	нас к	2	1
313	с миром	1	1
314	не менее	2	1
315	вплоть до	2	1
316	как о	2	1
317	в то	9	1
318	что ей	1	1
319	в самых	1	1
320	чтобы стать	1	1
321	ты мой	1	1
322	которых и	1	1
323	он мог	1	1
324	только не	1	1
325	однако если	3	1
326	этого явления	1	1
327	была еще	1	1
328	тогда она	1	1
329	то именно	1	1
330	оставался в	1	1
331	во всем	1	1
332	ему и	1	1
333	в процессе	1	1
334	ты видишь	1	1
335	не вполне	2	1
336	вопрос не	1	1
337	и со	1	1
338	у нас	2	1
339	у меня	1	1
340	он отвечает	1	1
341	со стороны	7	1
342	его мне	1	1
343	как ему	1	1
344	как только	1	1
345	его с	1	1
346	в эти	1	1
347	и мне	1	1
348	за свою	1	1
349	которой она	2	1
350	приходит к	1	1
351	как мы	2	1
352	то она	2	1
353	от друга	1	1
354	тогда как	17	1
355	с каким	1	1
356	при котором	1	1
357	быть вполне	1	1
358	чтобы быть	1	1
359	одного из	2	1
360	особый интерес	1	1
361	в чужом	1	1
362	она была	1	1
363	том как	1	1
364	мира и	2	1
365	был не	1	1
366	о котором	1	1
367	есть два	1	1
368	время в	2	1
369	означает не	1	1
370	нас же	1	1
371	а во	1	1
372	восходит к	1	1
373	которого не	1	1
374	или иначе	2	1
375	говорится но	1	1
376	нуждается в	1	1
377	непосредственно в	1	1
378	вслед за	3	1
379	в середине	1	1
380	иначе в	1	1
381	и иных	1	1
382	есть тенденция	1	1
383	в частности	11	1
