N	2gram	Voloshinov_2	Myslijsy
1	потому что	1	52
2	то есть	2	42
3	и в	19	39
4	в языке	7	33
5	может быть	28	27
6	в том	7	26
7	только в	8	25
8	не может	18	22
9	что в	2	22
10	не только	13	21
11	так как	3	21
12	а не	9	21
13	в нем	11	20
14	но и	10	20
15	и не	19	18
16	языка и	15	17
17	язык есть	1	17
18	том что	10	16
19	так что	1	16
20	в этом	15	15
21	не в	10	15
22	если бы	11	14
23	по отношению	8	13
24	в себе	4	13
25	таким образом	14	13
26	так и	10	13
27	отношению к	8	13
28	было бы	4	12
29	в душе	4	11
30	есть только	1	11
31	мы не	2	10
32	как в	1	10
33	по себе	3	10
34	и что	1	10
35	то что	4	10
36	что не	2	10
37	не есть	3	10
38	речи и	13	10
39	но в	7	9
40	как и	9	9
41	мысли в	1	9
42	тогда когда	1	9
43	могут быть	3	9
44	мысли и	3	9
45	тем что	2	9
46	душевной жизни	1	9
47	но не	2	8
48	в слове	4	8
49	точки зрения	17	8
50	о происхождении	2	8
51	язык в	1	8
52	в одном	1	8
53	того что	4	8
54	со стороны	1	8
55	вместе с	2	8
56	язык как	6	7
57	в ней	3	7
58	в истории	3	7
59	с этим	3	7
60	это не	4	7
61	в этих	3	7
62	должны быть	2	7
63	с другой	3	7
64	должно быть	3	7
65	происхождении языка	2	7
66	языка с	1	6
67	то же	16	6
68	независимо от	2	6
69	все же	5	6
70	и как	6	6
71	бы не	2	6
72	при этом	9	6
73	не менее	1	6
74	тем не	1	6
75	в каком	3	6
76	языка в	3	6
77	что и	3	6
78	еще не	3	6
79	по мере	4	6
80	как бы	19	6
81	то это	1	5
82	во всех	6	5
83	только тогда	1	5
84	то в	1	5
85	не имеют	3	5
86	не следует	2	5
87	с тем	1	5
88	несмотря на	1	5
89	возможно только	1	5
90	не имеет	3	5
91	и его	16	5
92	которые мы	1	5
93	если же	2	5
94	между тем	6	5
95	в его	5	5
96	языка как	9	5
97	вовсе не	11	5
98	друг друга	2	5
99	языка не	3	5
100	так же	5	5
101	и потому	2	5
102	но это	1	5
103	и для	7	5
104	язык не	3	5
105	а в	3	5
106	другой стороны	1	5
107	в таком	7	5
108	вопрос о	2	4
109	а только	1	4
110	все остальные	1	4
111	увидим что	1	4
112	из этих	1	4
113	в каждом	1	4
114	мы видели	4	4
115	в то	8	4
116	никогда не	7	4
117	же время	8	4
118	и притом	1	4
119	не могут	1	4
120	к тому	6	4
121	свою очередь	5	4
122	остается только	1	4
123	каждый раз	3	4
124	бы в	4	4
125	слов и	3	4
126	слова для	3	4
127	то на	1	4
128	и других	1	4
129	для него	9	4
130	само по	1	4
131	в более	2	4
132	не было	3	4
133	и даже	2	4
134	в действительности	1	4
135	прежде всего	7	4
136	там где	2	4
137	быть не	1	4
138	слова и	6	4
139	в смысле	6	4
140	от него	2	4
141	от того	1	4
142	мы видим	1	4
143	в свою	6	4
144	языка то	1	4
145	не иначе	1	3
146	того же	5	3
147	но тем	1	3
148	противном случае	2	3
149	должна быть	4	3
150	что можно	1	3
151	и то	3	3
152	история языка	2	3
153	столь же	3	3
154	относится к	3	3
155	в своем	2	3
156	в противном	2	3
157	хотя и	1	3
158	в самом	6	3
159	что это	2	3
160	что слово	1	3
161	он не	3	3
162	ни были	1	3
163	прежде чем	1	3
164	так например	1	3
165	не из	1	3
166	то ни	5	3
167	что все	1	3
168	той же	3	3
169	и с	2	3
170	заключается в	1	3
171	и тем	4	3
172	в жизни	2	3
173	в них	1	3
174	в этой	3	3
175	во внимание	1	3
176	восприятия и	2	3
177	не так	2	3
178	в своей	3	3
179	с точки	13	3
180	о языке	1	3
181	друг другу	1	3
182	тому что	4	3
183	слова мы	1	3
184	для того	6	3
185	самого начала	5	3
186	с и	1	3
187	не могло	1	3
188	или же	2	3
189	находятся в	2	3
190	оно не	1	3
191	для себя	4	3
192	и это	3	3
193	но при	1	3
194	с самого	5	3
195	когда в	1	3
196	из одного	4	3
197	и вообще	1	3
198	с ним	1	3
199	к одной	1	3
200	в другой	1	3
201	во внутренней	2	3
202	мы увидим	2	3
203	но как	2	3
204	с одной	3	3
205	если мы	6	3
206	языка а	2	3
207	только на	4	3
208	или даже	1	3
209	и понимание	1	3
210	одно из	1	3
211	и их	4	3
212	могло бы	1	3
213	были бы	1	3
214	связи с	13	3
215	все более	2	3
216	но оно	1	3
217	в самой	1	3
218	со словом	1	3
219	одной стороны	3	3
220	в состоянии	1	3
221	только для	1	3
222	к которому	1	3
223	оно и	1	3
224	и от	3	3
225	об отношении	1	3
226	о котором	1	3
227	и все	6	3
228	мы должны	1	3
229	сказать что	4	3
230	по поводу	1	3
231	как на	2	3
232	во всяком	3	3
233	ко всем	2	2
234	одним из	2	2
235	язык может	1	2
236	совершенно справедливо	2	2
237	и грамматических	1	2
238	тем же	4	2
239	если б	3	2
240	а как	4	2
241	в сущности	14	2
242	бы то	4	2
243	которое он	1	2
244	то мы	2	2
245	ощущения и	1	2
246	то он	1	2
247	значение и	2	2
248	не все	1	2
249	друг от	1	2
250	за пределы	3	2
251	что именно	1	2
252	в течение	1	2
253	более и	2	2
254	могли бы	1	2
255	его к	2	2
256	в которой	1	2
257	в целом	1	2
258	но без	1	2
259	ни одна	1	2
260	на то	4	2
261	не могла	1	2
262	и если	1	2
263	данного содержания	1	2
264	по крайней	2	2
265	так сказать	14	2
266	мы можем	6	2
267	как увидим	1	2
268	к одному	1	2
269	оно должно	1	2
270	и более	7	2
271	из него	2	2
272	но все	1	2
273	значительной степени	2	2
274	на все	2	2
275	он есть	1	2
276	мы постараемся	3	2
277	истории языка	3	2
278	но уже	1	2
279	о которых	1	2
280	было только	1	2
281	и того	5	2
282	одного и	4	2
283	употребляет для	1	2
284	внешним и	1	2
285	в их	5	2
286	утверждения что	1	2
287	слова в	8	2
288	что имеет	1	2
289	но он	1	2
290	не могли	1	2
291	это будет	2	2
292	к языку	1	2
293	и всегда	1	2
294	эти формы	1	2
295	в определении	2	2
296	дело в	1	2
297	что иное	1	2
298	которых и	2	2
299	того чтобы	6	2
300	следовательно и	2	2
301	как во	1	2
302	в разных	1	2
303	связанное с	1	2
304	не замечаются	1	2
305	из того	1	2
306	не нуждается	1	2
307	в живой	2	2
308	все то	2	2
309	когда мы	1	2
310	сравнительно с	2	2
311	и развития	1	2
312	его с	1	2
313	бы они	1	2
314	как мы	15	2
315	не будет	3	2
316	каждому из	1	2
317	от друга	1	2
318	только при	1	2
319	в собственном	2	2
320	они ни	1	2
321	мысль о	1	2
322	уже с	1	2
323	с языком	1	2
324	языке в	1	2
325	мы в	1	2
326	иное как	2	2
327	этого языка	1	2
328	о том	3	2
329	на следующее	1	2
330	что самое	1	2
331	и только	1	2
332	крайней мере	2	2
333	еще более	2	2
334	и следовательно	6	2
335	в другую	1	2
336	в каждую	1	2
337	в разные	1	2
338	для нее	1	2
339	б мы	2	2
340	есть в	1	2
341	уже не	1	2
342	указания на	1	2
343	мы принуждены	1	2
344	вопроса о	1	2
345	в единстве	4	2
346	же в	1	2
347	в начале	2	2
348	и объективного	1	2
349	нуждается в	1	2
350	иначе как	1	2
351	к ним	1	2
352	речь и	4	2
353	в других	1	2
354	даже и	2	2
355	влияние на	4	2
356	только по	1	2
357	на основании	1	2
358	у нас	3	2
359	таком случае	3	2
360	для человека	1	2
361	если не	1	2
362	людьми и	1	2
363	связь с	4	2
364	нет ничего	1	2
365	его на	1	2
366	своего языка	1	2
367	что же	1	2
368	языка по	1	2
369	и о	2	2
370	стороны и	2	2
371	это последнее	1	2
372	сущность дела	1	2
373	но с	1	2
374	слова но	1	2
375	не существует	3	2
376	или в	2	2
377	тем более	5	2
378	хотя бы	6	2
379	только что	3	2
380	все они	1	2
381	ни было	6	2
382	что оно	3	2
383	на каждое	1	2
384	не что	1	2
385	из этого	1	2
386	жизни и	2	2
387	человеческой речи	1	1
388	слова является	1	1
389	отношения к	2	1
390	например в	1	1
391	предполагает что	1	1
392	человека и	1	1
393	должен быть	2	1
394	языку и	1	1
395	сам по	1	1
396	выражения в	2	1
397	самом деле	9	1
398	нам кажется	1	1
399	деятельность человека	1	1
400	проникает в	1	1
401	что эти	1	1
402	собственном смысле	2	1
403	в зависимости	2	1
404	уже по	1	1
405	и могут	1	1
406	живой речи	2	1
407	его не	1	1
408	именно к	1	1
409	этот предмет	1	1
410	имеет свою	1	1
411	не была	1	1
412	не столько	1	1
413	из сказанного	1	1
414	совпадает с	1	1
415	на себя	1	1
416	и определенность	1	1
417	слова например	1	1
418	группы и	2	1
419	которое в	1	1
420	мы предполагаем	1	1
421	зависимости от	2	1
422	так а	1	1
423	одного слова	3	1
424	из ее	1	1
425	почва для	1	1
426	и самого	2	1
427	и на	5	1
428	мы выражаем	1	1
429	не найдем	1	1
430	что его	1	1
431	в различных	3	1
432	явлений с	1	1
433	с его	8	1
434	литературы или	1	1
435	как если	4	1
436	языка нет	2	1
437	язык от	1	1
438	на самом	7	1
439	для других	3	1
440	если в	1	1
441	к слову	1	1
442	своей конкретной	1	1
443	есть непрерывный	1	1
444	что они	2	1
445	давая ему	1	1
446	стремясь к	1	1
447	дает нам	1	1
448	и нет	1	1
449	что история	1	1
450	перед нами	3	1
451	письменности и	1	1
452	когда он	1	1
453	в круг	1	1
454	говорящий и	1	1
455	бы стать	1	1
456	более или	2	1
457	следующим образом	1	1
458	ясно и	1	1
459	от этого	2	1
460	и хотя	1	1
461	для которого	1	1
462	нет дела	1	1
463	всякое понимание	1	1
464	бы с	1	1
465	все эти	3	1
466	в нашем	2	1
467	звукового языка	1	1
468	так в	1	1
469	приводит к	2	1
470	с их	1	1
471	нами в	3	1
472	между которыми	1	1
473	как он	1	1
474	его но	1	1
475	взятые в	1	1
476	этот процесс	1	1
477	мы совершенно	1	1
478	своих внутренних	1	1
479	как оно	1	1
480	связанные с	1	1
481	происхождения языка	2	1
482	соприкасается с	2	1
483	перестает быть	1	1
484	высшей степени	3	1
485	не как	3	1
486	положительного и	2	1
487	существует и	1	1
488	мысли как	1	1
489	что нельзя	1	1
490	без исключения	2	1
491	что она	1	1
492	в нее	1	1
