N	3gram	Medvedev_V_1	Istorich
1	и т д	14	15
2	с другой стороны	8	7
3	до сих пор	1	5
4	в том что	5	5
5	мы видим что	1	4
6	в данном случае	1	3
7	в связи с	3	3
8	мы видели что	3	3
9	к этому же	1	2
10	в свете этих	1	2
11	можно утверждать что	3	2
12	по отношению к	7	2
13	что в них	1	2
14	таким образом и	1	2
15	с одной стороны	2	2
16	ни один из	2	2
17	то время как	1	2
18	во всяком случае	1	2
19	в то время	1	2
20	о том что	3	2
21	в одном из	3	2
22	не только не	2	2
23	к тому же	1	2
24	мы знаем что	2	1
25	при помощи которых	1	1
26	хотя и не	1	1
27	в чем же	2	1
28	мы имеем дело	1	1
29	подобно тому как	2	1
30	в том числе	2	1
31	т е не	1	1
32	в соответствии с	1	1
33	в силу того	1	1
34	с этой точки	1	1
35	как если бы	1	1
36	сами по себе	1	1
37	и так или	1	1
38	но и в	1	1
39	только то что	2	1
40	как это происходит	1	1
41	еще не означает	1	1
42	в таком случае	1	1
43	можно было бы	2	1
44	это вовсе не	1	1
45	в частности из	1	1
46	вместе с тем	3	1
47	природой в этом	1	1
48	может быть и	1	1
49	в том смысле	1	1
50	по этому вопросу	1	1
51	не только в	2	1
52	в несколько иной	1	1
53	том что и	1	1
54	имеем дело с	1	1
55	так или иначе	1	1
56	все же не	1	1
57	сих пор не	1	1
58	так же как	1	1
59	этой точки зрения	2	1
60	в целом но	1	1
61	и вместе с	1	1
62	в свою очередь	1	1
63	это и есть	3	1
64	это происходит в	1	1
65	ничего общего с	1	1
66	равно как и	4	1
67	что такое толкование	1	1
68	не может быть	8	1
69	один из них	1	1
70	они не только	1	1
71	можно сказать что	4	1
72	также и в	2	1
73	после того как	1	1
74	течение двух лет	1	1
75	может быть в	1	1
76	на этот вопрос	1	1
77	в течение двух	1	1
