N	2gram	Potebnia_M_4	slovoVRo
1	и в	23	41
2	в нем	7	30
3	и т	7	28
4	то есть	34	26
5	т п	4	23
6	могут быть	7	19
7	во всех	1	17
8	не только	10	16
9	и не	18	16
10	точки зрения	4	16
11	языка в	2	16
12	но и	11	16
13	а не	12	15
14	то же	14	14
15	и на	3	14
16	в то	4	14
17	и его	2	14
18	в пределах	1	14
19	может быть	26	14
20	и др	2	14
21	не может	11	14
22	слова и	5	13
23	в сущности	2	13
24	в его	5	13
25	в этом	23	12
26	же время	3	12
27	языка и	3	12
28	как бы	5	12
29	так и	6	11
30	в большинстве	2	10
31	в той	4	10
32	слово в	4	10
33	все эти	3	9
34	таким образом	24	9
35	языков и	1	9
36	той или	1	9
37	как в	7	8
38	но в	8	8
39	на его	3	8
40	с точки	3	8
41	как мы	2	8
42	или в	1	8
43	может не	1	8
44	слова в	3	8
45	прежде всего	1	8
46	отношение к	2	7
47	все же	1	7
48	жизни слова	1	7
49	в слове	22	7
50	в своей	1	7
51	не в	11	7
52	вовсе не	7	7
53	с ним	5	7
54	и следовательно	3	7
55	в поэтическом	1	7
56	они могут	2	7
57	во всяком	5	7
58	того же	1	6
59	при этом	15	6
60	это не	7	6
61	в них	3	6
62	к своему	1	6
63	в отношении	1	6
64	слова как	1	6
65	оно не	2	6
66	только в	15	6
67	большинстве случаев	2	6
68	и даже	2	6
69	а в	5	6
70	отношении к	1	6
71	языку и	2	5
72	и к	6	5
73	в самом	3	5
74	он в	1	5
75	так сказать	5	5
76	т д	3	5
77	с другими	4	5
78	далеко не	1	5
79	всяком случае	3	5
80	все это	5	5
81	со своим	4	5
82	в языке	16	5
83	и мир	1	5
84	к нему	5	5
85	слово как	1	5
86	с другой	2	5
87	еще более	2	5
88	ту же	3	4
89	одним из	1	4
90	поэзии и	7	4
91	в ней	2	4
92	меньшей степени	1	4
93	еще не	3	4
94	за пределы	1	4
95	словом в	1	4
96	перед нами	1	4
97	в которой	6	4
98	не как	2	4
99	в каждом	3	4
100	и с	4	4
101	лишь в	3	4
102	входит в	1	4
103	как и	14	4
104	в их	1	4
105	к предмету	1	4
106	том же	2	4
107	в процессе	3	4
108	и для	2	4
109	лежит в	1	4
110	на предмет	1	4
111	ничего не	1	4
112	о нем	1	4
113	все его	1	4
114	один из	2	4
115	оно и	1	4
116	с одной	1	4
117	языка как	1	4
118	рядом с	1	4
119	одной стороны	1	4
120	и все	4	4
121	там где	3	4
122	и потому	10	4
123	и формы	1	4
124	в смысле	3	4
125	кроме того	3	4
126	здесь в	1	4
127	известной степени	3	4
128	быть и	2	4
129	другой стороны	1	4
130	каждое слово	1	4
131	в первом	3	3
132	зависимости от	1	3
133	данном случае	2	3
134	в своем	8	3
135	языка так	1	3
136	бы и	5	3
137	из этих	2	3
138	в себе	14	3
139	в поэзии	3	3
140	он пользуется	1	3
141	вообще не	1	3
142	и сам	1	3
143	как оно	2	3
144	и может	4	3
145	его в	4	3
146	было бы	8	3
147	он не	2	3
148	и прямо	1	3
149	от его	2	3
150	которые в	1	3
151	на всю	1	3
152	она не	2	3
153	не могло	1	3
154	следовательно и	1	3
155	никогда не	3	3
156	в разных	3	3
157	и здесь	2	3
158	не могут	2	3
159	поэтическом произведении	2	3
160	в других	2	3
161	к тому	3	3
162	смысле в	1	3
163	самого предмета	1	3
164	к языку	1	3
165	образом в	5	3
166	о том	8	3
167	и во	1	3
168	того что	14	3
169	в том	23	3
170	словом и	1	3
171	бы ни	2	3
172	в качестве	1	3
173	конечно не	2	3
174	и других	3	3
175	из них	1	3
176	для него	5	3
177	так как	14	3
178	друг друга	2	3
179	у него	1	3
180	речь и	1	3
181	именно в	3	3
182	в свою	2	3
183	не было	12	3
184	в истории	4	3
185	не были	2	3
186	с этим	7	3
187	влияния на	1	3
188	в данном	4	3
189	вне себя	1	3
190	мы найдем	1	3
191	лишь как	1	3
192	хотя бы	4	3
193	одной из	1	3
194	с ними	3	3
195	из этого	2	3
196	в свое	1	3
197	в стройную	1	3
198	а между	4	2
199	например в	3	2
200	связана с	1	2
201	на самом	3	2
202	к своей	1	2
203	нового не	1	2
204	то в	3	2
205	в котором	4	2
206	мы уже	3	2
207	той же	3	2
208	а как	2	2
209	мы не	8	2
210	мы и	2	2
211	слово не	1	2
212	свою очередь	1	2
213	и то	5	2
214	в прямой	1	2
215	столь же	2	2
216	по своему	2	2
217	различия между	1	2
218	своим и	1	2
219	в ее	2	2
220	он может	1	2
221	но не	1	2
222	и речи	1	2
223	сих пор	4	2
224	хотя и	5	2
225	есть для	5	2
226	сил в	1	2
227	в известном	1	2
228	и те	1	2
229	время и	1	2
230	перестает быть	1	2
231	они в	1	2
232	том и	2	2
233	и по	3	2
234	на этом	1	2
235	не из	5	2
236	те же	3	2
237	на все	1	2
238	том что	12	2
239	в эту	1	2
240	в этих	3	2
241	и той	1	2
242	но он	1	2
243	друг другу	1	2
244	языка то	2	2
245	даже в	2	2
246	тому что	2	2
247	до известной	2	2
248	непосредственно и	1	2
249	и проч	18	2
250	в самых	1	2
251	дело не	2	2
252	из него	2	2
253	для нас	14	2
254	в сознании	4	2
255	у нас	2	2
256	языке и	4	2
257	всегда в	1	2
258	правда не	1	2
259	и самое	1	2
260	и о	4	2
261	то время	1	2
262	так в	3	2
263	роль в	1	2
264	с языком	2	2
265	на том	2	2
266	можно было	2	2
267	не с	2	2
268	из одного	3	2
269	и вообще	2	2
270	в другом	1	2
271	языка язык	2	2
272	можно сказать	4	2
273	а также	1	2
274	нас в	2	2
275	этот элемент	1	2
276	образ может	1	2
277	и всякое	1	2
278	и самая	1	2
279	мы видим	2	2
280	среди других	1	2
281	из многих	1	2
282	между тем	9	2
283	и тем	4	2
284	так что	5	2
285	связи с	3	2
286	уже не	3	2
287	и у	2	2
288	если мы	2	2
289	только на	4	2
290	в виде	2	2
291	в известной	1	2
292	в одном	4	2
293	для того	6	2
294	в другой	2	2
295	жизнь слова	1	2
296	до сих	4	2
297	языка или	1	2
298	не есть	9	2
299	а с	1	2
300	с которым	2	2
301	между этими	1	2
302	что все	4	2
303	и глубокое	1	2
304	связь с	1	2
305	в частности	1	2
306	эти слова	1	2
307	так же	4	2
308	его как	1	2
309	других случаях	1	2
310	не видят	1	2
311	быть только	1	2
312	для понимания	2	2
313	должно быть	5	2
314	этом случае	5	2
315	слова так	1	2
316	и определенные	1	2
317	говорящего и	2	2
318	тем и	6	2
319	и другим	3	2
320	у них	1	2
321	потому что	33	2
322	язык не	5	2
323	есть понимание	1	2
324	от всякого	1	2
325	между ними	4	2
326	сказать что	8	2
327	и эта	1	2
328	эти категории	1	2
329	себя как	1	1
330	что отношение	1	1
331	в зародыше	2	1
332	словом как	1	1
333	художественного произведения	1	1
334	и через	1	1
335	науки о	1	1
336	бы для	1	1
337	и есть	3	1
338	бы невозможно	1	1
339	и до	3	1
340	в мыслях	1	1
341	было состояние	1	1
342	выражается в	1	1
343	иметь место	1	1
344	его не	1	1
345	в несколько	1	1
346	со всех	1	1
347	для своего	1	1
348	мы имеем	4	1
349	или наоборот	1	1
350	что между	3	1
351	как из	1	1
352	оба эти	1	1
353	у диккенса	1	1
354	как во	1	1
355	форму слова	2	1
356	прозе и	1	1
357	но даже	2	1
358	в некотором	1	1
359	почти на	1	1
360	всех сторон	1	1
361	языке в	1	1
362	не нужно	2	1
363	в последних	1	1
364	но всякое	1	1
365	без всякого	1	1
366	а следовательно	1	1
367	могло быть	1	1
368	но как	1	1
369	не все	1	1
370	к слову	3	1
371	не извне	1	1
372	в новом	1	1
373	прозы в	1	1
374	иногда и	1	1
375	отличие от	1	1
376	один и	5	1
377	которые не	2	1
378	систему и	1	1
379	его на	1	1
380	в течение	2	1
381	по которому	3	1
382	что как	4	1
383	слова между	1	1
384	и слова	2	1
385	могли бы	4	1
386	что по	2	1
387	говорящего не	2	1
388	его к	2	1
389	в действительности	3	1
390	в себя	1	1
391	словом не	1	1
392	себе как	1	1
393	к другому	1	1
394	таковы например	1	1
395	так или	2	1
396	имеем в	1	1
397	бы не	3	1
398	в этой	1	1
399	такое значение	1	1
400	и тот	3	1
401	только один	1	1
402	от необходимости	1	1
403	лица и	3	1
404	на то	7	1
405	меняются и	1	1
406	и если	3	1
407	что она	2	1
408	что же?	1	1
409	речи то	1	1
410	данного слова	2	1
411	не значит	2	1
412	к одному	3	1
413	же язык	1	1
414	оно должно	1	1
415	него есть	1	1
416	есть еще	1	1
417	и было	1	1
418	нашего времени	3	1
419	какой бы	1	1
420	одной и	1	1
421	хотя все	1	1
422	отношение говорящего	1	1
423	в нее	3	1
424	ни был	3	1
425	человека в	2	1
426	значительной степени	2	1
427	бы они	2	1
428	в состоянии	2	1
429	есть все	1	1
430	с этою	1	1
431	бы быть	1	1
432	них не	1	1
433	заключается в	1	1
434	не умеет	1	1
435	есть не	4	1
436	может стать	1	1
437	действительности в	1	1
438	произведения от	1	1
439	случае является	1	1
440	же отношении	1	1
441	которая в	1	1
442	только одно	1	1
443	но уже	3	1
444	до сознания	1	1
445	мы видели	1	1
446	трудный и	1	1
447	действия этой	2	1
448	иным путем	1	1
449	значит не	1	1
450	чем в	2	1
451	на этот	2	1
452	и того	1	1
453	из языка	1	1
454	но если	1	1
455	от своего	1	1
456	а главное	1	1
457	таким же	5	1
458	к истории	1	1
459	и без	2	1
460	данного предмета	1	1
461	самого слова	3	1
462	мы называем	1	1
463	оно живет	2	1
464	в которых	3	1
465	может сделать	1	1
466	бы мы	1	1
467	о языке	2	1
468	одном из	2	1
469	говорящим и	1	1
