N	2gram	Voloshinov_1	TeoriaLi
1	не только	4	18
2	в качестве	1	17
3	и не	10	16
4	и в	12	13
5	в частности	1	13
6	то есть	1	12
7	так и	4	12
8	может быть	14	12
9	в этом	4	11
10	при этом	6	11
11	в том	6	11
12	но не	2	10
13	и его	13	10
14	а не	5	10
15	то же	5	9
16	в его	2	9
17	по отношению	11	8
18	сводится к	1	8
19	в душе	2	8
20	но и	3	8
21	отношению к	11	8
22	что в	2	8
23	в себе	3	7
24	том что	5	7
25	точки зрения	14	7
26	в то	2	7
27	по своей	1	7
28	только в	6	7
29	себя в	1	7
30	как это	2	7
31	в данном	2	7
32	еще не	3	6
33	с его	2	6
34	но в	5	6
35	место в	2	6
36	в русской	1	6
37	же время	1	6
38	как бы	13	6
39	мы имеем	2	5
40	данном случае	2	5
41	в своем	2	5
42	в самом	4	5
43	он не	2	5
44	как и	5	5
45	не в	4	5
46	в нем	6	5
47	в ее	1	5
48	в пределах	3	5
49	между тем	3	5
50	уже не	4	5
51	с другой	4	5
52	как в	5	5
53	или иного	1	5
54	в искусстве	1	5
55	между ними	2	5
56	героя и	5	5
57	по преимуществу	1	4
58	высказывания в	1	4
59	конечном счете	1	4
60	отношение к	4	4
61	хотя и	1	4
62	то что	5	4
63	ни в	3	4
64	в слове	1	4
65	в своей	3	4
66	или менее	1	4
67	не менее	3	4
68	можно сказать	5	4
69	в конечном	1	4
70	в форме	2	4
71	художественного восприятия	1	4
72	и ее	3	4
73	за пределами	1	4
74	и т.п	1	4
75	в свою	1	4
76	не знает	1	4
77	сказать что	7	4
78	не может	16	4
79	более или	1	4
80	и то	2	3
81	например в	1	3
82	художественного произведения	7	3
83	совпадает с	2	3
84	что можно	1	3
85	в художественном	3	3
86	перед нами	1	3
87	и к	4	3
88	все эти	3	3
89	в нашем	11	3
90	он должен	3	3
91	и вот	1	3
92	и по	3	3
93	его в	4	3
94	этом смысле	1	3
95	в этих	2	3
96	художественного творчества	3	3
97	тем не	3	3
98	в отношении	2	3
99	и внешней	1	3
100	никогда не	5	3
101	свою очередь	1	3
102	другой стороны	2	3
103	в произведении	1	3
104	в другом	1	3
105	в порядке	1	3
106	и что	2	3
107	входит в	1	3
108	того что	3	3
109	а с	1	3
110	во времени	1	3
111	для него	3	3
112	с ее	1	3
113	именно в	1	3
114	и др	5	3
115	прежде всего	8	3
116	его эстетической	1	3
117	и потому	2	3
118	к которому	1	3
119	таким образом	12	3
120	в основе	1	3
121	отношении к	3	3
122	я и	1	2
123	была бы	2	2
124	и это	1	2
125	это и	1	2
126	тех или	1	2
127	и больше	1	2
128	на себя	1	2
129	простым воспроизведением	1	2
130	в целом	1	2
131	между собой	2	2
132	в чем	2	2
133	у него	1	2
134	за пределы	4	2
135	что они	1	2
136	сама по	1	2
137	как к	3	2
138	в противном	1	2
139	противном случае	1	2
140	к герою	3	2
141	к одному	1	2
142	или иных	1	2
143	одно и	2	2
144	здесь мы	1	2
145	нашем случае	1	2
146	это не	2	2
147	и иных	1	2
148	и тем	1	2
149	вовсе не	1	2
150	и того	1	2
151	и некоторые	1	2
152	высказывания как	4	2
153	с точки	2	2
154	высказывания и	2	2
155	зрения и	1	2
156	по себе	3	2
157	автора и	2	2
158	и притом	2	2
159	имеем дело	1	2
160	слова как	1	2
161	этих двух	2	2
162	внутренней и	1	2
163	как будто	1	2
