N	2gram	Vygotskiy__4	Poddanst
1	не только	7	17
2	и в	33	14
3	и не	13	12
4	в этом	28	10
5	в отношении	1	10
6	но в	2	9
7	то же	9	9
8	в том	21	9
9	в пределах	3	8
10	хотя бы	2	8
11	только в	4	7
12	в обстановке	1	7
13	в то	3	7
14	же время	2	7
15	в ней	6	6
16	было бы	12	6
17	но и	3	6
18	в смысле	1	6
19	в которых	3	5
20	с другой	2	5
21	может быть	22	5
22	не в	2	5
23	и о	4	5
24	если бы	10	4
25	тех кто	1	4
26	а также	1	4
27	в своем	7	4
28	и к	2	4
29	как бы	25	4
30	и если	9	4
31	том что	22	4
32	не может	10	4
33	и потому	2	4
34	в котором	2	4
35	по себе	9	4
36	на пути	2	4
37	в гораздо	1	4
38	в русской	2	4
39	что в	21	4
40	мы должны	6	4
41	же в	1	4
42	а в	4	4
43	то что	44	4
44	и т	6	3
45	мы не	5	3
46	сводится к	2	3
47	в порядке	4	3
48	столь же	2	3
49	между тем	1	3
50	это не	6	3
51	вслед за	3	3
52	и как	5	3
53	тот же	3	3
54	с одной	3	3
55	в себе	6	3
56	в нем	7	3
57	сами по	3	3
58	для того	23	3
59	заключается в	5	3
60	прежде всего	2	3
61	одной стороны	3	3
62	с тем	4	3
63	что мы	6	3
64	и без	1	3
65	с точки	4	3
66	но не	3	3
67	она есть	2	3
68	тем самым	3	3
69	потому что	24	3
70	точки зрения	6	3
71	в сравнении	1	3
72	и это	5	2
73	например в	3	2
74	в ее	2	2
75	и есть	4	2
76	в мире	3	2
77	есть не	1	2
78	начала и	1	2
79	которую мы	1	2
80	является в	1	2
81	к началу	1	2
82	которое в	1	2
83	никак не	6	2
84	во всех	2	2
85	в которую	1	2
86	говорить о	3	2
87	если в	1	2
88	в общем	1	2
89	во всей	3	2
90	со стороны	2	2
91	с этим	5	2
92	того что	4	2
93	стороны и	1	2
94	бы ни	1	2
95	думать что	2	2
96	есть в	1	2
97	главным образом	1	2
98	и других	4	2
99	в его	10	2
100	из них	4	2
101	в виде	3	2
102	и вот	6	2
103	как раз	9	2
104	именно как	2	2
105	и с	2	2
106	именно в	2	2
107	и мы	15	2
108	в жизни	4	2
109	в них	2	2
110	не было	3	2
111	а не	6	2
112	должно быть	3	2
113	нужно было	1	2
114	в эту	1	2
115	более чем	1	2
116	не столько	1	2
117	ней не	1	2
118	своем значении	1	2
119	все это	13	2
120	одна из	4	2
121	мысль о	1	2
122	да и	3	2
123	для нас	7	2
124	подошел к	1	2
125	в частности	4	2
126	так называемые	1	2
127	как на	6	2
128	которых не	1	1
129	от этой	1	1
130	также и	2	1
131	же как	3	1
132	с другом	4	1
133	связана с	1	1
134	применительно к	3	1
135	и то	2	1
136	тем и	2	1
137	тем же	1	1
138	во времена	1	1
139	на две	2	1
140	уяснить себе	1	1
141	на нее	2	1
142	и ясный	1	1
143	за то	3	1
144	те же	2	1
145	заставить их	1	1
146	что дело	1	1
147	бы что	1	1
148	воздух и	1	1
149	напряжением и	1	1
150	для этого	8	1
151	пор пока	2	1
152	с ее	3	1
153	и ее	2	1
154	слова о	1	1
155	мы и	1	1
156	и здесь	3	1
157	вопроса и	1	1
158	может не	1	1
159	и что	25	1
160	литературы и	2	1
161	как таковые	1	1
162	еще не	1	1
163	были бы	1	1
164	и на	5	1
165	она всегда	1	1
166	и силы	1	1
167	и который	1	1
168	с его	2	1
169	к истине	1	1
170	за последние	1	1
171	исключительно и	1	1
172	не все	2	1
173	что и	3	1
174	не просто	4	1
175	и чем	1	1
176	мы хотим	1	1
177	в истории	1	1
178	что во	1	1
179	вот как	3	1
180	тех пор	2	1
181	мысль и	1	1
182	все же	5	1
183	вопросом о	1	1
184	ничего более	1	1
185	мы видим	6	1
186	действие в	1	1
187	два основных	1	1
188	в грехе	1	1
189	в какой	5	1
190	должен быть	1	1
191	в самом	12	1
192	только то	1	1
193	в условиях	1	1
194	значение если	1	1
195	но как	1	1
196	в которой	4	1
197	во времени	1	1
198	бы и	2	1
199	построена как	1	1
200	что составляет	3	1
201	что это	13	1
202	не вследствие	1	1
203	или его	3	1
204	формы в	1	1
205	могли бы	2	1
206	представляет собой	2	1
207	из этих	2	1
208	если мы	12	1
209	именно на	1	1
210	себя в	4	1
211	что его	3	1
212	только один	1	1
213	уже в	2	1
214	только на	1	1
215	на то	10	1
216	если он	2	1
217	одинаковое значение	1	1
218	не могла	1	1
219	сделать то	1	1
220	т д	2	1
221	кульминационный пункт	1	1
222	с основной	1	1
223	из этой	3	1
224	мы знаем	2	1
225	есть как	2	1
226	в восприятии	1	1
227	одно из	2	1
228	есть та	1	1
229	иначе как	1	1
230	наших глазах	1	1
231	мы можем	5	1
232	века в	1	1
233	и только	7	1
234	какой бы	3	1
235	следует понимать	1	1
236	с собой	1	1
237	эта основная	1	1
238	от нее	1	1
239	бы это	3	1
240	представляют собой	1	1
241	тем в	1	1
242	как автор	2	1
243	имеют в	1	1
244	ней и	1	1
245	она получила	1	1
246	ясно что	5	1
247	два разных	1	1
248	его в	3	1
