N	2gram	Propp_Isto_6	slovoVRo
1	и в	26	39
2	может быть	11	37
3	и т	10	35
4	и его	7	33
5	то есть	1	26
6	не только	10	24
7	и не	10	22
8	но и	9	21
9	не может	6	20
10	в нем	8	19
11	в этом	12	16
12	все это	1	16
13	так и	5	15
14	а не	2	14
15	отличие от	1	13
16	как в	6	13
17	во всех	1	12
18	в истории	1	11
19	вовсе не	2	10
20	к своему	3	9
21	и с	6	9
22	не в	3	9
23	со своим	1	9
24	таким образом	12	8
25	оно не	1	8
26	прежде всего	4	8
27	точки зрения	1	8
28	еще не	9	7
29	с его	4	7
30	в него	3	7
31	при этом	3	7
32	в этих	2	7
33	для него	1	7
34	с ним	8	7
35	никогда не	13	7
36	могут быть	3	7
37	как мы	4	7
38	язык и	1	7
39	в его	5	7
40	и даже	1	7
41	как бы	4	7
42	но не	2	6
43	в своем	2	6
44	все же	8	6
45	и к	1	6
46	но в	7	6
47	все эти	8	6
48	в них	3	6
49	как и	5	6
50	она не	3	6
51	там где	5	6
52	этом случае	6	6
53	жизни и	2	6
54	например в	7	5
55	человека в	2	5
56	это не	4	5
57	том что	10	5
58	не могут	1	5
59	но все	2	5
60	мира и	2	5
61	с другой	10	5
62	один из	3	5
63	в том	12	5
64	с ними	2	5
65	с одной	7	5
66	уже не	7	5
67	одной стороны	7	5
68	остается в	1	5
69	и для	1	5
70	только в	5	5
71	для нас	2	5
72	от него	3	5
73	и наконец	3	5
74	отношения к	1	4
75	в зависимости	1	4
76	его не	2	4
77	и на	12	4
78	по отношению	2	4
79	отношение к	1	4
80	связанные с	1	4
81	то же	5	4
82	его в	5	4
83	ни в	2	4
84	не менее	1	4
85	в то	5	4
86	одна из	2	4
87	в основе	1	4
88	или как	2	4
89	зависимости от	2	4
90	что оно	4	4
91	здесь не	2	4
92	для этого	1	4
93	но здесь	4	4
94	наконец в	1	4
95	дело с	1	4
96	поэтому и	1	4
97	и других	3	4
98	языка но	1	4
99	так как	18	4
100	и язык	1	4
101	и др	2	4
102	а в	3	4
103	отношению к	2	4
104	в таком	1	4
105	ту же	2	3
106	как это	5	3
107	должна быть	3	3
108	стороны и	2	3
109	перед нами	2	3
110	и как	2	3
111	борьбы с	3	3
112	на этом	1	3
113	не с	1	3
114	еще раз	1	3
115	не столько	1	3
116	в ней	5	3
117	а также	4	3
118	к нему	1	3
119	между тем	1	3
120	что и	4	3
121	в свете	1	3
122	быть и	1	3
123	всех его	2	3
124	или даже	1	3
125	у него	7	3
126	отметить что	2	3
127	в особенности	1	3
128	связан с	6	3
129	и создает	1	3
130	в свою	1	3
131	может иметь	2	3
132	в некоторых	2	3
133	связано с	4	3
134	и там	6	3
135	и от	3	3
136	но это	4	3
137	и часто	1	3
138	что в	12	3
139	из себя	1	3
140	сказать что	3	3
141	героя в	2	3
142	социальную значимость	1	3
143	во всяком	2	3
144	одним из	1	2
145	также и	1	2
146	оно было	1	2
147	мы уже	6	2
148	мы не	6	2
149	именно к	1	2
150	но она	1	2
151	с ее	1	2
152	всех сторон	1	2
153	на них	1	2
154	но как	4	2
155	не все	1	2
156	и свои	2	2
157	с этим	2	2
158	кроме того	3	2
159	хотя и	1	2
160	как уже	1	2
161	более или	1	2
162	в себе	3	2
163	единству и	1	2
164	как он	6	2
165	на его	4	2
166	т д	8	2
167	он не	2	2
168	в виде	6	2
169	борьбу с	1	2
170	и более	1	2
171	из него	2	2
172	людей и	2	2
173	оставляет в	1	2
174	в свой	1	2
175	далеко не	3	2
176	независимо от	3	2
177	мы видели	11	2
178	чем в	1	2
179	создания образа	1	2
180	или менее	1	2
181	и другие	3	2
182	несколько слов	1	2
183	и при	1	2
184	которые в	2	2
185	но он	2	2
186	однако в	2	2
187	даже в	2	2
188	на котором	3	2
189	того как	3	2
190	нашего сознания	1	2
191	герой только	1	2
192	того чтобы	1	2
193	в одном	3	2
194	к ней	1	2
195	в области	1	2
196	и оно	1	2
197	отличается от	2	2
198	должен быть	1	2
199	оно может	2	2
200	на нем	1	2
201	так в	6	2
202	мы наблюдаем	1	2
