N	4gram	Propp_Isto_4	Myshleni
1	одно и то же	1	6
2	так же как и	4	4
3	одни и те же	1	3
4	но вместе с тем	1	2
5	с нашей точки зрения	1	2
6	в том отношении что	1	1
7	внимание на то что	1	1
8	точно так же как	1	1
9	как мы видели выше	2	1
10	когда он говорит что	1	1
11	не что иное как	3	1
12	в то время как	1	1
13	которые не могут быть	1	1
14	указывают на то что	1	1
15	как это мы видим	1	1
16	то здесь мы имеем	1	1
17	это приводит нас к	3	1
18	смысле этого слова а	1	1
19	что они представляют собой	1	1
