N	2gram	Vygotskiy__5	Problema
1	то есть	13	46
2	в его	4	43
3	и не	6	42
4	и в	30	38
5	эстетический объект	3	37
6	не может	9	27
7	может быть	11	26
8	как бы	19	22
9	по отношению	2	21
10	в художественном	1	20
11	отношению к	1	19
12	и с	2	17
13	к содержанию	1	17
14	и его	6	16
15	в этом	14	15
16	в нем	7	15
17	и т	7	14
18	только в	5	13
19	т п	3	13
20	прежде всего	4	13
21	но не	7	12
22	в эстетический	1	12
23	в искусстве	6	12
24	художественного произведения	3	11
25	во всех	2	11
26	в области	1	11
27	ни в	3	11
28	и для	6	11
29	отношение к	1	10
30	таким образом	20	10
31	в их	3	10
32	к нему	1	10
33	не только	16	9
34	в поэзии	1	9
35	не имеет	1	9
36	художественной формы	3	9
37	имеет дело	4	9
38	но и	6	9
39	и как	7	8
40	было бы	5	8
41	точки зрения	7	8
42	в том	27	8
43	и др	1	8
44	художественное произведение	5	8
45	то что	37	8
46	еще не	5	7
47	в самом	14	7
48	как и	6	7
49	не в	8	7
50	как мы	5	7
51	с другой	9	7
52	между тем	1	7
53	слова в	1	7
54	с помощью	2	7
55	совершенно не	6	7
56	в своей	4	7
57	что в	24	7
58	отношения к	2	6
59	самом деле	8	6
60	там где	4	6
61	и наконец	3	6
62	не к	1	6
63	с точки	2	6
64	не есть	4	6
65	и этим	1	6
66	ничего не	2	6
67	дело с	5	6
68	содержания и	4	6
69	мы можем	7	6
70	произведение в	1	6
71	все же	7	6
72	вне искусства	1	6
73	а в	4	6
74	художественном произведении	2	5
75	форму как	1	5
76	тем как	1	5
77	отличие от	2	5
78	в своем	6	5
79	все эти	2	5
80	при этом	8	5
81	то же	7	5
82	в музыке	1	5
83	это не	3	5
84	в них	4	5
85	рядом с	5	5
86	далеко не	1	5
87	в отличие	2	5
88	так и	3	5
89	форму в	1	5
90	на содержание	2	5
91	в основе	7	5
92	и о	3	5
93	никогда не	9	5
94	конечно не	1	5
95	дело и	3	5
96	а не	8	5
97	могут быть	8	5
98	должно быть	2	5
99	эстетическим объектом	1	5
100	формы и	3	5
101	все они	1	5
102	имеет место	3	5
103	на самом	2	4
104	должна быть	2	4
105	конечно и	1	4
106	в виду	4	4
107	в ней	4	4
108	как вещь	2	4
109	объект не	1	4
110	конечном счете	1	4
111	относится к	1	4
112	как в	3	4
113	но в	5	4
114	в нашем	2	4
115	в себе	5	4
116	в данном	3	4
117	не менее	1	4
118	но они	1	4
119	в то	2	4
120	известной степени	1	4
121	должны быть	1	4
122	здесь не	1	4
123	в ее	3	4
124	данном случае	3	4
125	в произведении	1	4
126	можно было	3	4
127	не с	2	4
128	о том	10	4
129	в конечном	1	4
130	которых мы	4	4
131	от всех	1	4
132	с ними	1	4
133	всех его	1	4
