N	2gram	Bakhtin_sl_2	Istorich
1	и в	39	24
2	не только	24	21
3	что он	2	21
4	и т	35	17
5	т д	2	16
6	этих случаях	2	16
7	может быть	37	14
8	не может	20	14
9	что в	3	13
10	в этих	7	13
11	как в	13	12
12	в этом	16	12
13	и здесь	2	12
14	но и	21	11
15	это не	5	10
16	том что	5	10
17	и что	1	10
18	у него	3	10
19	а в	4	10
20	все же	6	9
21	с другой	5	9
22	не в	9	9
23	о том	2	9
24	и другие	2	9
25	то же	4	8
26	еще не	7	8
27	что и	3	8
28	так как	4	8
29	другой стороны	1	8
30	а не	14	8
31	все это	16	8
32	или в	2	8
33	во всех	12	7
34	то что	2	7
35	таким образом	8	7
36	мы видели	2	7
37	одна из	4	7
38	с собой	1	7
39	к нему	3	7
40	один из	5	7
41	в том	5	7
42	вместе с	2	7
43	но не	6	6
44	как он	2	6
45	в нем	19	6
46	он не	2	6
47	всех этих	4	6
48	об этом	1	6
49	как и	6	6
50	для нас	5	6
51	и все	5	6
52	а именно	2	6
53	того что	1	6
54	только в	5	6
55	тем что	1	6
56	мы увидим	2	6
57	в чем	3	5
58	с одной	5	5
59	отношение к	4	5
60	но в	6	5
61	что она	1	5
62	не менее	4	5
63	с ним	7	5
64	дело не	1	5
65	ничего не	1	5
66	так и	15	5
67	одной стороны	5	5
68	там где	6	5
69	героя и	5	5
70	он может	1	4
71	мы уже	2	4
72	мы не	2	4
73	как бы	7	4
74	при этом	7	4
75	мы можем	1	4
76	но все	5	4
77	не всегда	2	4
78	на первый	1	4
79	точки зрения	8	4
80	в их	2	4
81	тем не	1	4
82	никогда не	7	4
83	со своим	9	4
84	в других	1	4
85	и говорит	1	4
86	так в	2	4
87	представления о	1	4
88	вовсе не	10	4
89	в данном	2	4
90	и не	22	4
91	одной из	1	4
92	например в	5	3
93	в различных	2	3
94	с его	7	3
95	кроме того	2	3
96	к себе	1	3
97	хотя и	2	3
98	и наконец	5	3
99	в дальнейшем	2	3
100	на то	1	3
101	если он	1	3
102	и по	1	3
103	а его	1	3
104	его в	4	3
105	в них	6	3
106	и становится	1	3
107	она в	1	3
108	должны были	1	3
109	где герой	1	3
110	в конце	1	3
111	и герой	1	3
112	как мы	7	3
113	тогда когда	2	3
114	того как	2	3
115	они же	1	3
116	не все	2	3
117	и его	33	3
118	связи с	3	3
119	и этим	1	3
120	не столько	3	3
121	здесь нет	1	3
122	него и	1	3
123	и она	1	3
124	в качестве	1	3
125	чаще всего	1	3
126	уже в	2	3
127	и даже	7	3
