N	2gram	Potebnia_M_2	Formalny
1	и не	19	30
2	вовсе не	9	28
3	и в	24	27
4	может быть	23	25
5	не может	12	24
6	так и	5	21
7	и его	2	19
8	в этом	8	18
9	таким образом	11	18
10	а не	18	17
11	самом деле	2	16
12	то же	12	15
13	в нем	9	15
14	в процессе	1	15
15	между ними	2	15
16	на самом	2	14
17	как и	7	14
18	с точки	1	14
19	не в	13	12
20	если бы	11	12
21	и т	6	11
22	в самом	4	11
23	в жизни	2	11
24	и от	3	11
25	не могут	7	10
26	место в	4	10
27	но и	9	10
28	в действительности	2	9
29	не только	15	9
30	лишь в	1	9
31	так как	10	9
32	так же	2	9
33	как бы	9	8
34	при этом	13	8
35	входит в	1	8
36	ни в	1	8
37	как мы	1	8
38	только в	11	8
39	то что	20	8
40	и все	3	8
41	что в	16	8
42	тем же	3	7
43	с тем	4	7
44	не менее	5	7
45	же время	2	7
46	потому что	49	7
47	его в	3	7
48	между тем	6	7
49	в его	2	7
50	в том	18	7
51	если мы	3	7
52	там где	4	7
53	все это	2	7
54	в то	6	7
55	еще не	4	6
56	и понимания	1	6
57	но в	4	6
58	все эти	2	6
59	т д	3	6
60	всяком случае	7	6
61	было бы	13	6
62	что он	4	6
63	с другой	6	6
64	вместе с	11	6
65	все же	5	6
66	и для	3	6
67	бы в	2	6
68	хотя бы	2	6
69	в своих	1	6
70	во всяком	7	6
71	совсем не	2	5
72	но не	12	5
73	в истории	1	5
74	в одной	1	5
75	независимо от	9	5
76	что именно	1	5
77	в единстве	1	5
78	так сказать	4	5
79	в каждом	2	5
80	ни было	3	5
81	того чтобы	2	5
82	поэтическое произведение	1	5
83	в ней	3	5
84	что они	5	5
85	никогда не	4	5
86	и понимание	1	5
87	связи с	6	5
88	большинстве случаев	1	5
89	и их	5	5
90	т п	3	5
91	друг друга	2	5
92	тем что	7	5
93	именно так	1	5
94	и потому	2	5
95	тому как	4	5
96	что же	1	5
97	другой стороны	2	5
98	не есть	6	4
99	мы не	11	4
100	бы то	1	4
101	как в	10	4
102	и как	6	4
103	в целом	3	4
104	на ее	1	4
105	бы ни	5	4
106	подобно тому	4	4
107	то ни	1	4
108	в ее	1	4
109	в слове	13	4
110	мы знаем	2	4
111	том что	8	4
112	по себе	15	4
113	тогда когда	10	4
114	мы можем	12	4
115	могут быть	8	4
116	к тому	1	4
117	о том	5	4
118	связь между	2	4
119	слов и	1	4
120	же и	1	4
121	конечно не	1	4
122	уже в	5	4
123	в большинстве	1	4
124	только на	1	4
125	для того	5	4
126	со стороны	3	4
127	прежде всего	7	4
128	в связи	2	4
129	мы видели	1	4
130	как это	2	4
131	слова и	3	4
132	между собой	1	4
133	от всех	1	4
134	жизни и	1	4
135	они не	4	4
136	формы и	1	3
137	одним из	1	3
138	того же	14	3
139	должна быть	1	3
140	мы уже	1	3
141	той же	3	3
142	мы и	1	3
143	и на	8	3
144	в которых	1	3
145	столь же	5	3
146	во всех	7	3
147	то мы	2	3
148	а и	5	3
149	самое понятие	1	3
150	бы и	1	3
151	что это	3	3
152	в себе	10	3
153	не следует	1	3
154	и с	1	3
155	те же	3	3
156	это не	3	3
157	и тем	3	3
158	ее в	1	3
159	раз и	1	3
160	в этих	3	3
161	никаких оснований	1	3
162	и более	1	3
163	по отношению	2	3
164	тому что	2	3
165	между людьми	1	3
166	для нас	31	3
167	оно не	3	3
168	только то	1	3
169	никак не	1	3
170	и что	4	3
171	можно сказать	1	3
172	их в	2	3
173	в них	5	3
174	и следовательно	2	3
175	дело с	1	3
176	в какой	2	3
177	уже не	4	3
178	его и	1	3
179	слово как	2	3
180	не о	1	3
181	души и	4	3
182	у нас	2	3
183	не на	2	3
184	может стать	2	3
185	внутренней формы	2	3
186	она есть	2	3
187	в той	1	3
188	того что	7	3
189	в условиях	1	3
190	мы мыслим	1	3
191	может и	1	3
192	сказать что	2	3
193	имеет место	2	3
194	ту же	1	2
195	отношения к	2	2
196	чтобы не	1	2
197	человека и	3	2
198	в такой	1	2
199	он может	1	2
200	его со	1	2
201	нам кажется	4	2
202	к другому	4	2
203	отношения между	2	2
204	в котором	4	2
205	с таким	3	2
206	обойтись без	1	2
207	что уже	1	2
208	из своих	1	2
209	же что	3	2
210	всех сторон	1	2
211	и сами	4	2
212	с его	2	2
213	видели что	1	2
214	в сторону	1	2
215	в общем	2	2
216	очевидно что	3	2
217	отличие от	1	2
218	за пределы	2	2
219	стороны и	1	2
220	от этого	1	2
221	то в	1	2
222	бы не	5	2
223	из этих	4	2
224	только один	4	2
225	как он	4	2
226	что она	3	2
227	главным образом	4	2
228	перестает быть	2	2
229	всех этих	2	2
230	не как	3	2
231	внутренней речи	1	2
232	из виду	1	2
233	на земле	1	2
234	какой бы	1	2
235	одной и	2	2
236	его от	1	2
237	что ни	2	2
238	возможно только	1	2
239	на этом	2	2
240	форма в	1	2
241	человека в	3	2
242	от одного	3	2
243	этом смысле	2	2
244	даже что	1	2
245	кажется что	3	2
246	от действия	2	2
247	из нее	1	2
248	слагаются в	2	2
249	для чего	1	2
250	ни с	2	2
251	такой же	4	2
252	и тогда	3	2
253	в эту	3	2
254	том как	3	2
255	или точнее	1	2
256	таким же	1	2
257	как совокупность	2	2
258	то его	1	2
259	не от	5	2
260	в отличие	1	2
261	знаем что	1	2
262	но эта	1	2
263	друг другу	1	2
264	как язык	1	2
265	сам он	1	2
266	виду что	1	2
267	дело в	1	2
268	одна из	4	2
269	и притом	3	2
270	в единство	1	2
271	в нас	3	2
272	не могло	1	2
273	только не	1	2
274	вытекает из	2	2
275	слова как	1	2
276	находятся в	1	2
277	ровно ничего	1	2
278	тем не	6	2
279	в каком	3	2
280	отличается от	1	2
281	и это	2	2
282	как не	3	2
283	но при	1	2
284	здесь не	1	2
285	так в	4	2
286	если они	1	2
287	это только	1	2
288	поэтому в	1	2
289	ничего не	1	2
290	на все	3	2
291	в самой	3	2
292	что каждый	1	2
293	и во	3	2
294	переходит в	1	2
295	мы ни	1	2
296	в языке	3	2
297	что и	11	2
298	и только	6	2
299	может иметь	1	2
300	предмета и	4	2
301	в формах	2	2
302	но так	1	2
303	и действительно	1	2
304	должен быть	1	2
305	в самое	1	2
306	именно на	1	2
307	не можем	6	2
308	языка как	1	2
309	из них	5	2
310	превращаются в	1	2
311	совсем другое	1	2
