N	3gram	Propp_Russ_2	Myslijsy
1	в том что	18	13
2	не может быть	3	9
3	тем не менее	2	6
4	и в этом	1	6
5	с другой стороны	1	5
6	потому что в	1	4
7	но и в	1	4
8	в свою очередь	1	4
9	по его мнению	1	4
10	только тогда когда	3	4
11	и т д	5	4
12	а между тем	1	3
13	подобно тому как	3	3
14	потому что на	1	3
15	а так как	1	3
16	с одной стороны	2	3
17	и в том	1	3
18	что иное как	2	2
19	дело в том	1	2
20	так как в	1	2
21	в таком виде	2	2
22	так что в	1	2
23	мы не имеем	1	2
24	в применении к	1	2
25	для того чтобы	6	2
26	все то что	1	2
27	не что иное	2	2
28	как и в	1	2
29	в природе растение	1	1
30	со старой теорией	1	1
31	может быть назван	1	1
32	один из основных	1	1
33	на нее как	1	1
34	но так как	1	1
35	только там где	1	1
36	во многих случаях	2	1
37	того или другого	1	1
38	так как оно	1	1
39	мы не можем	2	1
40	это не объясняет	1	1
41	и то и	1	1
42	в этом отношении	1	1
43	то что в	1	1
44	из того что	1	1
45	с тем и	1	1
46	но это не	1	1
47	можно было бы	1	1
48	может быть только	2	1
49	всяком случае не	1	1
50	более или менее	1	1
51	там где есть	1	1
52	так же как	4	1
53	может быть не	1	1
54	выше мы видели	1	1
55	решить вопрос о	2	1
56	смысле этого слова	1	1
57	во всяком случае	1	1
58	утверждает что у	1	1
59	следует представлять себе	1	1
60	мы видели что	4	1
61	между тем как	1	1
62	и в таком	1	1
63	и таким образом	1	1
64	в этой теории	1	1
65	на некоторое время	1	1
66	в то время	2	1
67	имея в виду	1	1
68	после того как	2	1
69	на этом основании	1	1
70	о том что	4	1
71	тем и другим	1	1
72	и все это	1	1
73	вопрос о том	1	1
74	может быть признана	1	1
75	из этого круга	1	1
76	а не на	1	1
77	на то что	1	1
78	том что этим	1	1
79	таким образом в	1	1
80	нужно было бы	1	1
81	для нас не	1	1
82	как мы видели	1	1
