N	4gram	Tiupa_Narr_2	Analitik
1	в то же время	3	6
2	и не может быть	1	4
3	не что иное как	1	4
4	мы имеем дело с	2	3
5	состоит в том что	4	3
6	в той или иной	1	3
7	есть не что иное	1	3
8	той мере в какой	2	2
9	в том или ином	1	2
10	и того и другого	1	2
11	одного и того же	1	2
12	в той мере в	2	2
13	специфически человеческий способ существования	1	1
14	рождается в точке соприкосновения	1	1
15	геннепа и в тэрнера	1	1
16	событие включая в него	1	1
17	как коммуникативное событие включая	1	1
18	в точке соприкосновения разных	1	1
19	выражение и продукт социального	1	1
20	того или иного рода	1	1
21	социальные характеристики другие аспекты	1	1
22	сами участвуем как слушатели-читатели	1	1
23	каком она выявляется благодаря	1	1
24	самого рассказывания в этом	1	1
25	в каком она выявляется	1	1
26	не упускать из виду	1	1
27	слушающих их личностные и	1	1
28	аспекты социальной ситуации в	1	1
29	и дело не только	1	1
30	последний как коммуникативное событие	1	1
31	в частности значения общедоступные	1	1
32	социальной ситуации в частности	1	1
33	слово есть выражение и	1	1
34	благодаря нашему способу постановки	1	1
35	о чем говорят героя	1	1
36	говорящего и слушающих их	1	1
37	значения общедоступные для участников	1	1
38	во встрече с другим	1	1
39	дейк четко разграничивая употребление	1	1
40	ком или о чем	1	1
41	и сами участвуем как	1	1
42	и социальные характеристики другие	1	1
43	мы и сами участвуем	1	1
44	в этнографии терминологией а	1	1
45	невместима в пределы одного	1	1
46	в этом последнем мы	1	1
47	последнем мы и сами	1	1
48	дело не только в	1	1
49	с той или иной	1	1
50	не следует смешивать с	1	1
51	мысль о том что	2	1
52	есть выражение и продукт	1	1
53	и слушающих их личностные	1	1
54	представляет собой один из	1	1
55	трактует последний как коммуникативное	1	1
56	виде в каком она	1	1
57	коммуникативное событие включая в	1	1
58	личностные и социальные характеристики	1	1
59	слушающего читателя и того	1	1
60	в пределы одного сознания	1	1
61	говорящего автора слушающего читателя	1	1
62	него говорящего и слушающих	1	1
63	она выявляется благодаря нашему	1	1
64	рассказывания в этом последнем	1	1
65	той или иной мерой	1	1
66	знание языка знание мира	1	1
67	и рождается в точке	1	1
68	особенно в новейшее время	1	1
69	выявляется благодаря нашему способу	1	1
70	для участников коммуникации знание	1	1
71	нашему способу постановки вопросов	1	1
72	принципиально невместима в пределы	1	1
73	и продукт социального взаимодействия	1	1
74	с этой точки зрения	1	1
75	этом последнем мы и	1	1
76	автора слушающего читателя и	1	1
77	социального взаимодействия трех говорящего	1	1
78	ван геннепа и в	1	1
79	как по анфиладе комнат	1	1
80	общедоступные для участников коммуникации	1	1
81	их личностные и социальные	1	1
82	частности значения общедоступные для	1	1
83	разграничивая употребление языка и	1	1
84	того о ком или	1	1
85	о ком или о	1	1
86	о том что искусство	1	1
87	характеристики другие аспекты социальной	1	1
88	или о чем говорят	1	1
89	употребление языка и дискурс	1	1
90	включая в него говорящего	1	1
91	выступает в том виде	1	1
92	присутствия я в мире	1	1
93	пребывания в стране мертвых	1	1
94	четко разграничивая употребление языка	1	1
95	другие аспекты социальной ситуации	1	1
96	умирающего и воскресающего бога	1	1
97	может быть сведена к	1	1
98	терминологией а ван геннепа	1	1
99	взаимодействия трех говорящего автора	1	1
100	трех говорящего автора слушающего	1	1
101	развивал мысль о том	1	1
102	точке соприкосновения разных сознаний	1	1
103	в него говорящего и	1	1
104	ван дейк четко разграничивая	1	1
105	в том виде в	1	1
106	а ван геннепа и	1	1
107	том виде в каком	1	1
108	этнографии терминологией а ван	1	1
109	коммуникации знание языка знание	1	1
110	и того о ком	1	1
111	читателя и того о	1	1
112	ситуации в частности значения	1	1
113	продукт социального взаимодействия трех	1	1
114	участников коммуникации знание языка	1	1
