N	3gram	Bakhtin_Fr_7	EvropaiC
1	в том что	3	16
2	по отношению к	2	10
3	с точки зрения	3	8
4	на самом деле	1	7
5	более или менее	2	7
6	друг от друга	1	6
7	к тому же	1	4
8	о том что	1	4
9	в конце концов	4	4
10	в том же	1	3
11	не подлежит сомнению	1	3
12	в данном случае	1	3
13	в связи с	1	3
14	таким образом в	1	3
15	и может быть	1	2
16	не в состоянии	1	2
17	таким образом здесь	1	2
18	в том и	1	2
19	о которой мы	1	2
20	как и все	1	2
21	о том чтобы	1	2
22	в таком же	1	2
23	то же время	9	2
24	именно потому что	1	2
25	во всяком случае	1	2
26	как и в	2	2
27	в свою очередь	3	2
28	ничего общего с	1	2
29	в то же	9	2
30	и в том	1	2
31	а следовательно и	2	1
32	уже знаем что	1	1
33	мы уже говорили	3	1
34	образом и в	1	1
35	дело в том	2	1
36	конце концов в	1	1
37	и для самого	1	1
38	мы уже сказали	1	1
39	так что в	1	1
40	то же самое	1	1
41	как в его	1	1
42	никто не может	2	1
43	из них в	1	1
44	является одним из	1	1
45	у него в	1	1
46	принуждены будем признать	1	1
47	таким образом все	1	1
48	мы находим в	1	1
49	том числе и	2	1
50	за то что	3	1
51	том или ином	1	1
52	правильнее было бы	1	1
53	от всех тех	1	1
54	будем признать что	1	1
55	как нечто само	1	1
56	уже говорили что	1	1
57	во-первых потому что	1	1
58	все эти вещи	1	1
59	так и к	1	1
60	то обстоятельство что	1	1
61	в том или	1	1
62	с такою же	1	1
63	свидетельствует о том	1	1
64	мы не знаем	1	1
65	таким образом и	2	1
66	том же духе	1	1
67	его к жизни	1	1
68	но по существу	2	1
69	до некоторой степени	1	1
70	и со своим	1	1
71	дело однако не	1	1
72	том что они	1	1
73	одним из самых	1	1
74	и ничем не	1	1
75	что у него	2	1
76	о котором мы	1	1
77	том и в	1	1
78	есть в этом	1	1
79	все то что	3	1
80	не трудно видеть	1	1
81	и по своему	1	1
82	не есть нечто	1	1
83	таким образом мы	1	1
84	то есть в	4	1
85	на одном уровне	2	1
86	в течение его	1	1
87	и все это	1	1
88	к которой он	1	1
89	с самого начала	1	1
90	и все они	2	1
91	в зрелом возрасте	1	1
92	уже сказали что	1	1
93	тем более что	1	1
94	того же процесса	1	1
95	на земле в	1	1
96	в другом случае	1	1
97	в том числе	4	1
98	мы видим что	1	1
99	как мы видели	4	1
100	мы уже знаем	1	1
101	и это не	1	1
102	во всех странах	1	1
103	и в другом	1	1
