N	2gram	Trubetskoy_1	Dialekti
1	не есть	3	54
2	и не	19	27
3	а не	2	26
4	точки зрения	11	25
5	и т	3	24
6	и в	14	24
7	не только	9	23
8	что такое	2	21
9	по себе	2	20
10	не может	22	19
11	не просто	2	18
12	и есть	2	16
13	это –	1	16
14	и что	2	15
15	что все	3	14
16	с точки	9	14
17	то что	13	14
18	в таком	2	14
19	таким образом	11	13
20	что он	6	13
21	вовсе не	1	13
22	может быть	9	13
23	и даже	2	13
24	что это	3	12
25	есть только	1	12
26	того что	3	12
27	есть и	2	12
28	но тогда	1	11
29	не менее	1	11
30	что же	4	11
31	в сущности	1	10
32	отнюдь не	7	10
33	тем не	1	10
34	только не	1	10
35	есть не	1	9
36	ни того	1	9
37	то это	3	9
38	ни в	2	9
39	стало быть	1	9
40	но и	10	9
41	в этом	17	8
42	и как	3	8
43	это есть	2	8
44	отличается от	2	8
45	так что	2	8
46	в виде	3	8
47	прежде всего	8	8
48	том что	9	8
49	если же	2	8
50	это и	1	7
51	– не	2	7
52	в самом	3	7
53	как и	4	7
54	никогда не	5	7
55	потому что	5	7
56	что оно	3	7
57	ясно что	2	7
58	только на	2	7
59	даже и	2	7
60	ничем не	1	7
61	что в	4	7
62	самом деле	7	6
63	должна быть	2	6
64	иное как	1	6
65	то же	11	6
66	об этом	1	6
67	и с	7	6
68	возможно только	1	6
69	превращается в	1	6
70	если бы	6	6
71	что и	3	6
72	и только	5	6
73	о том	7	6
74	так как	4	6
75	даже не	2	6
76	не на	1	6
77	и все	1	6
78	все это	6	6
79	но если	3	6
80	есть то	1	6
81	вопрос о	5	5
82	что его	1	5
83	точка зрения	1	5
84	и к	6	5
85	сущности и	1	5
86	он не	5	5
87	по крайней	1	5
88	так и	1	5
89	было бы	5	5
90	мы не	1	5
91	и тогда	2	5
92	в том	17	5
93	можно ли	3	5
94	в то	10	5
95	тогда когда	4	5
96	и сама	1	5
97	только в	5	5
98	уже не	2	5
99	от всякого	1	5
100	крайней мере	1	5
101	как же	1	5
102	что не	1	5
103	что для	3	5
104	как это	1	5
105	с этой	1	5
106	но это	2	5
107	всякого другого	1	5
108	или не	1	5
109	личности и	1	5
110	жизни и	4	5
111	как на	8	5
112	и то	4	4
113	и ничего	1	4
114	говорить о	3	4
115	нет и	1	4
116	сама по	2	4
117	во что	3	4
118	в истории	1	4
119	конечно не	5	4
120	и никакого	1	4
121	это не	1	4
122	на первый	1	4
123	тому что	2	4
124	но только	1	4
125	если только	2	4
126	от того	4	4
127	не могут	4	4
128	и это	1	4
129	к тому	7	4
130	с другой	1	4
131	веры и	1	4
132	для него	6	4
133	это будет	1	4
134	или иной	5	4
135	так же	2	4
136	ни от	2	4
137	говорить что	1	4
138	хотя бы	5	4
139	себя как	2	3
140	была бы	1	3
141	мы уже	2	3
142	но даже	2	3
143	и на	5	3
144	при условии	3	3
145	в одной	1	3
146	с этим	2	3
147	в своем	6	3
148	только тогда	1	3
149	все же	4	3
150	перед нами	1	3
151	все эти	2	3
152	тем более	1	3
153	на то	5	3
154	в нем	5	3
155	он должен	5	3
156	в силу	2	3
157	не будет	7	3
158	того или	2	3
159	он есть	1	3
160	должно быть	3	3
161	и без	1	3
162	не в	4	3
163	из которых	5	3
164	тем самым	2	3
165	она не	2	3
166	одна из	3	3
167	в основе	1	3
168	но она	2	3
169	на себя	2	3
170	же время	10	3
171	во всем	4	3
172	должны быть	1	3
173	мы ведь	1	3
174	и о	2	3
175	из двух	1	3
176	быть может	1	3
177	вот это	1	3
178	движения и	1	3
179	к нему	2	3
180	быть и	2	3
181	это же	1	3
182	то и	1	3
183	из них	3	3
184	мы знаем	1	3
185	друг друга	3	3
186	случае не	1	3
187	тем что	3	3
188	для того	6	3
189	и прежде	1	3
190	есть подлинная	1	3
191	не было	3	3
192	может ли	1	3
193	ни на	1	3
194	а если	1	3
195	он будет	4	3
196	как бы	4	3
197	если не	2	3
198	и от	2	3
199	и ни	3	3
200	ни к	7	3
201	понимать как	1	3
202	все что	4	3
203	также и	1	2
204	же как	1	2
205	в частности	2	2
206	исходит из	1	2
207	в зависимости	1	2
208	так чтобы	3	2
209	оно есть	1	2
210	в разные	1	2
211	в ней	2	2
212	и говорить	1	2
213	еще не	3	2
214	на них	1	2
215	всего этого	1	2
216	бы то	4	2
217	но не	4	2
218	силу этого	1	2
219	целый ряд	2	2
220	но в	2	2
221	то в	3	2
222	у тех	1	2
223	ни один	1	2
224	из этих	3	2
225	в себе	9	2
226	тому же	1	2
227	в жертву	1	2
228	но на	1	2
229	и если	7	2
230	вообще не	1	2
231	при этом	5	2
232	раз навсегда	2	2
233	сами эти	2	2
234	и вот	2	2
235	что у	1	2
236	и по	3	2
237	людей и	2	2
238	говорить не	1	2
239	но совершенно	2	2
240	есть ничто	1	2
241	быть настоящим	1	2
242	обе стороны	1	2
243	чаще всего	1	2
244	из нее	1	2
245	она и	1	2
246	все равно	1	2
247	на основании	2	2
248	этого не	2	2
249	несмотря на	3	2
250	от своего	1	2
251	всяком случае	6	2
252	в их	4	2
253	и эти	1	2
254	их в	2	2
255	же мы	1	2
256	иметь в	1	2
257	следовательно и	2	2
258	того и	1	2
259	и является	2	2
260	как не	1	2
261	же он	1	2
262	могут быть	1	2
263	той или	3	2
264	для себя	2	2
265	как мы	1	2
266	и когда	1	2
267	для этого	3	2
268	никак не	1	2
269	и во	3	2
270	в его	4	2
271	природы и	1	2
272	к признанию	1	2
273	даже если	2	2
274	их не	2	2
275	и тем	2	2
276	тот или	1	2
277	если будет	1	2
278	себя в	4	2
279	же и	1	2
280	не можем	2	2
281	и у	1	2
282	своим собственным	1	2
283	хочет быть	1	2
284	чтобы она	2	2
285	не о	2	2
286	бытия и	1	2
287	у него	2	2
288	где есть	1	2
289	перехода в	1	2
290	нет если	1	2
291	со стороны	4	2
292	тогда это	1	2
293	исходят из	1	2
294	говорить и	1	2
295	именно в	3	2
296	еще и	1	2
297	души и	1	2
298	себя и	5	2
299	только к	3	2
300	зависит от	2	2
301	только от	1	2
302	но как	1	2
303	и потому	3	2
304	нет ни	1	2
305	в данном	7	2
306	этом вопросе	1	2
307	по которому	1	2
308	по существу	5	2
309	быть не	1	2
310	но для	2	2
311	тогда все	1	2
312	тех или	1	2
313	и для	6	2
314	до степени	1	2
315	или в	3	2
316	для нас	2	2
317	бы в	1	2
318	зрения в	1	2
319	а в	5	2
320	ибо они	1	2
321	может и	1	2
322	совершенно не	2	2
323	о себе	1	2
324	или иного	2	2
325	бы его	2	2
326	из этого	3	2
327	точно так	2	2
328	к этой	4	2
329	ее в	2	2
330	в своих	6	2
331	они не	1	2
332	во всяком	9	2
333	от этой	2	1
334	ту же	1	1
335	речь идет	2	1
336	говоря о	2	1
337	в применении	1	1
338	отношения к	2	1
339	в сфере	1	1
340	зависимость от	2	1
341	ли оно	1	1
342	этом отношении	1	1
343	на самом	6	1
344	он может	1	1
345	сил и	3	1
346	идет о	1	1
347	основан на	1	1
348	культура не	1	1
349	будет во	1	1
350	можно лишь	1	1
351	он всегда	1	1
352	что эти	1	1
353	она требует	1	1
354	должен как	1	1
355	и этот	3	1
356	существо а	1	1
357	и за	1	1
358	поставить свою	1	1
359	из всего	1	1
360	на место	1	1
361	богом а	1	1
362	только сама	1	1
363	на свою	1	1
364	от церкви	3	1
365	себе что	1	1
366	столько же	1	1
367	которую можно	1	1
368	но этого	1	1
369	или все	1	1
370	во всех	5	1
371	а следовательно	3	1
372	и вопрос	1	1
373	нею в	1	1
374	а только	1	1
375	нельзя понимать	1	1
376	есть по	1	1
377	в общем	1	1
378	тогда как	2	1
379	себе и	4	1
380	и будет	1	1
381	в свои	1	1
382	из таких	1	1
383	зрения которая	1	1
384	стороны и	1	1
385	помнить что	2	1
386	кто не	1	1
387	с понятием	1	1
388	и наконец	2	1
389	более или	4	1
390	силе и	1	1
391	от этого	1	1
392	котором она	1	1
393	с своим	1	1
394	со своей	1	1
395	к чему	2	1
396	в которой	1	1
397	не видят	1	1
398	того ни	1	1
399	во многих	2	1
400	если мы	1	1
401	что ничего	2	1
402	что к	1	1
403	которых ничего	1	1
404	только один	1	1
405	но ведь	1	1
406	если он	1	1
407	то этим	1	1
408	по самому	2	1
409	этих веков	1	1
410	творца и	1	1
411	мы можем	2	1
412	и окончательная	1	1
413	на одну	1	1
414	всех этих	3	1
415	же это	1	1
416	никакому сомнению	1	1
417	не к	2	1
418	на точке	1	1
419	– на	1	1
420	в корне	4	1
421	мало того	1	1
422	языком и	1	1
423	что ни	1	1
424	постольку поскольку	1	1
425	его можно	1	1
426	находит себе	1	1
427	или иных	1	1
428	точнее –	1	1
429	то ни	4	1
430	факт что	2	1
431	в совершенно	4	1
432	в мире	4	1
433	гибели или	1	1
434	его в	4	1
435	чтобы все	1	1
436	на почве	2	1
437	за другой	1	1
438	всю свою	2	1
439	это проявляется	1	1
440	с реальными	1	1
441	быть ибо	1	1
442	нечто вечное	1	1
443	это до	1	1
444	не всегда	1	1
445	которой он	4	1
446	всегда и	1	1
447	жизни но	1	1
448	они в	1	1
449	такой же	1	1
450	нисколько не	2	1
451	или менее	4	1
452	во время	2	1
453	будет в	2	1
454	нас не	1	1
455	в такой	1	1
456	в котором	2	1
457	бы к	1	1
458	что вся	1	1
459	место в	2	1
460	представление о	1	1
461	это именно	1	1
462	и мудрость	1	1
463	оказывается что	1	1
464	по своей	1	1
465	признать что	6	1
466	для всякого	1	1
467	своему существу	1	1
468	точку зрения	4	1
469	друг другу	2	1
470	на другую	1	1
471	и более	2	1
472	не тем	2	1
473	тому чтобы	4	1
474	для нее	2	1
475	случае при	1	1
476	даже в	1	1
477	если и	1	1
478	случае эта	1	1
479	что эта	1	1
480	уверены в	1	1
481	что с	2	1
482	вместе и	1	1
483	и атеисты	1	1
484	полного и	1	1
485	а тогда	1	1
486	на него	1	1
487	ибо каждая	1	1
488	сколько и	1	1
489	когда они	4	1
490	себе самом	1	1
491	может только	3	1
492	мы указали	2	1
493	к спасению	1	1
494	наука и	1	1
495	казалось бы	1	1
496	возможно и	1	1
497	все рассмотренные	1	1
498	больше чем	2	1
499	в самой	1	1
500	природы в	1	1
501	и другого	1	1
502	и часть	1	1
503	связи с	3	1
504	и при	6	1
505	на третью	1	1
506	что на	1	1
507	за ними	1	1
508	ли это	4	1
509	точке зрения	3	1
510	могут не	2	1
511	и проч	1	1
512	можно формулировать	1	1
513	если его	1	1
514	которых он	1	1
515	исходить из	1	1
516	но все	1	1
517	это конечно	1	1
518	как только	1	1
519	же самое	1	1
520	всего в	1	1
521	понять что	2	1
522	должен быть	1	1
523	чудо и	1	1
524	эта последняя	1	1
525	это учение	2	1
526	с ее	1	1
527	если одна	1	1
528	на нем	1	1
529	и физически	1	1
530	без всякого	1	1
531	в ее	1	1
532	данном случае	3	1
533	только при	1	1
534	были бы	2	1
535	совершенно ясно	1	1
536	последнее время	2	1
537	россии в	7	1
538	он с	1	1
539	только то	1	1
540	в себя	1	1
541	существовать и	1	1
542	верит в	1	1
543	целое как	1	1
544	человека можно	1	1
545	мог бы	1	1
546	таковы что	1	1
547	ибо только	1	1
548	личности на	1	1
549	можно но	1	1
550	остается только	1	1
551	не будучи	1	1
552	с ним	2	1
553	прибегнуть к	1	1
554	то есть	1	1
555	с особенной	1	1
556	эта точка	1	1
557	себя не	1	1
558	это потому	2	1
559	можно сказать	1	1
560	там в	1	1
561	в вопросах	3	1
562	но пусть	1	1
563	веры –	1	1
564	на точку	1	1
565	значит иметь	1	1
566	вся эта	2	1
567	а потому	5	1
568	целиком в	1	1
569	он был	1	1
570	представления о	1	1
571	если эта	1	1
572	у всех	1	1
573	свои личные	1	1
574	к ней	1	1
575	в лучшем	3	1
576	в лице	1	1
577	происходит в	1	1
578	наконец и	1	1
579	возможно лишь	4	1
580	образом как	1	1
581	оно и	1	1
582	что только	2	1
583	учений то	1	1
584	и привел	1	1
585	одной из	3	1
586	этот вопрос	2	1
587	церковь как	1	1
588	во-вторых что	1	1
589	в обществе	1	1
590	никак нельзя	1	1
591	логически и	2	1
592	итак все	1	1
593	в качестве	3	1
594	если о	1	1
595	в сторону	1	1
596	вопроса о	1	1
597	чтобы он	1	1
598	на свое	1	1
599	а это	1	1
600	и знать	1	1
601	а то	1	1
602	и обратно	1	1
603	конечно нет	1	1
604	что данный	1	1
605	считают себя	1	1
606	не так	2	1
607	представить себе	2	1
608	в такое	1	1
609	к ним	1	1
610	бы все	1	1
611	то самое	1	1
612	в других	2	1
613	ведь уже	1	1
614	само собой	1	1
615	до самого	1	1
616	от ее	1	1
617	чему не	1	1
618	до сих	5	1
619	этот взгляд	1	1
620	будет ли	2	1
621	от этих	1	1
622	к которому	1	1
623	нами не	1	1
624	– к	1	1
625	на ней	1	1
626	не нужна	2	1
627	в некоторых	2	1
628	церкви и	9	1
629	поскольку она	1	1
630	а наоборот	1	1
631	стать на	1	1
632	а главное	1	1
633	ясное и	1	1
634	ближе к	1	1
635	в связи	1	1
636	воплощение в	1	1
637	связь с	1	1
638	вместе с	4	1
639	тот факт	2	1
640	надо было	1	1
641	по своему	1	1
642	в область	1	1
643	в течение	2	1
644	применении к	1	1
645	ее заключается	1	1
646	самого себя	7	1
647	внутри себя	1	1
648	его собственные	1	1
649	и стать	1	1
650	да и	3	1
651	ни другого	1	1
652	из отдельных	1	1
653	сих пор	5	1
654	лучшем случае	3	1
655	и таким	1	1
656	силу и	1	1
657	ничего кроме	1	1
658	сознании и	1	1
659	человеческого разума	2	1
660	не знаем	1	1
661	решить вопрос	1	1
662	в результате	2	1
663	о котором	3	1
664	которая в	1	1
665	своей собственной	1	1
666	человек и	1	1
667	тот кто	1	1
668	но когда	1	1
669	от него	2	1
670	ибо нет	1	1
671	в этих	2	1
672	они имеют	1	1
673	с таким	1	1
674	на такой	2	1
675	ни было	1	1
676	если все	1	1
677	только она	1	1
678	к ее	1	1
679	же будет	1	1
680	лишь тогда	1	1
681	чудо как	1	1
682	с самим	2	1
