N	4gram	Vygotskiy__4	StatiiOP
1	дело в том что	1	4
2	в то же время	1	4
3	когда речь идет о	1	2
4	и в самом деле	2	2
5	заключается в том что	2	2
6	том и другом случае	1	1
7	я не сомневаюсь что	1	1
8	о том значении которое	1	1
9	ни в каком случае	1	1
10	и я не сомневаюсь	1	1
11	в то время как	2	1
12	именно в том что	1	1
13	как будто к тому	1	1
14	надо сказать что в	1	1
15	будто к тому что	1	1
16	точно так же и	1	1
17	а на самом деле	1	1
18	потому что не может	1	1
19	в том что он	1	1
20	и то обстоятельство что	1	1
21	так же как и	1	1
22	исключительно для того чтобы	1	1
23	мысль о том что	1	1
24	в том и другом	1	1
25	к тому что в	1	1
