N	3gram	Trubetskoy_1	Psycholo
1	в самом деле	5	18
2	на то что	7	12
3	в том что	15	11
4	с точки зрения	8	9
5	то же самое	1	8
6	для того чтобы	7	8
7	мы видим что	1	7
8	все то что	1	6
9	заключается в том	2	6
10	с самого начала	1	6
11	до сих пор	8	5
12	совершенно ясно что	1	5
13	с одной стороны	2	5
14	с другой стороны	4	5
15	о которых мы	3	5
16	и то что	3	3
17	мы уже говорили	1	3
18	о том что	4	3
19	которых мы говорили	3	2
20	на самом деле	7	2
21	только в том	1	2
22	только то что	2	2
23	это имеет место	1	2
24	и все прочие	1	2
25	вместе с тем	2	2
26	одно и то	1	2
27	то время как	1	2
28	в данном случае	3	2
29	может быть не	1	2
30	в один из	1	2
31	смысле этого слова	1	2
32	между тем в	1	2
33	и то же	1	2
34	не в том	1	2
35	во всяком случае	2	2
36	что у него	1	2
37	я не могу	1	2
38	мы видели что	1	2
39	в лучшем случае	1	2
40	образом мы видим	1	2
41	в то время	2	2
42	в свою очередь	2	2
43	к тому что	1	2
44	как мы видели	1	2
45	и в другом	1	2
46	которые вытекают из	2	1
47	так что с	1	1
48	станет для нас	1	1
49	в том виде	2	1
50	но все же	2	1
51	есть не более	1	1
52	что так как	1	1
53	указание на то	1	1
54	того что в	1	1
55	это было бы	1	1
56	более или менее	7	1
57	и может быть	2	1
58	в том и	2	1
59	самом деле если	1	1
60	никак не может	1	1
61	том что оно	1	1
62	все та же	1	1
63	случае мы можем	1	1
64	он не может	2	1
65	вступить в противоречие	1	1
66	и тем больше	1	1
67	они не могут	1	1
68	как и все	2	1
69	в зависимости от	1	1
70	в котором они	1	1
71	между этими двумя	2	1
72	в том случае	4	1
73	именно в тех	1	1
74	таким образом все	1	1
75	все же все	1	1
76	и если бы	1	1
77	на каждом шагу	1	1
78	заключает в себе	2	1
79	можно было бы	1	1
80	правильнее было бы	1	1
81	может быть и	4	1
82	с этой точки	1	1
83	будем признать что	1	1
84	том случае если	4	1
85	уже говорили что	1	1
86	мы уже указали	1	1
87	на основании этих	1	1
88	по одному пути	1	1
89	что все они	1	1
90	в противоречие с	1	1
91	что это есть	1	1
92	мы все же	2	1
93	тот факт что	4	1
94	том что как	1	1
95	состоит в том	1	1
96	а с другой	2	1
97	каждый из них	1	1
98	что в таком	1	1
99	во всех отношениях	1	1
100	в себе больше	1	1
101	мы говорили выше	5	1
102	что с каждым	1	1
103	что все эти	1	1
104	том что они	1	1
105	в целом ряде	3	1
106	а на самом	1	1
107	и той же	1	1
108	что до сих	1	1
109	а между тем	8	1
110	что несмотря на	2	1
111	этой точки зрения	1	1
112	в тех случаях	1	1
113	которая вытекает из	1	1
114	а в том	1	1
115	сих пор не	2	1
116	как все они	1	1
117	в силу общих	1	1
118	по сравнению с	5	1
119	таким образом мы	1	1
120	то для того	1	1
121	все эти слова	1	1
122	и в течение	2	1
123	и что следовательно	1	1
124	хотя бы в	1	1
125	не только не	1	1
126	и что все	1	1
127	мы знаем что	7	1
128	не более как	2	1
129	в течение своей	1	1
130	таким образом и	1	1
131	по этому поводу	1	1
132	одной и той	1	1
133	не может быть	3	1
134	по его мнению	1	1
135	в высшей степени	1	1
136	к тому же	5	1
137	целом ряде случаев	1	1
138	что именно этот	1	1
139	указывают на то	2	1
