N	4gram	Bakhtin_Pr_1	Problema
1	на самом же деле	1	4
2	не что иное как	1	4
3	в то время как	1	4
4	есть не что иное	1	4
5	и тем не менее	1	3
6	бы то ни было	2	3
7	в том смысле что	1	3
8	дело в том что	1	2
9	чего бы то ни	1	2
10	ни в чем не	2	2
11	не чем иным как	1	1
12	таким образом и в	1	1
13	на самом деле и	1	1
14	на первый план в	1	1
15	во что бы то	1	1
16	при созерцании художественного произведения	1	1
17	выходит и за пределы	1	1
18	широком смысле слова и	1	1
19	что бы то ни	1	1
20	бы то ни стало	1	1
