N	2gram	Vygotskiy__4	Otkroven
1	у него	2	22
2	и в	20	19
3	но и	9	13
4	и не	8	13
5	в этом	24	12
6	не в	4	11
7	не только	15	11
8	может быть	12	11
9	а не	7	11
10	человека и	1	10
11	вопрос о	1	10
12	в нем	2	10
13	в самой	1	9
14	прежде всего	2	9
15	никогда не	5	9
16	потому что	12	9
17	и он	2	8
18	в его	11	7
19	он не	1	7
20	нет ничего	1	7
21	но он	1	7
22	как и	9	6
23	все это	1	6
24	до самого	1	5
25	в том	42	5
26	в самом	6	5
27	в этой	3	5
28	для него	2	5
29	а в	2	5
30	то что	15	5
31	все эти	5	4
32	что не	1	4
33	не может	6	4
34	того чтобы	7	4
35	и его	5	4
36	что в	19	4
37	и есть	1	3
38	различие между	3	3
39	о том	5	3
40	еще не	2	3
41	к нему	2	3
42	было бы	8	3
43	того что	10	3
44	когда он	3	3
45	что он	6	3
46	и ее	1	3
47	в себе	10	3
48	не могут	3	3
49	для того	5	3
50	это не	5	3
51	мысли и	2	3
52	могут быть	7	3
53	как бы	7	3
54	с ним	1	3
55	и от	3	3
56	в этих	3	3
57	в своих	1	3
58	и с	4	2
59	и то	10	2
60	так и	5	2
61	его не	1	2
62	настолько же	1	2
63	с чего	1	2
64	по себе	1	2
65	вместо того	1	2
66	и на	6	2
67	совсем не	1	2
68	не все	1	2
69	что и	9	2
70	что они	14	2
71	в истории	10	2
72	в своем	4	2
73	все же	5	2
74	и к	5	2
75	в этот	1	2
76	и потому	1	2
77	должен был	1	2
78	в которой	3	2
79	так что	3	2
80	уже в	6	2
81	одно из	1	2
82	которую он	2	2
83	так как	10	2
84	тем что	7	2
85	в других	1	2
86	даже и	1	2
87	этом он	1	2
88	его в	6	2
89	сказать что	6	2
90	с тем	6	2
91	чем в	3	2
92	личности и	1	2
93	должно быть	3	2
94	подойти к	1	2
95	том что	35	2
96	что есть	1	2
97	на периферии	1	2
98	к этому	4	2
99	то к	1	2
100	не могли	1	2
101	с которой	1	2
102	ничего кроме	2	2
103	не имеет	2	2
104	и для	4	2
105	ничего не	1	2
106	ничто не	1	2
107	не есть	2	2
108	в своей	7	2
109	что все	3	2
110	всего в	1	2
111	хотя и	1	2
112	ее в	1	2
113	но в	3	2
114	смысле слова	1	1
115	и это	2	1
116	не противопоставляет	1	1
117	и самое	1	1
118	также и	2	1
119	например в	1	1
120	и открывает	1	1
121	не делает	1	1
122	и действительно	1	1
123	связана с	2	1
124	в виду	3	1
125	на нем	2	1
126	на самом	1	1
127	характер и	1	1
128	это подтверждается	1	1
129	тем же	4	1
130	между двумя	2	1
131	лучше сказать	1	1
132	уже указывали	1	1
133	не имеют	3	1
134	в силе	1	1
135	должна быть	2	1
136	и больше	1	1
137	видеть в	2	1
138	и когда	3	1
139	можно было	6	1
140	из всех	1	1
141	собой в	1	1
142	есть единственное	1	1
143	мы не	1	1
144	том как	1	1
145	ту же	2	1
146	по сравнению	4	1
147	если бы	5	1
148	что связано	1	1
149	совершенно исключительное	1	1
150	в сущности	4	1
151	находится в	1	1
152	о нем	1	1
