N	2gram	Bakhtin_Pr_2	VerxiiNi
1	и в	43	26
2	таким образом	5	22
3	в этом	13	15
4	вместе с	1	15
5	точки зрения	13	13
6	как бы	22	12
7	в том	6	11
8	из этих	2	10
9	не только	11	10
10	и с	5	10
11	может быть	23	10
12	связи с	1	9
13	так как	4	9
14	но и	14	9
15	что в	4	9
16	но не	5	8
17	в общем	1	8
18	с другой	4	8
19	и не	29	8
20	как на	1	8
21	но в	10	7
22	но все	2	7
23	из них	2	7
24	том что	2	7
25	к нему	5	7
26	с одной	1	7
27	то что	7	7
28	а с	2	7
29	одной стороны	1	7
30	того же	3	6
31	все же	3	6
32	все эти	5	6
33	в себе	5	6
34	всяком случае	1	6
35	с точки	8	6
36	в отношении	3	6
37	к тому	4	6
38	так и	3	6
39	о том	5	6
40	в конце	2	6
41	что и	3	6
42	несмотря на	1	6
43	и потому	1	6
44	все это	5	6
45	во всяком	2	6
46	отношение к	2	5
47	сих пор	7	5
48	и к	3	5
49	тому же	3	5
50	в мире	1	5
51	лишь в	8	5
52	или менее	3	5
53	по крайней	1	5
54	не имеет	1	5
55	того чтобы	1	5
56	никогда не	9	5
57	с другом	4	5
58	в его	10	5
59	крайней мере	1	5
60	до сих	7	5
61	а не	7	5
62	друг с	4	5
63	и для	3	5
64	так же	2	5
65	одной из	1	5
66	более или	3	5
67	том числе	1	5
68	в котором	6	4
69	то же	8	4
70	целый ряд	2	4
71	в самом	7	4
72	учение о	1	4
73	в этой	1	4
74	и по	1	4
75	что все	1	4
76	то есть	4	4
77	с другими	1	4
78	должен был	1	4
79	он не	9	4
80	далеко не	4	4
81	и тогда	1	4
82	в которых	2	4
83	в то	7	4
84	в нем	12	4
85	а в	5	4
86	числе и	1	4
87	и что	5	4
88	и только	3	4
89	только в	4	4
90	на этот	4	4
91	не может	18	4
92	из которых	1	4
93	в смысле	1	4
94	и от	1	4
95	в этих	6	4
96	во время	4	4
97	что он	13	4
98	в виде	3	4
99	же как	1	3
100	если в	1	3
101	к сожалению	1	3
102	в своем	4	3
103	и нет	4	3
104	когда он	3	3
105	и как	2	3
106	что это	2	3
107	так или	1	3
108	друг за	1	3
109	и если	1	3
110	при этом	6	3
111	и при	2	3
112	тем не	2	3
113	если бы	3	3
114	не менее	3	3
115	русский народ	1	3
116	в других	1	3
117	и о	2	3
118	но по	1	3
119	на нее	1	3
120	можно сказать	1	3
121	в значительной	1	3
122	того что	2	3
123	но с	1	3
124	хотя бы	2	3
125	в качестве	1	3
126	так что	5	3
127	из которого	1	3
128	уже не	3	3
129	для него	8	3
130	в одном	12	3
131	и даже	3	3
132	или иначе	1	3
133	в связи	1	3
134	в рамках	1	3
135	каждая из	1	3
136	а так	1	3
137	в результате	4	3
138	конце концов	2	3
139	отношению к	5	3
140	и другие	1	3
141	к этому	1	3
142	в таком	2	3
143	одним из	1	2
144	и это	4	2
145	и больше	1	2
146	такое положение	1	2
147	так чтобы	4	2
148	и заставляет	1	2
149	еще не	9	2
150	и на	10	2
151	бы то	1	2
152	с его	4	2
153	во всех	4	2
154	различия между	1	2
155	друг на	2	2
156	силы и	1	2
157	в новом	1	2
158	оно является	2	2
159	и наконец	6	2
160	на то	5	2
161	не могла	1	2
162	из этой	1	2
163	не к	1	2
164	не как	6	2
165	его можно	1	2
166	связан с	1	2
167	то ни	1	2
168	те же	1	2
169	к другу	2	2
170	с целью	1	2
171	в них	4	2
172	к которым	1	2
173	на друга	2	2
174	не всегда	1	2
175	которые в	1	2
176	не в	11	2
177	иной раз	2	2
178	этими двумя	1	2
179	тогда когда	1	2
180	ее с	1	2
181	героев и	1	2
182	не могло	1	2
183	только не	1	2
184	в самой	4	2
185	же время	5	2
186	и является	2	2
187	и после	1	2
188	самой этой	2	2
189	ему в	1	2
190	и здесь	3	2
191	не могут	4	2
192	и другой	1	2
193	отличается от	2	2
194	той или	3	2
195	ничего общего	1	2
196	но при	3	2
197	и сами	2	2
198	приводит к	6	2
199	в образе	2	2
200	не с	1	2
201	особенно в	2	2
202	связанных с	1	2
203	не исчерпывается	1	2
204	для этого	2	2
205	в виду	3	2
206	между тем	3	2
207	быть даже	1	2
208	наконец в	3	2
209	быть и	2	2
210	по своей	1	2
211	один из	1	2
212	тот же	3	2
213	положение в	2	2
214	и действительно	1	2
215	очень много	1	2
216	между этими	1	2
217	от них	2	2
218	со всеми	3	2
219	конечно не	2	2
220	уже в	2	2
221	в начале	1	2
222	мы можем	2	2
223	из своих	1	2
224	или иной	3	2
225	и из	1	2
226	по своим	3	2
227	к которому	1	2
228	прежде всего	10	2
229	связано с	1	2
230	превращается в	2	2
231	не было	1	2
232	и все	6	2
233	среди них	4	2
234	так называемой	1	2
235	тем с	1	2
236	в одно	3	2
237	и особенно	2	2
238	и мир	1	2
239	по своему	2	2
240	по существу	3	2
241	благодаря этому	1	2
242	же самое	1	2
243	сознании и	2	2
244	от человека	1	2
245	о котором	1	2
246	в другое	1	2
247	совершенно иной	1	2
248	в эту	3	2
249	ни было	2	2
250	в процессе	2	2
251	сказать что	2	2
252	из этого	1	2
253	ли они	1	2
254	жизни и	1	2
255	можно назвать	1	2
256	все что	1	2
257	этой точки	1	2
258	себя как	3	1
259	к их	1	1
260	таком случае	1	1
261	чтобы не	2	1
262	и через	1	1
263	а между	2	1
264	смысле слова	1	1
265	самом деле	5	1
266	он может	1	1
267	или к	1	1
268	это и	1	1
269	но тем	1	1
270	и есть	1	1
271	тем же	2	1
272	в первом	2	1
273	и до	4	1
274	к учению	1	1
275	все те	1	1
276	и могут	1	1
277	мы уже	3	1
278	той же	3	1
279	их и	1	1
280	а как	4	1
281	для достижения	1	1
282	словами в	2	1
283	он знает	1	1
284	это совершенно	1	1
285	мы не	4	1
286	имеется и	2	1
287	именно к	1	1
288	бы и	2	1
289	этом не	1	1
290	он как	1	1
291	учению о	1	1
292	в сущности	9	1
293	время как	2	1
294	сложнее и	1	1
295	мы и	2	1
296	мировоззрения в	1	1
297	кто же	1	1
298	а другие	1	1
299	на них	1	1
300	быть в	2	1
301	правда этот	1	1
302	художественном творчестве	3	1
303	до настоящего	1	1
304	а следовательно	1	1
305	он умеет	1	1
306	друг к	2	1
307	землю и	1	1
308	в сторону	2	1
309	же она	2	1
310	по отношению	5	1
311	уже как	1	1
