N	2gram	Trubetskoy_1	Problema
1	и в	14	30
2	в своей	5	22
3	то есть	1	21
4	не только	9	18
5	то что	13	18
6	в этом	17	17
7	том что	9	17
8	и даже	2	14
9	людей и	2	13
10	таким образом	11	13
11	но и	10	13
12	потому что	5	13
13	также и	1	12
14	о том	7	12
15	в его	4	12
16	в том	17	12
17	и не	19	12
18	так что	2	11
19	в своем	6	11
20	у него	2	11
21	в этой	4	10
22	в виде	3	10
23	для нас	2	10
24	точки зрения	11	10
25	все же	4	9
26	на земле	4	9
27	но в	2	9
28	только в	5	9
29	и все	1	9
30	с точки	9	8
31	никак не	1	8
32	в конце	3	8
33	вовсе не	1	8
34	но не	4	7
35	как и	4	7
36	не в	4	7
37	никогда не	5	7
38	связи с	3	7
39	так и	1	7
40	что он	6	7
41	может быть	9	7
42	в связи	1	7
43	в результате	2	7
44	вместе с	4	7
45	и на	5	6
46	и как	3	6
47	в нем	5	6
48	его в	4	6
49	несмотря на	3	6
50	можно сказать	1	6
51	и что	2	6
52	что и	3	6
53	уже не	2	6
54	так как	4	6
55	с другой	1	6
56	прежде всего	8	6
57	как бы	4	6
58	и для	6	6
59	конце концов	3	6
60	а в	5	6
61	и то	4	5
62	для себя	2	5
63	не просто	2	5
64	в которой	1	5
65	тем не	1	5
66	в силу	2	5
67	и с	7	5
68	с тем	6	5
69	нисколько не	2	5
70	не менее	1	5
71	и о	2	5
72	людей в	1	5
73	что у	1	5
74	и у	1	5
75	и их	1	5
76	мы можем	2	5
77	а не	2	5
78	не может	22	5
79	так же	2	5
80	в самом	3	5
81	что в	4	5
82	того же	1	4
83	отнюдь не	7	4
84	и к	6	4
85	в себе	9	4
86	при этом	5	4
87	но все	1	4
88	об этом	1	4
89	было бы	5	4
90	ни в	2	4
91	не так	2	4
92	по крайней	1	4
93	любви и	1	4
94	в то	10	4
95	тогда когда	4	4
96	но даже	2	4
97	ясно что	2	4
98	крайней мере	1	4
99	оказывается что	1	4
100	или в	3	4
101	в качестве	3	4
102	даже и	2	4
103	еще и	1	4
104	а с	2	4
105	если не	2	4
106	в частности	2	4
107	жизни в	5	4
108	из этого	3	4
109	тем же	1	3
110	от своих	1	3
111	в ней	2	3
112	еще не	3	3
113	он сам	3	3
114	иное как	1	3
115	что его	1	3
116	в ее	1	3
117	только тогда	1	3
118	что они	3	3
119	что касается	1	3
120	от этого	1	3
121	бы не	1	3
122	он не	5	3
123	такого же	1	3
124	в другом	3	3
125	всю свою	2	3
126	не всегда	1	3
127	нас не	1	3
128	и другое	1	3
129	но только	1	3
130	в самой	1	3
131	как будто	2	3
132	в духе	1	3
133	есть только	1	3
134	указывает на	2	3
135	в эпоху	1	3
136	с ним	2	3
137	настоящее время	2	3
138	к нему	2	3
139	и хочет	1	3
140	того что	3	3
141	и тем	2	3
142	в начале	2	3
143	для них	3	3
144	в других	2	3
145	для того	6	3
146	именно в	3	3
147	о котором	3	3
148	в настоящее	2	3
149	точно так	2	3
150	духом любви	1	2
151	он считает	1	2
