1	с точки зрения	6	11
2	той или иной	1	11
3	тем не менее	9	10
4	содержит в себе	4	8
5	в том что	10	8
6	это значит что	6	7
7	то же самое	1	6
8	сам по себе	2	6
9	с другой стороны	2	6
10	здесь перед нами	1	5
11	в данном случае	2	5
12	ни в каком	2	5
13	не только в	1	4
14	но даже и	2	4
15	можно было бы	1	4
16	во всяком случае	3	4
17	те или иные	2	4
18	ни в какой	1	4
19	не только не	1	4
20	в этом смысле	3	3
21	у нас выше	3	3
22	то и другое	1	3
23	в связи с	2	3
24	все подобного рода	1	3
25	отчет в том	1	3
26	а это значит	1	3
27	необходимо сказать что	5	3
28	и ни в	1	3
29	только в том	3	3
30	только и можно	1	3
31	точно так же	4	3
32	и тем не	1	3
33	о том что	8	3
34	вместе с тем	6	3
35	перед нами здесь	1	3
36	той или другой	1	3
37	как будто бы	1	2
38	же самое время	1	2
39	что иное как	1	2
40	в том смысле	1	2
41	только при помощи	1	2
42	мы должны сказать	1	2
43	хотя бы и	3	2
44	вовсе не являются	1	2
45	в сравнении с	2	2
46	является для него	1	2
47	то время как	2	2
48	каком смысле не	1	2
49	даже и не	2	2
50	себе отчет в	2	2
51	не что иное	1	2
52	не имеет ничего	2	2
53	сама по себе	1	2
54	нечто иное чем	1	2
55	в то время	4	2
56	самом же деле	2	2
57	мы не будем	1	2
58	к тому же	5	2
59	вовсе не есть	2	2
60	не выходит за	1	2
61	ничего общего с	2	2
62	все такого рода	1	2
63	ничего общего ни	1	2
64	не говоря уже	1	2
65	потому что он	1	2
66	и больше ничего	1	2
67	более или менее	5	2
68	на самом же	2	2
69	что перед нами	1	2
70	буквальном смысле слова	1	2
71	в то же	3	2
72	в каком смысле	1	2
73	нам представляется что	1	2
74	а то что	1	2
75	в буквальном смысле	1	2
76	общего ни с	1	2
77	а также и	6	2
78	и каждый раз	1	2
79	только в виде	2	2
80	не будем здесь	1	2
81	в себе и	2	2
82	только при условии	1	2
83	заключается в том	1	2
84	но никак не	1	2
85	для того чтобы	1	2
86	имеет ничего общего	2	2
87	не есть ни	1	2
88	но и его	1	1
89	из которых состоит	1	1
90	все во всем	1	1
91	в том числе	1	1
92	указать хотя бы	1	1
93	как и его	1	1
94	это то что	1	1
95	до сих пор	1	1
96	дело в том	5	1
97	нечего и говорить	1	1
98	того чтобы не	1	1
99	не может существовать	1	1
100	и весь этот	1	1
101	а иной раз	1	1
102	а еще и	1	1
103	и вообще без	1	1
104	в известном смысле	1	1
105	сказать и о	1	1
106	даже вовсе не	1	1
107	в последнее время	1	1
108	было бы даже	1	1
109	возможна только при	1	1
110	только что сказали	1	1
111	хотя бы на	1	1
112	что каждая категория	1	1
113	отражает на себе	1	1
114	и то что	4	1
115	с начала до	1	1
116	в каждой из	1	1
117	то ни было	1	1
118	то что есть	1	1
119	на то что	2	1
120	ничего не говорит	4	1
121	в основе своей	1	1
122	бросается в глаза	2	1
123	как раз и	5	1
124	так же и	1	1
125	но можно ли	1	1
126	по этому поводу	1	1
127	если остановиться на	1	1
128	так и с	1	1
129	не так просто	1	1
130	был настолько силен	1	1
131	иной раз даже	1	1
132	одно и то	1	1
133	она вовсе не	1	1
134	не понимает того	1	1
135	по себе в	2	1
136	том как эта	1	1
137	более то менее	1	1
138	том что он	1	1
139	необходимо заметить что	1	1
140	вовсе не так	1	1
141	и потому что	2	1
142	же как и	1	1
143	и всякого рода	1	1
144	в себе также	1	1
145	то что в	3	1
146	и в то	2	1
147	еще и потому	2	1
148	и даже в	1	1
149	в новое время	1	1
150	же в конце	1	1
151	отнюдь не является	1	1
152	только при наличии	1	1
153	а следовательно и	1	1
154	к тому что	2	1
155	живое существо только	1	1
156	чем отличается от	1	1
157	с этой точки	1	1
158	на первом плане	3	1
159	начала до конца	1	1
160	сказать что это	1	1
161	бы для него	1	1
162	а не просто	1	1
163	не подлежит никакому	1	1
164	и если мы	1	1
165	однако тут же	1	1
166	само по себе	3	1
167	взятое само по	1	1
168	что же касается	5	1
169	так как здесь	1	1
170	если бы мы	1	1
171	здесь уже не	1	1
172	но если оно	1	1
173	ни в каких	2	1
174	является не просто	1	1
175	не менее он	1	1
176	не содержит в	1	1
177	несмотря на все	1	1
178	подлежит никакому сомнению	1	1
179	то более то	1	1
180	но ясно что	1	1
181	отдавать себе отчет	1	1
182	а тем не	1	1
183	если не прямо	3	1
184	мало чем отличается	1	1
185	себе также и	1	1
186	также и то	3	1
187	и в нашем	1	1
188	с самого начала	1	1
189	смысле как мы	1	1
190	о том как	1	1
191	вовсе не только	1	1
192	к учению о	1	1
193	с одной стороны	3	1
194	так же как	2	1
195	само собой разумеется	2	1
196	то в каждой	1	1
197	а вместе с	1	1
198	в первую очередь	1	1
199	можно только при	2	1
200	по себе конечно	1	1
201	сказать что в	1	1
202	вопрос о том	1	1
203	несмотря на свою	1	1
204	в таком случае	2	1
205	так что в	1	1
206	в таком виде	1	1
207	если иметь в	1	1
208	бы то ни	3	1
209	не говорит о	2	1
210	это было бы	1	1
211	между прочим и	1	1
212	выходит за пределы	1	1
213	что весь этот	1	1
214	и вместе с	2	1
215	в конце концов	5	1
216	в этой области	1	1
217	себе полный отчет	1	1
218	то это значит	4	1
219	это вовсе не	1	1
220	том смысле как	1	1
221	в это время	2	1
222	еще не есть	1	1
223	на эту тему	1	1
224	только известного рода	1	1
225	говоря уже об	1	1
226	так как ничего	1	1
227	в этом же	1	1
228	достаточно указать хотя	1	1
229	этой точки зрения	1	1
230	должны сказать что	2	1
231	в настоящее время	3	1
232	мы только что	1	1
233	только то что	1	1
234	это и есть	1	1
235	свидетельствует о том	2	1
236	иметь в виду	2	1
237	и не в	1	1
