N	2gram	Potebnia_M_2	Myshleni
1	внутренней речи	1	67
2	речи и	1	30
3	в этом	8	29
4	и в	24	26
5	для себя	1	24
6	не только	15	24
7	то что	20	24
8	таким образом	11	23
9	с точки	1	21
10	того чтобы	2	19
11	для того	5	18
12	в том	18	18
13	и не	19	18
14	том что	8	17
15	потому что	49	16
16	для других	1	15
17	как и	7	15
18	как мы	1	14
19	того что	7	14
20	так как	10	14
21	так же	2	14
22	этом случае	1	14
23	значение слова	1	13
24	в ходе	1	12
25	и его	2	12
26	вместе с	11	12
27	что в	16	12
28	мысли и	1	11
29	в которой	5	11
30	речи но	1	11
31	в слове	13	11
32	только не	1	11
33	мысли к	2	11
34	но и	9	11
35	не может	12	11
36	что они	5	10
37	в развитии	1	10
38	слова и	3	10
39	по своей	1	10
40	в самом	4	9
41	в себе	10	9
42	тому что	2	9
43	мысли в	3	9
44	по сравнению	1	9
45	тем что	7	9
46	что мы	11	9
47	то же	12	8
48	той же	3	8
49	что она	3	8
50	что он	4	8
51	только в	11	8
52	ребенка и	1	8
53	сравнению с	1	8
54	ее в	1	8
55	сказать что	2	8
56	тем самым	4	8
57	и то	3	7
58	мы не	11	7
59	с самого	2	7
60	самого начала	2	7
61	к тому	1	7
62	по мере	5	7
63	может быть	23	7
64	прежде всего	7	7
65	самом деле	2	6
66	вопрос о	2	6
67	во всех	7	6
68	по отношению	2	6
69	все же	5	6
70	что это	3	6
71	все эти	2	6
72	было бы	13	6
73	и тем	3	6
74	в ее	1	6
75	в сознании	23	6
76	мыслью и	1	6
77	между собой	1	6
78	и что	4	6
79	заключается в	1	6
80	связь между	2	6
81	в какой	2	6
82	именно в	1	6
83	а не	18	6
84	как бы	9	6
85	мы должны	2	6
86	от слова	3	6
87	как на	3	6
88	все что	3	6
89	связи между	1	5
90	тем же	3	5
91	из всех	1	5
92	оба эти	2	5
93	оно есть	1	5
94	в целом	3	5
95	могли бы	2	5
96	и с	1	5
97	с тем	4	5
98	слова к	1	5
99	что с	2	5
100	тогда когда	10	5
101	в процессе	1	5
102	слова как	1	5
103	никак не	1	5
104	во второй	1	5
105	если бы	11	5
106	на вопрос	3	5
107	можно сказать	1	5
108	и следовательно	2	5
109	как она	1	5
110	с одной	4	5
111	что внутренняя	1	5
112	если мы	3	5
113	одно из	3	5
114	себе в	3	5
115	и их	5	5
116	слова в	5	5
117	одной стороны	3	5
118	от мысли	1	5
119	как это	2	5
120	с этой	1	5
121	и для	3	5
