N	3gram	Vygotskiy__5	SlovoVZh
1	по отношению к	1	11
2	не может быть	2	7
3	можно сказать что	2	5
4	дело в том	1	4
5	как если бы	1	4
6	в том что	14	4
7	может быть и	2	3
8	этой точки зрения	1	3
9	до сих пор	5	3
10	и не в	1	3
11	в художественном произведении	1	3
12	и то же	3	2
13	мы никогда не	2	2
14	на самом деле	2	2
15	с другой стороны	5	2
16	мы все время	1	2
17	согласие или несогласие	1	2
18	то же самое	3	2
19	одной стороны и	1	2
20	с точки зрения	2	2
21	художественного произведения и	1	2
22	в зависимости от	6	2
23	до известной степени	1	2
24	одно и то	3	2
25	в каком отношении	2	2
26	в данном случае	2	2
27	формы и содержания	1	2
28	в жизни и	1	2
29	с одной стороны	12	2
30	зависимости от того	2	1
31	том что в	1	1
32	самом деле это	1	1
33	один и тот	1	1
34	таким образом для	1	1
35	и в этом	1	1
36	в чем не	1	1
37	ком идет речь	1	1
38	здесь имеет место	1	1
39	имеем дело с	1	1
40	в результате взаимодействия	1	1
41	это на примере	1	1
42	имеет дело с	2	1
43	то что называется	1	1
44	там же где	1	1
45	все же не	1	1
46	мы имеем дело	1	1
47	к содержанию как	1	1
48	то время как	1	1
49	одним и тем	3	1
50	более или менее	1	1
51	друг к другу	4	1
52	действия и поступки	1	1
53	они как бы	1	1
54	в самом деле	5	1
55	то что оно	2	1
56	в этом смысле	1	1
57	нам кажется что	1	1
58	как это делает	2	1
59	по себе не	2	1
60	же как и	1	1
61	о ком идет	1	1
62	и таким образом	2	1
63	в то время	1	1
64	в частности в	1	1
65	сих пор не	1	1
66	ни в чем	1	1
67	искусства может быть	1	1
68	остается при этом	1	1
69	всякого художественного произведения	1	1
70	дело и с	1	1
71	равно как и	1	1
72	сам по себе	3	1
73	является то что	2	1
74	сами по себе	2	1
75	таким образом мы	2	1
76	ясно что здесь	1	1
77	чрезвычайно важный для	1	1
78	то что мы	2	1
79	искусство таким образом	1	1
80	содержания и мы	1	1
81	в свою очередь	1	1
82	было бы показать	1	1
83	сказать что и	1	1
84	что мы воспринимаем	1	1
85	о том что	6	1
86	только то что	1	1
87	ничего общего с	1	1
88	в этом отношении	3	1
89	но несмотря на	1	1
90	искусства и в	1	1
91	с самого начала	3	1
92	обстоит дело и	2	1
93	в конечном счете	1	1
94	совершенно ясно что	5	1
95	несмотря на это	1	1
96	можно было бы	3	1
97	не может стать	1	1
98	в русской литературе	1	1
99	в основе своей	1	1
100	мы имеем в	1	1
101	в лучшем случае	3	1
102	при таком понимании	1	1
103	по крайней мере	1	1
104	к внешнему миру	1	1
105	для этого нам	1	1
106	в них всегда	1	1
107	и в частности	1	1
108	в том и	2	1
109	бы показать что	2	1
110	по самому существу	1	1
111	так же как	2	1
112	мы таким образом	1	1
113	все эти три	1	1
114	и тем же	3	1
115	мы увидим что	6	1
116	кажется что мы	1	1
117	свойства материала и	1	1
118	и тот же	1	1
