N	2gram	Bakhtin_fo_1	Myshleni
1	с помощью	2	42
2	в процессе	4	27
3	и в	50	25
4	в том	9	23
5	на основе	2	22
6	и речи	5	20
7	том что	4	20
8	таким образом	11	17
9	так же	6	17
10	что в	5	17
11	с тем	3	16
12	в основе	5	16
13	как и	8	15
14	в его	13	15
15	то что	6	15
16	в этом	25	14
17	вместе с	3	14
18	между собой	4	13
19	может быть	11	13
20	в целом	2	13
21	так как	6	12
22	в качестве	3	12
23	могли бы	1	11
24	по своему	1	11
25	перед нами	1	10
26	что и	3	10
27	было бы	2	10
28	того что	2	10
29	только в	4	10
30	как бы	2	10
31	и не	14	10
32	мы не	3	9
33	связи с	6	9
34	ни в	8	9
35	как в	6	9
36	как мы	14	8
37	того чтобы	5	8
38	тем что	2	8
39	не является	2	8
40	по своей	1	7
41	все эти	9	7
42	по себе	2	7
43	уже в	2	7
44	мы можем	1	7
45	для того	5	7
46	что мы	2	7
47	же как	2	6
48	того же	8	6
49	высшей степени	1	6
50	зависимости от	1	6
51	и на	8	6
52	но не	5	6
53	потому что	4	6
54	от этого	2	6
55	не только	9	6
56	в высшей	1	6
57	не может	6	6
58	точки зрения	5	6
59	в отличие	2	6
60	не в	5	6
61	в отношении	3	6
62	самого начала	2	6
63	приходит к	1	6
64	с самого	2	6
65	один из	3	6
66	что он	1	6
67	отличие от	2	6
68	со всеми	3	6
69	и у	5	6
70	с другой	2	6
71	в связи	5	6
72	слова и	2	6
73	в основном	5	6
74	все это	4	6
75	все же	6	6
76	мы должны	2	6
77	одним из	1	5
78	человека и	11	5
79	в зависимости	1	5
80	мы уже	11	5
81	с ее	6	5
82	и как	10	5
83	и к	2	5
84	что это	1	5
85	при этом	3	5
86	и по	2	5
87	факт что	1	5
88	на этой	4	5
89	уже говорили	3	5
90	с другом	1	5
91	могут быть	5	5
92	и т.д	1	5
93	о том	1	5
94	так и	12	5
95	если бы	5	5
96	в этой	1	5
97	входит в	3	5
98	с одной	3	5
99	для него	2	5
100	именно в	3	5
101	тот факт	1	5
102	из которых	1	5
103	одной стороны	2	5
104	друг с	1	5
105	тем же	1	4
106	мы имеем	1	4
107	время как	5	4
108	еще не	5	4
109	отнюдь не	5	4
110	в своем	4	4
111	по пути	1	4
112	ни один	1	4
113	из этих	1	4
114	на то	1	4
115	он не	5	4
116	как с	1	4
117	в основу	3	4
118	той же	2	4
119	и того	6	4
120	одного и	5	4
121	мы говорили	3	4
122	не столько	1	4
123	речи в	2	4
124	в то	9	4
125	стадии развития	2	4
126	тогда когда	2	4
127	этого слова	1	4
128	и снова	1	4
129	никогда не	2	4
130	то и	1	4
131	не могут	3	4
132	к тому	3	4
133	что оно	1	4
134	и это	4	4
135	то время	4	4
136	приводит к	1	4
137	по сравнению	2	4
138	с ним	2	4
139	выводу что	1	4
140	связь между	2	4
141	всяком случае	1	4
142	из них	1	4
143	могло бы	1	4
144	друг друга	3	4
145	но и	8	4
146	прежде всего	15	4
147	там где	2	4
148	независимо от	1	4
149	с этим	6	4
150	смысле этого	1	4
151	тем и	1	4
152	и все	6	4
153	а в	3	4
154	сказать что	3	4
155	мы увидим	1	4
156	в частности	6	4
157	во всяком	3	4
158	на деле	1	3
159	в котором	4	3
160	эта форма	2	3
161	но как	1	3
162	по отношению	3	3
163	его развития	1	3
164	же мало	1	3
165	его к	1	3
166	в самом	8	3
167	но на	4	3
168	этот процесс	5	3
169	как он	2	3
170	как оно	2	3
171	не как	2	3
172	и сам	1	3
173	значение в	5	3
174	его в	3	3
175	в жизни	6	3
176	в которых	2	3
177	которые в	1	3
178	их в	3	3
179	та или	1	3
180	этот тип	2	3
181	во всем	2	3
182	отличается от	1	3
183	были бы	1	3
184	в себя	1	3
185	на том	1	3
186	и которые	1	3
187	или иная	1	3
188	связаны с	3	3
189	как она	2	3
190	в него	1	3
191	мы видим	3	3
192	с ними	1	3
193	этот вопрос	1	3
194	путь к	1	3
195	по этому	1	3
196	если мы	2	3
197	и их	8	3
198	сами по	1	3
199	этом отношении	3	3
200	или иной	2	3
201	сравнению с	2	3
202	наряду с	5	3
203	распадается на	1	3
204	не создает	1	3
205	в результате	6	3
206	между ними	3	3
207	с ней	1	3
208	в свою	2	3
209	имеет место	3	3
210	к этому	3	3
211	смысле слова	2	2
212	функции в	1	2
213	и то	4	2
214	к данному	1	2
215	между двумя	6	2
216	к другому	2	2
217	с началом	1	2
218	то же	11	2
219	а как	3	2
220	совершенно так	1	2
221	мы и	4	2
222	основе этого	1	2
223	первый план	1	2
224	в чем	2	2
225	с его	9	2
226	они имеют	1	2
227	бы в	1	2
228	вступают в	1	2
229	людьми в	1	2
230	хотя и	3	2
231	один ряд	1	2
232	с нею	1	2
233	животных и	1	2
234	но все	5	2
235	это тот	1	2
236	с их	2	2
237	нами в	1	2
238	в себе	3	2
239	к выводу	1	2
240	связанные с	1	2
241	здесь мы	1	2
242	в нем	24	2
243	главным образом	1	2
244	и характер	2	2
245	в совершенно	1	2
246	в мире	1	2
247	конечно в	1	2
248	об этом	2	2
249	зрения на	1	2
250	с другими	3	2
251	на данной	1	2
252	это противоречие	1	2
253	лишь на	1	2
254	предметы в	1	2
255	другие фигуры	1	2
256	в новое	3	2
257	но внутренне	1	2
258	из нее	2	2
259	в них	4	2
260	человека мы	2	2
261	в один	1	2
262	на первый	1	2
263	в эту	1	2
264	в этих	3	2
265	в своей	2	2
266	таким же	1	2
267	место в	2	2
268	и другого	1	2
269	в корне	1	2
270	но они	3	2
271	одна из	2	2
272	в плане	1	2
273	на себя	2	2
274	в другую	2	2
275	связанными между	1	2
276	и его	16	2
277	из того	1	2
278	внутренне не	3	2
279	в каком	2	2
280	той или	2	2
281	оно не	2	2
282	как они	1	2
283	но по	2	2
284	свою очередь	1	2
285	совершенно ясно	1	2
286	и может	2	2
287	ясно что	2	2
288	того и	2	2
289	находится в	1	2
290	в построении	1	2
291	и здесь	1	2
292	внимание на	1	2
293	а также	2	2
294	и во	7	2
295	и только	1	2
296	эти последние	1	2
297	всех этих	5	2
298	мы будем	2	2
299	своему составу	1	2
300	не происходит	1	2
301	вопрос об	1	2
302	так что	1	2
303	уже не	2	2
304	в начале	3	2
305	является не	1	2
306	и других	3	2
307	он имеет	1	2
308	цели и	1	2
309	как их	1	2
310	в одном	3	2
311	моментов в	1	2
312	противоречии с	1	2
313	связан с	1	2
314	этой проблемы	2	2
315	стороны он	1	2
316	от конкретного	1	2
317	на которые	1	2
318	которых мы	1	2
319	этого нового	1	2
320	и эта	2	2
321	мы остановимся	1	2
322	и том	1	2
323	от всех	1	2
324	все более	1	2
325	функции и	1	2
326	в отрицательном	1	2
327	и потому	3	2
328	этого момента	2	2
329	к жизни	2	2
330	в течение	2	2
331	и основной	1	2
332	в тех	1	2
333	должно быть	1	2
334	с необходимостью	2	2
335	этом и	1	2
336	и для	4	2
337	и от	1	2
338	включает в	1	2
339	или в	3	2
340	которой можно	1	2
341	для нас	2	2
342	все они	1	2
343	же в	3	2
344	тот же	1	2
345	но всегда	1	2
346	вступает в	2	2
347	отношению к	5	2
348	этот момент	1	2
349	к другим	1	2
350	в своих	1	2
351	в таком	3	2
352	ту же	2	1
353	отношения к	3	1
354	лежат в	2	1
355	также и	2	1
356	должен быть	1	1
357	этому типу	1	1
358	которое мы	1	1
359	и принципиально	2	1
360	объединения различных	1	1
361	которое могло	1	1
362	по которым	1	1
363	и до	5	1
364	по его	1	1
365	всей ее	1	1
366	например в	6	1
367	есть не	3	1
368	и рода	1	1
369	социальной и	1	1
370	при анализе	1	1
371	с более	1	1
372	вопрос о	2	1
373	именно к	1	1
374	и через	1	1
375	который был	1	1
376	на несколько	1	1
377	они были	2	1
378	их не	1	1
379	и связанными	1	1
380	же что	2	1
381	начала в	1	1
382	и он	1	1
383	собой в	1	1
384	когда не	1	1
385	служит для	1	1
386	во всех	6	1
387	а следовательно	1	1
388	как если	2	1
389	на другой	2	1
390	совсем не	2	1
391	одном и	1	1
392	тех же	2	1
393	эта особенность	1	1
394	менее всего	1	1
395	имеющиеся в	1	1
396	отношение к	2	1
397	значение для	1	1
398	форме и	1	1
399	сама по	1	1
400	более и	1	1
401	мы также	1	1
402	однако не	1	1
403	кроме того	4	1
404	в единый	1	1
405	не являются	2	1
406	имеет в	2	1
407	увидим что	1	1
408	к построению	1	1
409	в этот	2	1
410	сливается с	1	1
411	не приходится	1	1
412	та же	1	1
413	в которой	2	1
414	бы и	1	1
415	время это	1	1
416	бы не	1	1
417	не возникает	1	1
418	выражение в	2	1
419	тому же	2	1
420	вследствие этого	3	1
421	вообще не	3	1
422	с чем	1	1
423	он ни	1	1
424	она становится	3	1
425	определяет в	1	1
426	говорили в	1	1
427	чтобы они	4	1
428	что еще	1	1
429	по существу	12	1
430	до конца	4	1
431	будем говорить	1	1
432	лишь с	1	1
433	встречаются в	1	1
434	значительной степени	1	1
435	ее по	2	1
436	могла бы	1	1
437	что все	2	1
438	мире не	1	1
439	и с	4	1
440	них не	1	1
441	свойств и	1	1
442	и обратно	1	1
443	различные конкретные	1	1
444	эти моменты	3	1
445	с последующим	1	1
446	для них	3	1
