N	2gram	Losev_Dial_3	Literetu
1	не только	23	24
2	при этом	2	19
3	в качестве	1	17
4	но и	9	17
5	в том	5	16
6	а не	26	16
7	в частности	2	15
8	том что	8	14
9	тогда как	1	13
10	может быть	13	13
11	сознания в	2	12
12	и не	27	12
13	в этом	8	12
14	в своем	3	11
15	прежде всего	8	11
16	то что	14	10
17	или иначе	2	9
18	так или	2	8
19	не в	3	8
20	и в	24	8
21	только в	5	8
22	как это	5	8
23	я и	2	7
24	я не	6	7
25	как бы	3	7
26	в себе	2	7
27	не менее	11	7
28	в его	2	7
29	уже не	5	7
30	и я	3	6
31	то есть	1	6
32	как и	7	6
33	точки зрения	25	6
34	и сам	1	6
35	того что	12	6
36	связи с	1	6
37	себя в	2	6
38	то же	6	5
39	в то	5	5
40	для себя	2	5
41	казалось бы	1	5
42	же время	3	5
43	в конечном	1	5
44	же в	2	5
45	что он	13	5
46	не может	19	5
47	в данном	2	5
48	с этой	5	5
49	с его	2	5
50	тем самым	3	5
51	еще не	2	4
52	но не	2	4
53	конечном счете	1	4
54	все же	3	4
55	по преимуществу	1	4
56	перестает быть	2	4
57	не как	1	4
58	в силу	3	4
59	для этого	2	4
60	и его	5	4
61	данном случае	1	4
62	никогда не	7	4
63	так и	5	4
64	и тем	2	4
65	из них	3	4
66	мир в	3	4
67	друг друга	3	4
68	как раз	7	4
69	о себе	2	4
70	в связи	1	4
71	со стороны	2	4
72	это не	4	4
73	в своих	2	4
74	например в	2	3
75	в сфере	1	3
76	как совокупность	1	3
77	и есть	16	3
78	исходит из	2	3
79	также и	2	3
80	самого себя	1	3
81	что его	5	3
82	субъекта и	4	3
83	в самом	7	3
84	таким образом	13	3
85	той же	3	3
86	его в	1	3
87	далеко не	1	3
88	он и	3	3
89	несмотря на	2	3
90	не мог	1	3
91	в их	2	3
92	но в	2	3
93	что ему	1	3
94	одна из	3	3
95	в основе	3	3
96	всего в	1	3
97	в виду	7	3
98	по своей	1	3
99	и прежде	3	3
100	потому что	7	3
101	одно из	5	3
102	при всей	1	3
103	у него	2	3
104	и даже	13	3
105	с другой	4	3
106	еще и	2	3
107	не было	3	3
108	мира в	1	3
109	да и	1	3
110	этой точки	2	3
111	мыслится как	1	3
112	в культуре	1	3
113	при всем	4	3
114	жизни и	5	3
115	что в	7	3
116	а в	2	3
117	же и	2	3
118	во всяком	2	3
119	чтобы не	1	2
120	и то	4	2
121	самом деле	6	2
122	от самого	2	2
123	должна быть	6	2
124	для своего	1	2
125	и само	1	2
126	та же	1	2
127	в сущности	10	2
128	а для	2	2
129	на себя	3	2
130	из того	2	2
131	то это	9	2
132	и самого	1	2
133	то он	1	2
134	а только	1	2
135	воздействие на	1	2
136	отнюдь не	10	2
137	и нет	7	2
138	бы я	1	2
139	только то	1	2
140	все эти	3	2
141	из этих	2	2
142	тому же	2	2
143	во многих	1	2
144	в нем	3	2
145	же это	1	2
146	не к	1	2
147	подобно тому	4	2
148	на этом	2	2
149	для нее	1	2
150	было бы	5	2
151	на почве	1	2
152	в слове	3	2
153	от своего	2	2
154	что такое	21	2
155	как все	3	2
156	а как	1	2
157	всяком случае	2	2
158	с точки	14	2
159	от себя	4	2
160	тем не	10	2
161	даже в	1	2
162	раз и	3	2
163	нас самих	1	2
164	вплоть до	1	2
165	ничего кроме	1	2
166	дело не	1	2
167	жизни не	1	2
168	и является	2	2
169	этом отношении	1	2
170	могут быть	2	2
171	к тому	4	2
172	объект и	2	2
173	должен быть	1	2
174	я люблю	1	2
175	более не	2	2
176	в себя	1	2
177	говоря уже	2	2
178	в мире	1	2
179	ту же	1	2
180	имеется в	3	2
181	или иной	4	2
182	о том	6	2
183	рассчитана на	1	2
184	с одной	3	2
185	мир и	3	2
186	и только	6	2
187	что-то другое	1	2
188	своей глубине	1	2
189	хотя бы	4	2
190	их не	2	2
191	только на	7	2
192	то и	3	2
193	что не	5	2
194	сознание есть	1	2
195	нет я	1	2
196	что для	5	2
197	для него	4	2
198	а потому	1	2
199	тем что	3	2
200	одной стороны	3	2
201	за пределы	3	2
202	нового времени	2	2
203	превращается в	6	2
204	этого не	2	2
205	не на	6	2
206	нет ничего	9	2
207	он один	2	2
208	или нет?	2	2
209	если оно	4	2
210	тому как	4	2
211	для понимания	1	2
212	в сферу	3	2
213	объекта и	1	2
214	такое сознание	1	2
215	которая в	1	2
216	своей собственной	1	2
217	особого рода	3	2
218	тем более	3	2
219	не есть	54	2
220	не говоря	2	2
221	модус сознания	1	2
222	которая не	1	2
223	место не	1	1
224	в объективном	1	1
225	абсолют и	1	1
226	кто бы	1	1
227	же как	2	1
228	от самой	2	1
229	жизни сознания	1	1
230	он весьма	1	1
231	на самом	1	1
232	только потому	2	1
233	идет о	1	1
234	к другому	1	1
235	по которым	1	1
236	можно лишь	1	1
237	и этот	1	1
238	и за	1	1
239	есть не	9	1
240	в историю	1	1
