N	3gram	Vinokur_Ku_3	DiskursI
1	в том что	8	13
2	по отношению к	2	9
3	с одной стороны	4	9
4	по природе своей	1	5
5	о том что	3	5
6	в отличие от	2	4
7	то же время	1	4
8	к тому же	2	4
9	а с другой	3	3
10	не в том	2	3
11	далеко еще не	1	3
12	той или иной	5	3
13	не может быть	3	3
14	в свою очередь	1	3
15	с другой стороны	3	3
16	в то же	1	3
17	что же касается	1	2
18	и того же	2	2
19	не говоря уже	2	2
20	в том числе	2	2
21	то же самое	1	2
22	а в том	1	2
23	в одной из	1	2
24	тот или иной	2	2
25	говоря уже о	2	2
26	обратить внимание на	1	2
27	по крайней мере	1	2
28	на мой взгляд	3	2
29	в данном случае	4	2
30	в том чтобы	3	2
31	не только в	3	2
32	не более чем	1	2
33	более или менее	2	2
34	только в том	2	2
35	одного и того	2	2
36	в своем распоряжении	1	2
37	в этом случае	4	1
38	точка зрения на	1	1
39	точки зрения на	2	1
40	прежде всего в	1	1
41	одним и тем	2	1
42	далеко не все	1	1
43	на самом деле	3	1
44	также и в	1	1
45	в этом смысле	1	1
46	как раз и	2	1
47	значении этого слова	1	1
48	именно в том	1	1
49	литературных жанров это	1	1
50	с точки зрения	16	1
51	до сих пор	8	1
52	и не может	1	1
53	и в то	1	1
54	хотя бы и	1	1
55	сам по себе	3	1
56	что он не	1	1
57	в строгом смысле	1	1
58	в первую очередь	3	1
59	тех случаях когда	1	1
60	только то что	2	1
61	из того что	1	1
62	лежат в основе	1	1
63	в таком случае	2	1
64	литературного жанра в	1	1
65	том что не	2	1
66	в научной литературе	1	1
67	в противном случае	1	1
68	читателя или слушателя	1	1
69	вместе с тем	1	1
70	в недавнее время	1	1
71	ту или иную	1	1
72	которые лежат в	1	1
73	как мы видели	2	1
74	не заметить что	1	1
75	и тем же	2	1
76	в равной мере	1	1
77	обязан своим происхождением	1	1
78	в известном смысле	2	1
79	в том случае	4	1
80	потому что в	2	1
81	аналогично тому как	1	1
82	в связи с	4	1
83	а не как	1	1
84	тем или иным	1	1
85	во всяком случае	1	1
86	в целом ряде	1	1
87	что далеко не	1	1
88	в свое время	2	1
89	о них в	1	1
90	в тех случаях	1	1
91	того или иного	3	1
92	так и в	3	1
93	во всем многообразии	1	1
94	самое непосредственное отношение	1	1
95	в конечном счете	1	1
96	это отнюдь не	1	1
97	заключается в том	1	1
98	о котором он	1	1
99	тому или иному	1	1
100	можно рассматривать как	1	1
101	в данном отношении	1	1
102	и прежде всего	1	1
103	тех или иных	1	1
104	том что на	1	1
105	тем не менее	9	1
106	содержания а также	1	1
107	но все же	1	1
108	дело не в	2	1
