N	2gram	Potebnia_M_2	Stilisti
1	и в	24	42
2	не только	15	27
3	как бы	9	27
4	прежде всего	7	22
5	внутренней речи	1	18
6	хотя бы	2	17
7	то же	12	15
8	но и	9	15
9	и не	19	14
10	не может	12	12
11	может быть	23	12
12	мы уже	1	11
13	как и	7	11
14	в этом	8	10
15	и как	6	10
16	как мы	1	10
17	мы должны	2	10
18	что мы	11	10
19	мы не	11	9
20	при этом	13	9
21	в то	6	9
22	для того	5	9
23	то что	20	9
24	в ней	3	8
25	все же	5	8
26	в себе	10	8
27	таким образом	11	8
28	тем самым	4	8
29	и это	2	8
30	слово как	2	8
31	с тем	4	8
32	эти слова	1	8
33	что же	1	8
34	и на	8	7
35	в которой	5	7
36	было бы	13	7
37	и тем	3	7
38	так как	10	7
39	никогда не	4	7
40	же время	2	7
41	потому что	49	7
42	того чтобы	2	7
43	ничего не	1	7
44	с его	2	7
45	слов и	1	7
46	только в	11	7
47	и его	2	7
48	мы можем	12	7
49	а не	18	7
50	и от	3	7
51	во всех	7	6
52	мы будем	1	6
53	точкой зрения	1	6
54	в нем	9	6
55	не в	13	6
56	в процессе	1	6
57	или как	1	6
58	когда мы	2	6
59	так и	5	6
60	язык и	1	6
61	и так	1	6
62	речи и	1	6
63	говорящего и	1	6
64	в свою	6	6
65	той же	3	5
66	уже в	5	5
67	в нашем	2	5
68	что язык	2	5
69	в той	1	5
70	независимо от	9	5
71	и наконец	1	5
72	одно и	2	5
73	и с	1	5
74	мы видели	1	5
75	с точки	1	5
76	и той	2	5
77	тому что	2	5
78	в сознании	23	5
79	а в	8	5
80	те же	3	5
81	в его	2	5
82	и следовательно	2	5
83	и их	5	5
84	слова в	5	5
85	вместе с	11	5
86	как это	2	5
87	слова и	3	5
88	чичикова и	4	5
89	если б	5	4
90	и то	3	4
91	самом деле	2	4
92	тем же	3	4
93	мы называем	3	4
94	что именно	1	4
95	но в	4	4
96	в самом	4	4
97	что это	3	4
98	так сказать	4	4
99	уже не	4	4
100	в каждом	2	4
101	его в	3	4
102	и без	1	4
103	самого начала	2	4
104	на него	3	4
105	у нас	2	4
106	но все	2	4
107	к тому	1	4
108	на это	1	4
109	свою очередь	6	4
110	языка и	3	4
111	с самого	2	4
112	было в	2	4
113	если бы	11	4
114	в словах	3	4
115	о том	5	4
116	влияние на	4	4
117	можно сказать	1	4
118	которой мы	2	4
119	того что	7	4
120	один из	2	4
121	мы видим	2	4
122	в обществе	2	4
123	если мы	3	4
124	были бы	1	4
125	связаны с	1	4
126	а с	2	4
127	в слове	13	4
128	то есть	30	4
129	к своему	1	4
130	все это	2	4
131	не знаем	2	4
132	бы в	2	4
133	того времени	1	4
134	так же	2	4
135	человеческой речи	5	3
136	вряд ли	3	3
137	отношения к	2	3
138	на самом	2	3
139	которое может	2	3
140	и само	1	3
141	еще не	4	3
142	видели что	1	3
143	которые связаны	1	3
144	сознания не	1	3
145	ответ на	1	3
146	перед нами	1	3
147	хотя и	3	3
148	мертвых душ	5	3
149	не к	1	3
150	их в	2	3
151	заключает в	4	3
152	не будет	1	3
153	об этом	1	3
154	связанных с	1	3
155	лишь в	1	3
156	это не	3	3
157	может стать	2	3
158	этом мы	1	3
159	том что	8	3
160	что такое	2	3
161	и внешней	1	3
162	слова как	1	3
163	внутренней и	1	3
164	связи с	6	3
165	до того	1	3
166	слова но	2	3
167	что оно	4	3
168	но при	1	3
169	в ее	1	3
170	что у	2	3
171	во второй	1	3
172	мы в	3	3
173	приближается к	1	3
174	и здесь	2	3
175	и поэтому	2	3
176	не имеем	3	3
177	связь между	2	3
178	мы ни	1	3
179	то мы	2	3
180	жизни и	1	3
181	конечно не	1	3
182	только на	1	3
183	из них	5	3
184	его и	1	3
185	не так	3	3
186	представить себе	1	3
187	в котором	4	3
188	в одном	6	3
189	содержание и	1	3
190	но что	2	3
191	от того	5	3
192	что слова	1	3
193	что и	11	3
194	мы легко	2	3
195	и уже	5	3
196	если не	4	3
197	ни на	1	3
198	этого слова	6	3
199	этом случае	1	3
200	в целом	3	3
201	как предмет	1	3
202	и слово	1	3
203	но для	1	3
204	и для	3	3
205	для нас	31	3
206	и все	3	3
207	главным образом	4	3
208	между ними	2	3
209	сказать что	2	3
210	я и	1	2
211	человека и	3	2
212	в определенные	1	2
213	его не	3	2
214	со всех	1	2
215	вопрос о	2	2
216	но даже	3	2
217	для наших	1	2
218	как не	3	2
219	сам так	1	2
220	значением слова	2	2
221	между собой	1	2
222	предположим что	1	2
223	итак мы	1	2
224	но не	12	2
225	только потому	2	2
226	значение и	2	2
227	только тогда	3	2
228	должны были	1	2
229	очевидно что	3	2
230	можем не	1	2
231	отношение к	1	2
232	себе и	1	2
233	нашего сознания	1	2
234	как в	10	2
235	помнить что	3	2
236	от нашего	2	2
237	между двумя	6	2
238	к чему	1	2
239	бы и	1	2
240	все эти	2	2
241	бы не	5	2
242	речи но	1	2
243	тому же	1	2
244	друг другу	1	2
245	человек не	1	2
246	опять не	1	2
247	слово или	1	2
248	и сам	1	2
249	еще мало	1	2
250	которые носят	1	2
251	одной и	2	2
252	человека в	3	2
253	значительной степени	1	2
254	связанные с	2	2
255	есть не	5	2
256	с этим	7	2
257	в жизни	2	2
258	но мы	3	2
259	которые с	1	2
260	не всегда	1	2
261	в этих	3	2
262	и при	3	2
263	место в	4	2
264	в которых	1	2
265	для всякого	1	2
266	будет значить	1	2
267	но эта	1	2
268	совершенно иначе	1	2
269	которые в	1	2
270	самое время	1	2
271	важную роль	1	2
272	который мы	1	2
273	не должно	2	2
274	и форма	1	2
275	для каждого	1	2
276	в нас	3	2
277	каждый из	1	2
278	это слово	1	2
279	себе это	1	2
280	в каком	3	2
281	от их	4	2
282	все то	1	2
283	же такое	1	2
284	не есть	6	2
285	с развитием	1	2
286	из всего	1	2
287	здесь не	1	2
288	как с	1	2
289	понимание и	1	2
290	времени и	1	2
291	не с	3	2
292	быть может	7	2
293	и вообще	3	2
294	с ним	5	2
295	по своей	1	2
296	будем называть	1	2
297	к нему	1	2
298	этих слов	1	2
299	в языке	3	2
300	языка мы	2	2
301	как например	3	2
302	в том	18	2
303	тот же	5	2
304	что он	4	2
305	в какой	2	2
306	как нечто	1	2
307	сознания человека	1	2
308	человека с	1	2
309	для всех	1	2
310	в душе	23	2
311	для него	10	2
312	себе в	3	2
313	допустим что	2	2
314	заметить что	6	2
315	тем что	7	2
316	даже и	2	2
317	перейти к	1	2
318	а на	1	2
319	к которому	2	2
320	связано с	2	2
321	не было	6	2
322	зависит от	2	2
323	даже на	1	2
324	будет иметь	1	2
325	в связи	2	2
326	связь с	1	2
327	сделать его	2	2
328	и потому	2	2
329	легче всего	1	2
330	намекает на	1	2
331	у человека	2	2
332	в разговоре	2	2
333	смысле этого	3	2
334	которое не	1	2
335	в первой	1	2
336	должно быть	2	2
337	про себя	1	2
338	сих пор	4	2
339	голоса и	1	2
340	но это	3	2
341	или в	2	2
342	а к	2	2
343	и ни	1	2
344	они еще	1	2
345	к этому	2	2
346	что то	1	2
347	в своих	1	2
348	членораздельный звук	9	2
349	не наоборот	1	1
350	с новыми	1	1
351	ту же	1	1
352	также что	2	1
353	одним из	1	1
354	для образования	2	1
355	в движение	2	1
356	чтобы не	1	1
357	внешней форме	1	1
358	самым не	1	1
359	по отдельным	1	1
360	группы к	1	1
361	переход от	1	1
362	его со	1	1
363	что смысл	1	1
364	не иначе	1	1
365	мысли а	2	1
366	чего не	2	1
367	нас на	2	1
368	и до	1	1
369	и самое	1	1
370	не имеют	2	1
371	от всяких	1	1
372	собственном смысле	1	1
373	слова которые	1	1
374	в их	1	1
375	обойтись без	1	1
376	из всех	1	1
377	например в	3	1
378	предполагаем что	1	1
379	наша речь	1	1
380	для своего	1	1
381	сравнения и	1	1
382	которую мы	1	1
383	бы что	2	1
384	до такой	1	1
385	движение в	1	1
386	этом не	1	1
387	которой как	1	1
388	оба эти	2	1
389	само слово	1	1
390	принадлежит к	1	1
391	он произносит	1	1
392	языка без	1	1
393	следуя тому	1	1
394	они были	1	1
395	пространство и	2	1
396	во внешних	1	1
397	так а	1	1
398	себе что	1	1
399	того же	14	1
400	быть в	1	1
401	но этого	1	1
402	в чем	7	1
403	одним словом	4	1
404	после долгого	1	1
405	одно мгновение	1	1
406	б с	1	1
407	легко можем	1	1
408	но как	1	1
409	не то	2	1
410	в сторону	1	1
411	если в	3	1
412	в общем	2	1
413	уясняется если	1	1
414	от количества	1	1
415	друга и	1	1
416	так язык	1	1
417	менее и	1	1
418	значение имеет	1	1
419	относится к	3	1
420	нами только	1	1
421	в собственном	2	1
422	там где	4	1
423	в истории	1	1
424	в подобных	1	1
425	в одной	1	1
426	если она	1	1
427	для создания	1	1
428	дает нам	1	1
429	может обойтись	2	1
430	однако не	1	1
431	и есть	2	1
432	языком который	1	1
433	этого еще	1	1
434	из сознания	1	1
435	и понимания	1	1
436	говорящего не	1	1
437	более или	8	1
438	себе не	4	1
439	ясно и	1	1
440	от этого	1	1
441	то в	1	1
442	сливается с	1	1
443	зависит и	1	1
444	указания на	4	1
445	он в	1	1
446	из этих	4	1
447	этих простейших	1	1
448	что так	1	1
449	думать что	3	1
450	всего к	1	1
451	с их	1	1
452	остановиться на	1	1
453	за порогом	1	1
454	слов того	1	1
455	самом звуке	1	1
456	только один	4	1
457	имеем в	1	1
458	имеет для	3	1
459	в наших	1	1
460	все они	1	1
461	и если	4	1
462	что без	3	1
463	с течением	1	1
464	солнца а	1	1
465	тем не	6	1
466	время и	2	1
467	а скорее	2	1
468	он не	1	1
469	о которой	3	1
470	и общее	1	1
471	не воспринимаем	1	1
472	при виде	3	1
473	на новые	1	1
474	всех этих	2	1
475	первой части	1	1
476	прибегли к	1	1
477	он должен	1	1
478	к одному	1	1
479	не как	3	1
480	но вместе	2	1
481	приходим к	1	1
482	что может	2	1
483	смысле как	2	1
484	на этом	2	1
485	прежде чем	1	1
486	так например	3	1
487	на то	5	1
488	что нельзя	1	1
489	от общего	2	1
490	мысль об	2	1
491	могла бы	3	1
492	факт что	2	1
493	тем в	1	1
494	в определенное	1	1
495	в другом	2	1
496	на все	3	1
