N	3gram	Trubetskoy_1	EvropaiE
1	с точки зрения	9	16
2	в то же	10	15
3	то же время	10	14
4	в том что	7	6
5	так же как	1	5
6	для того чтобы	6	5
7	бы то ни	4	4
8	то ни было	1	4
9	и в этом	1	4
10	того или иного	2	4
11	той или иной	3	4
12	в этом отношении	1	3
13	можно было бы	3	3
14	в применении к	1	3
15	друг с другом	14	3
16	во всяком случае	6	3
17	как бы ни	1	3
18	и прежде всего	1	3
19	заключает в себе	1	3
20	или хотя бы	1	2
21	прежде всего в	1	2
22	между прочим и	1	2
23	сплошь и рядом	1	2
24	только в том	2	2
25	представителей данного народа	1	2
26	на земном шаре	1	2
27	к тому чтобы	4	2
28	и в частности	1	2
29	в данном случае	3	2
30	но в то	1	2
31	заключается в том	1	2
32	и только в	1	2
33	не может быть	4	2
34	в свою очередь	1	2
35	которое в последние	1	2
36	на то что	4	2
37	друг от друга	2	2
38	в большинстве случаев	2	2
39	и того же	1	1
40	к участию в	1	1
41	не может не	3	1
42	ибо в своем	1	1
43	из всего этого	1	1
44	которая как мы	1	1
45	дело в том	1	1
46	этого отнюдь не	1	1
47	более или менее	4	1
48	во многих случаях	1	1
49	в том же	1	1
50	совершенно очевидно также	1	1
51	несмотря на то	1	1
52	твердо помнить что	1	1
53	и не только	1	1
54	совершенно очевидно что	1	1
55	в лучшем случае	3	1
56	и то и	1	1
57	том случае если	3	1
58	то и другое	1	1
59	же время в	1	1
60	есть то что	1	1
61	к европейской культуре	1	1
62	котором мы говорили	1	1
63	народов и культур	1	1
64	том числе и	1	1
65	мы говорили в	2	1
66	на этот вопрос	1	1
67	в противном случае	1	1
68	в значительной мере	2	1
69	говорить не о	1	1
70	в силу этого	1	1
71	и в своем	1	1
72	и по сие	1	1
73	как бы то	1	1
74	россию в ее	1	1
75	отказаться от своей	1	1
76	и с точки	1	1
77	случае если будет	1	1
78	смысле этого слова	1	1
79	только в виде	1	1
80	в значительной степени	1	1
81	по сие время	1	1
82	во всех этих	1	1
83	в том случае	4	1
84	с отказом от	1	1
85	в связи с	1	1
86	но как бы	1	1
87	условии если в	1	1
88	себя как на	2	1
89	друг к другу	1	1
90	что во многих	1	1
91	о котором мы	1	1
92	в полной мере	1	1
93	о которых мы	1	1
94	это зависит от	1	1
95	фактом что к	1	1
96	это потому что	2	1
97	стремление каждого народа	1	1
98	последнее время в	1	1
99	тех изменений в	1	1
100	говорить о том	1	1
101	и тем самым	2	1
102	но и для	1	1
103	все что по	1	1
104	речь идет о	1	1
105	существующих на земном	1	1
106	одного и того	1	1
107	и ту же	1	1
108	в том числе	1	1
109	к тому что	2	1
110	тех или иных	1	1
111	точки зрения этих	1	1
112	одну и ту	1	1
113	древних галлов и	1	1
114	всех этих случаях	1	1
115	россии что же	1	1
116	к тому же	1	1
