N	2gram	Vygotskiy__2	Vladivir
1	и в	32	40
2	то что	21	28
3	не только	12	25
4	и не	10	25
5	то есть	21	24
6	том что	21	18
7	в том	37	18
8	но и	10	18
9	также и	2	17
10	что в	20	17
11	в этом	13	16
12	в его	2	14
13	так что	3	14
14	не может	17	14
15	в виде	1	13
16	точки зрения	17	13
17	вовсе не	2	13
18	только в	7	13
19	в конце	3	12
20	сказать что	7	12
21	едва ли	4	11
22	никогда не	9	11
23	потому что	21	11
24	таким образом	21	11
25	о том	6	11
26	не просто	1	10
27	ни в	2	10
28	тем не	4	10
29	и его	7	10
30	то это	3	10
31	не есть	1	10
32	прежде всего	1	10
33	как раз	5	10
34	это есть	1	10
35	и то	3	9
36	уже не	1	9
37	что это	8	9
38	в себе	2	9
39	и с	4	9
40	в своей	3	9
41	не менее	8	9
42	есть только	5	9
43	философии и	2	9
44	что же	3	9
45	как мы	1	8
46	в этой	6	8
47	он не	6	8
48	и что	22	8
49	для него	1	8
50	может быть	18	8
51	а не	7	8
52	так же	18	8
53	а только	3	7
54	же с	2	7
55	и как	7	7
56	и если	1	7
57	что все	9	7
58	с тем	11	7
59	как и	10	7
60	несмотря на	4	7
61	в то	5	7
62	что и	17	7
63	того что	8	7
64	так как	12	7
65	вместе с	2	7
66	к тому	7	7
67	а в	4	7
68	в своих	9	7
69	смысле слова	1	6
70	оно есть	1	6
71	и на	5	6
72	кроме того	1	6
73	то в	1	6
74	не будет	1	6
75	с точки	10	6
76	по себе	12	6
77	в смысле	3	6
78	во всем	3	6
79	и это	4	6
80	и от	2	6
81	так и	3	6
82	об этом	3	6
83	и здесь	2	6
84	значит что	3	6
85	и даже	5	6
86	это значит	3	6
87	но это	2	6
88	хотя бы	3	6
89	отношения к	1	5
90	в ней	5	5
91	отнюдь не	5	5
92	в истории	1	5
93	более или	1	5
94	все эти	7	5
95	тому же	1	5
96	можно было	7	5
97	же касается	1	5
98	должно быть	1	5
99	или менее	1	5
100	но если	1	5
101	в отношении	3	5
102	некоторого рода	1	5
103	дело в	1	5
104	тем что	9	5
105	для нас	2	5
