N	3gram	Bakhtin_sl_2	Formalny
1	с точки зрения	3	13
2	то же время	4	8
3	в его целом	1	8
4	в то же	4	8
5	и т д	2	8
6	более или менее	2	6
7	до сих пор	2	6
8	в свою очередь	2	6
9	не может быть	15	5
10	по отношению к	4	4
11	одной стороны и	3	4
12	с одной стороны	5	4
13	во всяком случае	2	4
14	так и в	3	4
15	и т п	33	4
16	и до конца	1	3
17	в лучшем случае	1	3
18	может быть и	2	3
19	а вовсе не	2	2
20	и наконец в	2	2
21	и не в	1	2
22	и не может	1	2
23	в зависимости от	4	2
24	сами по себе	1	2
25	в большинстве случаев	5	2
26	в применении к	1	2
27	но в то	3	2
28	в связи с	2	2
29	все более и	1	2
30	более и более	1	2
31	в целом ряде	1	2
32	влияние и на	1	2
33	того или иного	1	2
34	мы не можем	1	2
35	взаимодействии с другими	1	2
36	в истории литературы	2	2
37	не только не	1	2
38	сама по себе	3	2
39	как мы видели	1	2
40	проникнуть во все	1	1
41	в этой роли	1	1
42	отношения к материалу	1	1
43	в чем же	1	1
44	в этом его	1	1
45	менее всего может	1	1
46	как один из	1	1
47	и может быть	1	1
48	имеет первостепенное значение	1	1
49	же время и	1	1
50	громадное значение и	1	1
51	глубоко и прочно	1	1
52	в непрерывном взаимодействии	1	1
53	полный разрыв между	1	1
54	не может не	1	1
55	хотя бы и	2	1
56	в том что	4	1
57	но и в	1	1
58	в этом отношении	3	1
59	не меньше чем	2	1
60	в слове в	1	1
61	том числе и	1	1
62	материала в этом	1	1
63	идеологического смысла с	1	1
64	дело идет уже	1	1
65	и в истории	2	1
66	со всех сторон	1	1
67	разобранные нами в	1	1
68	и различные отношения	1	1
69	до конца и	1	1
70	значение в процессе	1	1
71	и способов его	1	1
72	и в то	1	1
73	всем этим определяются	1	1
74	а также и	2	1
75	и в пределах	1	1
76	на фоне этого	1	1
77	в отличие от	12	1
78	та же идея	1	1
79	только с точки	1	1
80	основные линии его	1	1
81	это и не	1	1
82	так и от	1	1
83	в роман и	1	1
84	в точном смысле	2	1
85	значение не в	1	1
86	в новое время	2	1
87	с другой стороны	1	1
88	не может и	1	1
89	все то что	1	1
90	между тем как	1	1
91	именно в том	1	1
92	в широком смысле	1	1
93	в той же	1	1
94	между этими двумя	1	1
95	может и не	1	1
96	и притом в	1	1
97	в процессе развития	1	1
98	к нему и	1	1
99	с самого начала	1	1
100	и в идеологическом	1	1
101	нужно сказать что	1	1
102	т п в	2	1
103	и все остальные	1	1
104	а лишь в	1	1
105	не менее в	1	1
106	но все же	4	1
107	не с точки	1	1
108	один из важнейших	2	1
109	заключается именно в	1	1
110	в том числе	1	1
111	только в процессе	1	1
112	в процессе приобщения	1	1
113	тех или иных	1	1
114	в отношении к	4	1
115	всего может быть	1	1
116	тем не менее	1	1
117	все это не	1	1
118	в процессе их	1	1
119	всего этого не	1	1
120	мы увидим что	1	1
121	идет уже не	1	1
122	и с ее	1	1
123	в пределах одного	7	1
