N	2gram	Voloshinov_1	Myshleni
1	в этом	9	29
2	точки зрения	8	28
3	и в	16	26
4	речи для	1	25
5	не только	7	24
6	то что	3	24
7	таким образом	9	23
8	с точки	6	21
9	того чтобы	1	19
10	для того	1	18
11	в том	3	18
12	и не	4	18
13	том что	3	17
14	как и	2	15
15	как мы	4	14
16	так как	4	14
17	так же	2	14
18	с помощью	2	13
19	и его	8	12
20	вместе с	3	12
21	что в	3	12
22	мысли и	4	11
23	только не	1	11
24	но и	4	11
25	не может	8	11
26	что они	1	10
27	в развитии	2	10
28	в сущности	1	9
29	в самом	2	9
30	у ребенка	1	9
31	по сравнению	3	9
32	что мы	2	9
33	по своему	2	9
34	же как	2	8
35	то же	2	8
36	той же	1	8
37	что она	1	8
38	что он	2	8
39	только в	4	8
40	ребенка и	3	8
41	сравнению с	3	8
42	ее в	2	8
43	сказать что	7	8
44	и то	1	7
45	мы не	2	7
46	и к	6	7
47	с самого	4	7
48	самого начала	4	7
49	к тому	1	7
50	может быть	17	7
51	прежде всего	9	7
52	самом деле	6	6
53	вопрос о	1	6
54	во всех	3	6
55	все же	1	6
56	что это	2	6
57	все эти	5	6
58	было бы	2	6
59	в сознании	1	6
60	между собой	2	6
61	и что	1	6
62	а не	1	6
63	как бы	5	6
64	в смысле	1	6
65	мы должны	1	6
66	как на	1	6
67	все что	4	6
68	оно есть	1	5
69	чем это	1	5
70	и с	8	5
71	и значение	3	5
72	с тем	1	5
73	она не	1	5
74	тогда когда	1	5
75	же самое	1	5
76	данном случае	1	5
77	если бы	1	5
78	в виду	1	5
79	на вопрос	1	5
80	можно сказать	4	5
81	с одной	1	5
82	в качестве	1	5
83	если мы	2	5
84	в начале	2	5
85	и их	4	5
86	думается нам	1	5
87	одной стороны	1	5
88	как это	3	5
89	в данном	1	5
90	с этой	2	5
91	и для	2	5
92	только что	1	5
93	едва ли	3	4
94	еще не	5	4
95	с другой	1	4
96	в нашем	1	4
97	это и	1	4
98	но в	4	4
99	не можем	2	4
100	не менее	2	4
101	никогда не	2	4
102	связи с	1	4
103	в области	3	4
104	в момент	1	4
105	не могут	2	4
106	что оно	2	4
107	не есть	2	4
108	перейти к	1	4
109	приводит к	1	4
110	о том	2	4
111	в его	4	4
112	и только	9	4
113	в свете	1	4
114	то и	1	4
115	в конце	1	4
116	должны быть	1	4
117	и наконец	4	4
118	этой точки	1	4
119	на самом	4	3
120	что эти	1	3
121	мы уже	2	3
122	привести к	1	3
123	из того	1	3
124	и столь	1	3
125	в ней	1	3
126	в чем	5	3
127	но не	1	3
128	нет и	2	3
129	в этой	4	3
130	в этот	2	3
131	из этих	2	3
132	учение о	3	3
133	как совершенно	1	3
134	он не	2	3
135	отношений между	1	3
136	наших глазах	1	3
137	этого направления	1	3
138	и по	2	3
139	так и	4	3
140	с другими	3	3
141	развития в	1	3
142	для него	6	3
143	в своей	2	3
144	в основном	3	3
145	друг другу	1	3
146	на другую	1	3
147	в основе	3	3
148	к изучению	1	3
149	только и	2	3
150	пути и	1	3
151	я не	1	3
152	во всем	1	3
153	этом отношении	1	3
154	отличается от	1	3
155	мог бы	1	3
156	для этого	2	3
157	с ним	2	3
158	мы вправе	1	3
159	в детском	1	3
160	но мы	4	3
161	нуждается в	5	3
162	что и	2	3
163	к нему	1	3
164	мы видим	2	3
165	есть в	2	3
166	только на	3	3
167	плана в	1	3
168	менее всего	1	3
169	мы можем	9	3
170	как раз	1	3
171	момент в	2	3
172	до сих	3	3
173	для высказывания	1	3
174	деятельности и	1	3
175	и потому	3	3
176	и о	2	3
177	сих пор	3	3
178	но это	2	3
179	о его	1	3
180	все это	4	3
181	есть то	1	3
182	между ними	3	3
183	как известно	1	2
184	ту же	2	2
185	отношения к	3	2
186	и есть	3	2
187	старой психологии	1	2
188	процессы и	1	2
189	что если	1	2
190	мы и	1	2
191	столь же	1	2
192	что его	1	2
193	рабочая гипотеза	1	2
194	значение и	1	2
195	конечном счете	2	2
196	отношение к	5	2
197	для объяснения	1	2
198	с этим	2	2
199	что по	1	2
200	его к	1	2
201	но эта	1	2
202	на его	1	2
203	в нем	4	2
204	от нее	1	2
205	лишь в	1	2
206	его в	4	2
207	не чем	1	2
208	ни в	5	2
209	несмотря на	1	2
210	в этих	3	2
211	во время	3	2
212	что между	1	2
213	но если	1	2
214	мы говорили	1	2
215	ассоциативных связей	1	2
216	точку зрения	1	2
217	которые в	1	2
218	иным как	1	2
219	что было	1	2
220	можно ли	1	2
221	не имеет	1	2
222	это мы	1	2
223	ничего не	1	2
224	и делает	1	2
225	с другом	1	2
226	у нас	1	2
227	ребенка к	1	2
228	что при	1	2
229	с ее	4	2
230	можно было	1	2
231	находится в	2	2
232	и здесь	1	2
233	внимание на	1	2
234	нас в	1	2
235	этих двух	1	2
236	входит в	1	2
237	в конечном	3	2
238	никаких сомнений	1	2
239	во всей	2	2
240	наконец в	1	2
241	метод анализа	1	2
242	для ребенка	1	2
243	один из	2	2
244	и ее	4	2
245	со всеми	2	2
246	сомнений в	1	2
247	уже в	1	2
248	в большинстве	3	2
249	всем его	1	2
250	за счет	2	2
251	на этих	2	2
252	и других	2	2
253	его и	1	2
254	мы знаем	3	2
255	ведь это	1	2
256	сложные отношения	1	2
257	вовсе не	1	2
258	случае не	1	2
259	в любви	1	2
260	что на	2	2
261	его мысли	1	2
262	на ее	1	2
263	в свою	1	2
264	с ней	1	2
265	себя и	2	2
266	что не	2	2
267	что для	1	2
268	большинстве случаев	3	2
269	позволяет нам	1	2
270	и она	3	2
271	в м	1	2
272	ключом к	1	2
273	могут быть	3	2
274	что же	1	2
275	ко всему	1	2
276	даже с	1	2
277	друг с	1	2
278	и другом	1	2
279	этого метода	1	2
280	этом и	1	2
281	и собственно	1	2
282	она может	1	2
283	для нас	2	2
284	но всегда	1	2
285	а в	3	2
286	в период	1	2
287	в психологии	1	2
288	совершенно не	8	2
289	чем иным	1	2
290	но именно	1	2
291	в своих	1	2
292	к этому	2	2
293	во всяком	3	2
294	формы и	1	1
295	с новыми	1	1
296	в объективном	1	1
297	так подробно	1	1
298	того же	2	1
299	все остальное	1	1
300	он может	1	1
301	шаг за	1	1
302	словами и	1	1
303	других областей	1	1
304	может оказаться	1	1
305	полагают что	1	1
306	высшей степени	1	1
307	может привести	1	1
308	и этот	2	1
309	и могут	1	1
310	полагает что	1	1
