N	2gram	Propp_Russ_2	Psycholo
1	то что	5	44
2	и в	29	33
3	в этом	11	28
4	и что	5	25
5	как бы	18	25
6	все время	1	24
7	потому что	5	24
8	для того	6	23
9	том что	22	22
10	того чтобы	6	22
11	может быть	13	22
12	что в	22	21
13	в том	22	21
14	о том	9	20
15	что он	1	20
16	только что	1	15
17	как это	4	14
18	что это	3	13
19	таким образом	6	13
20	так же	4	13
21	и не	1	13
22	все это	10	13
23	сказать что	1	13
24	в самом	1	12
25	было бы	3	12
26	все то	2	12
27	и все	4	12
28	так как	13	12
29	что все	1	11
30	на то	1	10
31	что она	3	10
32	если бы	1	10
33	в его	1	10
34	не может	5	10
35	то же	4	9
36	в этой	3	9
37	и если	1	9
38	как раз	1	9
39	в конце	1	8
40	как будто	1	8
41	для этого	5	8
42	вместе с	6	8
43	показать что	1	7
44	в своем	1	7
45	не только	10	7
46	в нем	1	7
47	так что	4	7
48	до конца	3	7
49	когда он	1	7
50	для нас	6	7
51	и т	5	6
52	на самом	2	6
53	в ней	1	6
54	что они	1	6
55	перед нами	1	6
56	все эти	3	6
57	после этого	2	6
58	во время	12	6
59	но он	3	6
60	что эта	1	6
61	когда мы	2	6
62	это не	5	6
63	а не	4	6
64	мы должны	1	6
65	как на	1	6
66	это и	2	5
67	мы уже	1	5
68	полагает что	2	5
69	мы не	6	5
70	и на	6	5
71	с этим	2	5
72	все же	2	5
73	и как	2	5
74	как он	1	5
75	как и	11	5
76	никогда не	2	5
77	и его	1	5
78	и это	1	5
79	и совершенно	1	5
80	с ним	1	5
81	в какой	1	5
82	что для	3	5
83	связь с	3	5
84	из этого	2	5
85	и есть	1	4
86	в которой	2	4
87	говорит о	2	4
88	том чтобы	2	4
89	могла бы	1	4
90	не будет	1	4
91	с тем	6	4
92	для чего	1	4
93	в своей	2	4
94	как все	1	4
95	одна из	11	4
96	ее с	1	4
97	на него	1	4
98	а в	9	4
99	у нас	4	4
100	так например	1	4
101	как мы	3	4
102	и о	3	4
103	что у	1	4
104	можно было	2	4
105	жизнь и	2	4
106	об этом	2	4
107	утверждает что	1	4
108	не просто	1	4
109	того что	3	4
110	в двух	1	4
111	этот вопрос	2	4
112	только в	1	4
113	и так	1	4
114	при помощи	1	4
115	и других	3	4
116	из них	4	4
117	смысла и	1	4
118	целым рядом	1	4
119	исходя из	1	4
120	с этой	2	4
121	совершенно не	2	4
122	ее в	8	4
123	это в	2	4
124	к этому	5	4
125	в таком	4	4
126	например в	1	3
127	же как	4	3
128	и до	1	3
129	и за	1	3
130	что если	1	3
131	в первый	1	3
132	говорить о	1	3
133	то это	1	3
134	что его	1	3
135	это означало	2	3
136	но не	5	3
137	как в	7	3
138	что именно	1	3
139	увидим что	1	3
140	от этого	1	3
141	не можем	2	3
142	та же	2	3
143	на этом	3	3
144	здесь мы	2	3
145	его в	8	3
146	уже знаем	1	3
147	должен был	3	3
148	этого слова	1	3
149	далеко не	4	3
150	должно быть	2	3
151	всех этих	1	3
152	но если	3	3
153	в которых	4	3
154	их в	4	3
155	что этот	1	3
156	она не	3	3
157	в то	2	3
158	в основе	1	3
159	и для	2	3
160	во все	1	3
161	в пределах	1	3
162	мнение что	2	3
163	так и	1	3
164	и здесь	1	3
165	что и	2	3
166	во всей	1	3
167	сделать это	1	3
168	том как	1	3
169	с одной	2	3
170	в виде	4	3
171	был бы	1	3
172	тому же	1	3
173	всяком случае	1	3
174	могло бы	1	3
175	в одном	1	3
176	из нее	2	3
177	тем что	3	3
178	но и	8	3
179	здесь в	2	3
180	и затем	1	3
181	не было	2	3
182	одной стороны	2	3
183	эти слова	1	3
184	из которых	2	3
185	смысле этого	1	3
