N	3gram	Propp_Isto_7	Problema
1	о том что	5	14
2	тем не менее	4	12
3	в этом случае	1	7
4	и т д	16	6
5	в данном случае	3	5
6	с одной стороны	4	5
7	в связи с	1	5
8	с другой стороны	8	5
9	то же самое	1	5
10	более или менее	1	4
11	только в том	1	4
12	до сих пор	2	4
13	сама по себе	1	4
14	в том что	4	4
15	в чистом виде	1	3
16	будет сказать что	1	3
17	но и в	2	3
18	точно так же	2	3
19	не просто как	1	3
20	мы все же	1	3
21	не может быть	3	3
22	это значит что	1	3
23	то это значит	1	2
24	в самом деле	1	2
25	никак не может	1	2
26	ничем не отличается	1	2
27	бы то ни	1	2
28	можно было бы	1	2
29	не имеет никаких	1	2
30	не только в	5	2
31	то что она	1	2
32	и тот же	1	2
33	по содержанию своему	1	2
34	один и тот	1	2
35	вопрос о том	1	2
36	мысль о том	1	2
37	тем более не	1	2
38	и здесь мы	2	2
39	таким образом что	1	1
40	на том что	1	1
41	каждый элемент в	1	1
42	мы хотели бы	1	1
43	идти только о	2	1
44	только потому что	1	1
45	в таких условиях	1	1
46	ни в каких	1	1
47	что в данном	1	1
48	в каких доказательствах	1	1
49	еще не вполне	1	1
50	нам кажется что	1	1
51	о том как	1	1
52	а в том	2	1
53	же как и	1	1
54	он не может	1	1
55	но далеко не	1	1
56	не отличается от	1	1
57	или может быть	1	1
58	в зависимости от	1	1
59	а так как	1	1
60	из самых важных	1	1
61	то что в	3	1
62	может идти только	2	1
63	но это не	2	1
64	как мы уже	1	1
65	что и здесь	3	1
66	то и другое	1	1
67	вместе с тем	1	1
68	то время как	2	1
69	только в условиях	1	1
70	так же как	4	1
71	здесь мы имеем	2	1
72	в противоречие с	1	1
73	и что здесь	1	1
74	сих пор мы	1	1
75	то ни было	1	1
76	ничего не будет	1	1
77	на первый взгляд	4	1
78	речь может идти	2	1
79	то и здесь	1	1
80	не должны были	1	1
81	и соответствующие им	1	1
82	как и сам	1	1
83	мы просто имеем	1	1
84	она все же	1	1
85	по тому что	1	1
86	только о том	1	1
87	представляет собой переход	1	1
88	но тем не	2	1
89	мы не можем	2	1
90	для нас не	1	1
91	в то время	2	1
92	этого можно будет	1	1
93	так и в	2	1
94	эта теория хотя	1	1
95	и тем более	1	1
96	не только на	1	1
97	но все же	2	1
98	ту или иную	1	1
99	мы имеем в	4	1
100	в этих случаях	10	1
101	в свете этой	1	1
102	т д тем	1	1
103	мы и здесь	1	1
104	одна из этих	2	1
105	что он обладает	1	1
106	на то чтобы	2	1
107	д тем не	1	1
