N	3gram	Bakhtin_Pr_5	Dialekti
1	с точки зрения	2	9
2	в том что	2	9
3	по крайней мере	1	7
4	не может быть	3	6
5	то же время	10	6
6	в то же	10	6
7	сама по себе	1	5
8	для того чтобы	1	5
9	в этом смысле	3	4
10	того что он	2	4
11	что он есть	1	4
12	подобно тому как	2	4
13	не говорит о	1	3
14	и в этом	2	3
15	одних и тех	1	2
16	в чем же	1	2
17	того или другого	1	2
18	о том как	1	2
19	как и все	2	2
20	и в то	2	2
21	сам по себе	2	2
22	и тех же	1	2
23	но в то	4	2
24	в свою очередь	1	2
25	тем не менее	1	2
26	в виду и	1	1
27	тот же самый	1	1
28	в чем не	1	1
29	что же такое	1	1
30	становится тем что	1	1
31	прежде всего в	1	1
32	дело в том	1	1
33	а не в	1	1
34	к богу как	1	1
35	он не может	3	1
36	вполне понятно что	2	1
37	и то в	1	1
38	в сущности в	2	1
39	не входит в	1	1
40	в отличие от	2	1
41	и та же	2	1
42	можно сказать что	1	1
43	но для этого	1	1
44	то что я	2	1
45	возможно лишь в	1	1
46	рано или поздно	1	1
47	вы говорите что	1	1
48	и не в	2	1
49	и то что	1	1
50	в данном случае	1	1
51	друг другу как	1	1
52	да еще с	1	1
53	и все его	1	1
54	в конце концов	3	1
55	он сам не	1	1
56	и как бы	1	1
57	и с этой	1	1
58	что он сам	2	1
59	в этот момент	1	1
60	в нем не	1	1
61	не в силах	2	1
62	но так же	1	1
63	но только в	1	1
64	можно прямо сказать	1	1
65	я не могу	1	1
66	как бы в	1	1
67	как будто что-то	1	1
68	с одной из	1	1
69	и ни в	1	1
70	в нем нет	1	1
71	из которых каждый	1	1
72	но тем не	1	1
73	имел в виду	1	1
74	в этом случае	1	1
75	одна и та	2	1
76	о том что	1	1
77	и вместе с	1	1
78	мы можем сказать	2	1
79	но ведь и	1	1
80	не только не	1	1
81	как бы ни	1	1
82	и не может	2	1
83	вопрос о том	1	1
84	и во всякой	1	1
85	и прежде всего	4	1
86	он как бы	1	1
87	но все же	2	1
88	ни в чем	1	1
89	с другой стороны	3	1
90	может и не	1	1
91	друг от друга	1	1
92	все время перед	1	1
93	для этого необходимо	2	1
94	вы думаете что	3	1
95	это как бы	1	1
96	в процессе всего	1	1
97	в отношении к	7	1
98	никогда и не	1	1
99	можем сказать что	2	1
100	отношении к нему	1	1
101	той или иной	4	1
102	мы еще не	1	1
