N	2gram	Nazirov_Tr_1	Problema
1	и в	18	30
2	в своей	1	22
3	то есть	3	21
4	не только	8	18
5	то что	4	18
6	в этом	9	17
7	том что	4	17
8	и даже	4	14
9	таким образом	1	13
10	но и	4	13
11	потому что	2	13
12	о том	2	12
13	в его	3	12
14	в том	2	12
15	и не	7	12
16	так что	2	11
17	в своем	3	11
18	у него	6	11
19	в этой	4	10
20	в виде	2	10
21	для нас	1	10
22	все же	5	9
23	на земле	1	9
24	но в	6	9
25	который в	2	9
26	только в	1	9
27	и все	4	9
28	в конце	3	8
29	но не	1	7
30	как и	5	7
31	не в	2	7
32	никогда не	2	7
33	связи с	1	7
34	в дальнейшем	5	7
35	так и	5	7
36	что он	6	7
37	может быть	7	7
38	говорит о	2	7
39	в связи	1	7
40	в результате	1	7
41	вместе с	1	7
42	и на	7	6
43	тут же	2	6
44	и как	3	6
45	в нем	4	6
46	его в	2	6
47	несмотря на	5	6
48	и его	6	6
49	и что	4	6
50	что и	2	6
51	уже не	2	6
52	прежде всего	4	6
53	как бы	7	6
54	конце концов	1	6
55	и то	2	5
56	в году	9	5
57	не просто	2	5
58	в которой	1	5
59	тем не	1	5
60	и с	7	5
61	с тем	2	5
62	он и	2	5
63	еще в	2	5
64	миф о	1	5
65	но он	1	5
66	что этот	2	5
67	не менее	1	5
68	и притом	1	5
69	того как	1	5
70	и о	1	5
71	людей в	1	5
72	и их	1	5
73	а не	1	5
74	не может	5	5
75	так же	4	5
76	в самом	2	5
77	что в	4	5
78	к людям	3	4
79	человека и	1	4
80	и он	3	4
81	отнюдь не	3	4
82	в себе	4	4
83	при этом	3	4
84	но все	2	4
85	же не	1	4
86	об этом	4	4
87	ни в	2	4
88	говорится о	1	4
89	не мог	2	4
90	не так	2	4
91	любви и	2	4
92	в то	5	4
93	в трагедии	1	4
94	за что	1	4
95	и сам	3	4
96	iii в	3	4
97	в период	1	4
98	в частности	2	4
99	жизни в	1	4
100	в виду	1	3
101	в ней	1	3
102	еще не	4	3
103	он сам	7	3
104	в ее	2	3
105	он в	1	3
106	бы не	1	3
107	с одной	1	3
108	он не	2	3
109	страдания и	1	3
110	в другом	1	3
111	знает что	2	3
112	сам же	1	3
113	но только	1	3
114	в самой	1	3
115	как будто	3	3
116	в духе	1	3
117	указывает на	1	3
118	жизнь и	3	3
119	в эпоху	1	3
120	с ним	3	3
121	после того	1	3
122	и который	1	3
123	а также	1	3
124	все в	1	3
125	к нему	3	3
126	и знает	1	3
127	все время	1	3
128	того что	1	3
129	в одном	2	3
130	именно в	1	3
131	видит в	1	3
132	точно так	2	3
133	он считает	1	2
134	самом деле	1	2
135	за все	1	2
136	и до	2	2
137	то же	5	2
138	и за	2	2
139	я не	4	2
140	в таком	2	2
141	все эти	3	2
142	в чем	1	2
143	значение и	1	2
144	отношение к	2	2
145	сознательно и	1	2
146	до небес	1	2
147	как в	3	2
148	что именно	1	2
149	свои страдания	1	2
150	если он	1	2
151	не к	1	2
152	по словам	2	2
153	факт что	1	2
154	это не	5	2
155	но уже	1	2
156	в них	1	2
157	с такой	1	2
158	раз и	2	2
159	во времена	1	2
160	в котором	1	2
161	представление о	1	2
162	страха и	1	2
163	борьбу с	1	2
164	того чтобы	1	2
165	ничего не	2	2
166	по своей	1	2
167	и готов	1	2
168	тем что	2	2
169	в области	1	2
170	не могут	2	2
171	его за	2	2
172	к тому	2	2
173	как мы	1	2
174	данном случае	2	2
175	можно было	1	2
176	не за	2	2
177	за то	1	2
178	он был	2	2
179	является по	1	2
180	по себе	1	2
181	в глаза	2	2
182	между тем	1	2
183	хорошо знает	1	2
184	по мнению	2	2
185	именно на	1	2
186	есть в	1	2
187	уже в	3	2
188	свидетельствует о	1	2
189	всяком случае	1	2
190	что не	1	2
191	то и	2	2
192	власти и	1	2
193	с помощью	1	2
194	мог быть	1	2
195	о себе	1	2
196	в данном	2	2
197	наряду с	1	2
198	бросается в	2	2
199	в это	2	2
200	с этой	1	2
201	один из	3	2
202	это уже	2	2
203	этот образ	4	2
204	у которого	1	2
205	хотя бы	1	2
206	гораздо больше	1	2
207	из тех	1	2
208	при его	1	2
209	но еще	1	2
210	по поводу	2	2
211	во всяком	1	2
212	я и	1	1
213	если б	2	1
214	и т	1	1
215	не думает	1	1
216	xvii века	1	1
217	сам по	1	1
218	к своей	1	1
219	это и	1	1
220	и есть	1	1
221	мы встречаем	1	1
222	мать и	1	1
223	бледность и	2	1
224	а как	2	1
225	в и	1	1
226	вопрос о	2	1
227	из своих	2	1
228	всех людей	1	1
229	при создании	1	1
230	не вполне	1	1
231	на себя	1	1
232	и ее	2	1
233	начала в	1	1
234	в xix	1	1
235	и силе	1	1
236	не был	2	1
237	или от	1	1
238	и немецкий	1	1
239	с его	2	1
240	мысль что	1	1
241	драме в	1	1
242	сама собой	1	1
243	бы в	1	1
244	силы и	1	1
245	свою жизнь	1	1
246	и чужой	1	1
247	человеческой личности	2	1
248	своей и	1	1
249	что ее	1	1
250	глаза а	1	1
251	это был	2	1
252	о нет	1	1
253	перед нами	2	1
254	и наконец	1	1
255	x в	1	1
256	и хотя	1	1
257	слова он	1	1
258	то в	1	1
259	поэтому он	1	1
260	оттого что	1	1
261	бы и	2	1
262	автор в	1	1
263	что это	5	1
264	очень важно	2	1
265	его а	1	1
266	право на	1	1
267	ее сердце	1	1
268	говорит не	1	1
269	имеет для	1	1
270	и если	1	1
271	вообще не	1	1
272	что она	2	1
273	и критики	1	1
274	душу и	1	1
275	и вот	1	1
276	него есть	1	1
277	содержит в	1	1
278	этого мотива	1	1
279	не могли	1	1
280	никому не	1	1
281	и по	1	1
282	в образе	6	1
283	от нее	1	1
284	с криком	1	1
285	на всю	1	1
286	был первым	1	1
287	а по	1	1
288	времени в	2	1
289	ума и	1	1
290	по природе	1	1
291	с начала	1	1
292	будущего и	1	1
293	на свои	1	1
294	бессмертие души	1	1
295	хотел его	1	1
296	эту тему	1	1
297	к величайшему	1	1
298	и ко	1	1
299	но я	1	1
300	не выдерживает	1	1
301	и при	1	1
302	в такой	1	1
303	эта тема	1	1
304	почти не	1	1
305	повествованием о	1	1
306	не столько	1	1
307	что сердце	1	1
308	не как	1	1
309	своего рода	3	1
310	что я	4	1
311	дается в	1	1
312	маленький и	1	1
313	все это	4	1
314	и тайны	1	1
315	того кто	1	1
316	вместе со	2	1
317	возвращается к	1	1
318	тому что	1	1
319	перед собою	1	1
320	вплоть до	1	1
321	не раз	1	1
322	тем самым	3	1
323	xviii века	1	1
324	что эта	1	1
325	впадает в	1	1
326	самого начала	1	1
327	не имеет	2	1
328	о чем	3	1
329	на котором	1	1
330	в xx	1	1
331	виду не	1	1
332	что вы	3	1
333	он с	1	1
334	это мы	1	1
335	самое большее	1	1
336	характерна и	1	1
337	же время	6	1
338	к ней	1	1
339	во всем	1	1
340	iii это	1	1
341	вот что	1	1
342	является ли	1	1
343	ему в	1	1
344	его дочь	2	1
345	iii здесь	1	1
346	к себе	1	1
347	прощает своего	1	1
348	и должно	1	1
349	уже было	1	1
350	что наш	1	1
351	в душе	2	1
352	его с	1	1
353	свое значение	1	1
354	где он	1	1
355	она не	1	1
356	и это	2	1
357	вы не	1	1
358	с ее	3	1
359	и образ	1	1
360	на другой	1	1
361	с самого	1	1
362	вспомнить о	1	1
363	его самого	1	1
364	же говорит	1	1
365	на нее	1	1
366	не нравится	1	1
367	в борьбе	1	1
368	мог бы	3	1
369	чем у	1	1
370	когда в	1	1
371	но у	1	1
372	в последней	1	1
373	но становится	1	1
374	и здесь	2	1
375	разрушения и	1	1
376	нем по	1	1
377	мы понимаем	1	1
378	за свое	1	1
379	восходит к	1	1
380	дома и	2	1
381	добра и	1	1
382	которое уже	1	1
383	не доверяет	1	1
384	нуждается в	1	1
385	говорит он	1	1
386	есть с	1	1
387	наблюдать и	1	1
388	в новой	1	1
389	в двух	1	1
390	понимание этого	1	1
391	всю ее	1	1
392	даже если	2	1
393	в обществе	1	1
394	только на	1	1
395	а он	1	1
396	рассказывает о	1	1
397	называет его	1	1
398	здесь мы	1	1
399	него нет	1	1
400	одно из	1	1
401	никто не	3	1
402	не для	1	1
403	ее не	1	1
404	к ним	1	1
405	как его	1	1
406	идет в	1	1
407	характерны для	1	1
408	и вместе	1	1
409	в форме	1	1
410	в финале	1	1
411	доходит до	1	1
412	даже не	1	1
413	как у	2	1
414	чем он	2	1
415	и др	1	1
416	только по	1	1
417	не было	1	1
418	и стал	1	1
419	а на	1	1
420	до конца	2	1
421	ничем не	2	1
422	в рассказе	2	1
423	в муках	1	1
424	любовь по	1	1
425	приходит в	1	1
426	ни за	1	1
427	и она	1	1
428	важная для	2	1
429	и потому	1	1
430	как это	3	1
431	в человеке	1	1
432	xix века	1	1
433	для искусства	2	1
434	голова его	1	1
435	могут быть	1	1
436	в литературе	1	1
437	и судьбы	1	1
438	на свете	1	1
439	над человеком	1	1
440	но это	4	1
441	под влиянием	2	1
442	любовь к	1	1
443	перед собой	1	1
444	и от	1	1
445	что оно	1	1
446	в силах	2	1
447	целей а	1	1
448	от него	1	1
449	из себя	1	1
450	и которое	1	1
451	только что	1	1
452	гораздо важнее	2	1
453	я в	1	1
454	не я	1	1
455	личности и	2	1
456	с ними	1	1
457	в романе	10	1
458	героя и	1	1
459	состоит из	2	1
460	однако есть	1	1
461	только о	2	1
462	в голову	1	1
463	сам о	1	1
464	а я	5	1
465	это в	1	1
466	вдруг на	1	1
467	к м	1	1
