N	3gram	Voloshinov_1	Istorich
1	с другой стороны	2	8
2	так же как	1	4
3	с одной стороны	2	4
4	в тех случаях	1	4
5	тем не менее	1	4
6	в том что	2	4
7	этой точки зрения	1	3
8	то что в	1	3
9	с этой точки	1	3
10	не может быть	4	3
11	в данном случае	2	3
12	тех случаях когда	1	3
13	идти только о	1	2
14	может идти только	1	2
15	но тем не	1	2
16	речь может идти	1	2
17	мы не можем	1	2
18	таким образом мы	1	2
19	как и в	1	2
20	же объясняется что	1	1
21	только потому что	1	1
22	с точки зрения	5	1
23	состоит в том	1	1
24	но так как	2	1
25	по отношению к	3	1
26	в самом деле	2	1
27	нам кажется что	1	1
28	то же самое	1	1
29	но далеко не	1	1
30	в зависимости от	2	1
31	в другом месте	1	1
32	не входит в	1	1
33	можно было бы	1	1
34	мы все же	1	1
35	и тот же	1	1
36	может быть это	1	1
37	в связи с	1	1
38	в связи со	1	1
39	почти никогда не	1	1
40	один и тот	1	1
41	более или менее	1	1
42	не только на	1	1
43	ту или иную	1	1
44	к тому что	1	1
