N	4gram	Bakhtin_Pr_4	KulturaY
1	одним и тем же	1	2
2	в той или иной	1	2
3	никогда не может быть	1	1
4	с двух точек зрения	1	1
5	если бы не было	1	1
6	и не может быть	5	1
7	сама по себе еще	1	1
8	в собственном смысле слова	1	1
9	нет разумеется никакой необходимости	1	1
10	то это вовсе не	1	1
11	по себе еще не	2	1
12	в самом деле в	1	1
13	а может быть и	1	1
14	друг от друга в	1	1
15	еще раз подчеркнуть что	1	1
16	и в то же	1	1
17	не с точки зрения	1	1
18	строить свою речь в	1	1
19	в то же время	5	1
