N	2gram	Bakhtin_Fr_6	VerxiiNi
1	и в	41	26
2	таким образом	17	22
3	с тем	1	18
4	в этом	12	15
5	вместе с	6	15
6	точки зрения	2	13
7	как бы	7	12
8	в том	2	11
9	из этих	2	10
10	не только	10	10
11	и с	16	10
12	может быть	2	10
13	связи с	2	9
14	в области	2	9
15	так как	10	9
16	но и	13	9
17	что в	7	9
18	но не	2	8
19	в индии	3	8
20	и у	2	8
21	с другой	4	8
22	и не	3	8
23	как на	1	8
24	но в	8	7
25	связанные с	1	7
26	но все	1	7
27	из них	5	7
28	том что	7	7
29	потому что	3	7
30	в эпоху	6	7
31	к нему	3	7
32	с одной	4	7
33	то что	10	7
34	а с	1	7
35	одной стороны	4	7
36	того же	4	6
37	представление о	2	6
38	все же	4	6
39	все эти	11	6
40	в себе	5	6
41	с точки	2	6
42	в отношении	1	6
43	так и	5	6
44	и т.д	1	6
45	о том	9	6
46	в конце	2	6
47	что и	1	6
48	несмотря на	1	6
49	и потому	2	6
50	все это	11	6
51	отношение к	1	5
52	сих пор	3	5
53	и к	1	5
54	лишь в	2	5
55	или менее	1	5
56	не имеет	1	5
57	того чтобы	4	5
58	никогда не	8	5
59	для того	1	5
60	образом в	2	5
61	в его	7	5
62	до сих	3	5
63	а не	2	5
64	и для	3	5
65	так же	5	5
66	одной из	3	5
67	более или	1	5
68	в котором	4	4
69	то же	5	4
70	в самом	10	4
71	в этой	8	4
72	и по	1	4
73	что все	2	4
74	то есть	24	4
75	с другими	3	4
76	должен был	1	4
77	он не	2	4
78	далеко не	1	4
79	и тогда	1	4
80	в которых	1	4
81	в то	6	4
82	в нем	16	4
83	а в	4	4
84	и что	5	4
85	только в	3	4
86	на этот	1	4
87	ничем не	1	4
88	не может	4	4
89	в смысле	1	4
90	и от	4	4
91	в этих	2	4
92	во время	9	4
93	что он	6	4
94	из всех	1	3
95	не вполне	1	3
96	к сожалению	1	3
97	в своем	5	3
98	и нет	1	3
99	и как	4	3
100	в которой	1	3
101	что это	5	3
102	и те	2	3
103	и если	1	3
104	при этом	3	3
105	не менее	1	3
106	как о	2	3
107	к концу	1	3
108	в других	1	3
109	и о	1	3
110	в народных	2	3
111	на нее	1	3
112	ясно что	1	3
113	можно сказать	1	3
114	в значительной	2	3
115	того что	3	3
116	но с	2	3
117	так что	2	3
118	уже не	1	3
119	связывается с	1	3
120	для него	1	3
121	в одном	5	3
122	к ним	1	3
123	и даже	4	3
124	в связи	1	3
125	а так	1	3
126	с этой	3	3
127	в результате	4	3
128	у них	1	3
129	конце концов	1	3
130	отношению к	1	3
131	и другие	2	3
132	в таком	1	3
133	всем и	2	2
134	говорили о	3	2
135	одним из	4	2
