N	2gram	Vinokur_St_2	Myshleni
1	в том	27	42
2	том что	27	35
3	в процессе	2	27
4	таким образом	10	25
5	в развитии	1	25
6	в этом	21	24
7	точки зрения	5	24
8	в качестве	5	21
9	и в	29	20
10	что в	19	19
11	заключается в	1	18
12	в основе	1	17
13	то же	2	16
14	не только	19	15
15	то что	11	15
16	что они	2	14
17	как мы	1	13
18	в их	3	12
19	при этом	2	12
20	может быть	2	12
21	с другой	4	12
22	потому что	9	12
23	с точки	2	11
24	в его	13	11
25	так же	3	11
26	и то	1	10
27	в истории	2	10
28	в себе	2	10
29	в отношении	2	10
30	того что	5	10
31	только в	2	10
32	так как	2	10
33	того же	2	9
34	и другие	2	9
35	и как	2	9
36	как и	2	9
37	между тем	5	9
38	что и	2	9
39	тот же	1	9
40	как это	2	9
41	другой стороны	3	9
42	но и	19	9
43	и тем	1	8
44	было бы	5	8
45	этом смысле	1	8
46	и что	6	8
47	вместе с	7	8
48	и не	9	8
49	в результате	2	8
50	самом деле	3	7
51	и тот	1	7
52	в своей	7	7
53	и более	2	7
54	того чтобы	6	7
55	тем что	3	7
56	этом отношении	9	7
57	а не	5	7
58	как бы	5	7
59	же как	3	6
60	в самом	7	6
61	той же	1	6
62	и на	6	6
63	тому же	3	6
64	одно и	1	6
65	те же	1	6
66	с тем	7	6
67	мы видели	1	6
68	к одному	1	6
69	к тому	10	6
70	можно было	1	6
71	его в	2	6
72	что он	13	6
73	уже в	1	6
74	не может	2	6
75	такого рода	2	6
76	сказать что	2	6
77	речь идет	4	5
78	как в	3	5
79	с этим	3	5
80	все же	6	5
81	целый ряд	1	5
82	и к	4	5
83	все эти	2	5
84	на то	2	5
85	это положение	1	5
86	в действии	1	5
87	и тому	1	5
88	только не	2	5
89	и его	6	5
90	не является	3	5
91	никогда не	3	5
92	так и	9	5
93	если бы	2	5
94	о том	17	5
95	раньше чем	4	5
96	мы можем	1	5
97	для того	7	5
98	в частности	4	5
99	что такое	2	5
100	тем же	2	4
101	в сущности	1	4
102	в своем	9	4
103	и те	2	4
104	как он	2	4
105	и с	4	4
106	первую очередь	1	4
107	с этой	2	4
108	в первую	1	4
109	по сравнению	1	4
110	и той	1	4
111	не в	4	4
112	тому что	7	4
113	на один	1	4
114	что с	2	4
115	одному и	1	4
116	что оно	1	4
117	роль в	1	4
118	на том	1	4
119	все время	1	4
120	только что	2	4
121	из них	3	4
122	это предположение	1	4
123	в области	2	4
124	в речи	4	4
125	по своему	2	4
126	и для	1	4
127	для нас	1	4
128	между ними	1	4
129	к этому	4	4
130	во всяком	3	4
131	как известно	2	3
132	идет о	3	3
133	не имеют	1	3
134	в виду	7	3
135	столь же	1	3
136	со словами	1	3
137	в чем	1	3
138	себе и	1	3
139	когда он	1	3
140	говорит что	1	3
141	но в	8	3
142	в которой	11	3
143	представляет собой	1	3
144	то обстоятельство	4	3
145	в этой	2	3
146	на его	2	3
147	на этом	1	3
148	что все	1	3
149	в совершенно	1	3
150	различие между	1	3
151	на все	1	3
152	обоих случаях	1	3
153	ни в	3	3
154	в один	2	3
155	в этих	3	3
156	к истории	2	3
157	одним и	1	3
158	оно стало	1	3
159	нас к	1	3
160	не менее	3	3
161	что эта	3	3
162	в обоих	3	3
163	связи с	4	3
164	обстоятельство что	4	3
165	не могут	1	3
166	ничего общего	1	3
167	литературному языку	1	3
168	возникают и	1	3
169	внимание на	4	3
170	и во	1	3
171	один из	1	3
172	одной из	3	3
173	но не	3	3
174	в какой	2	3
175	всяком случае	3	3
176	одни и	1	3
177	так что	3	3
178	но что	1	3
179	со стороны	2	3
180	на этот	2	3
181	именно в	4	3
182	к которому	1	3
183	только к	2	3
184	в связи	1	3
185	сравнению с	1	3
186	по существу	2	3
187	этом случае	1	3
188	в условиях	1	3
189	и от	1	3
190	не подлежит	1	3
191	к одной	1	3
192	бы в	1	3
193	совершенно не	2	3
194	по одному	1	3
195	точно так	1	3
196	одним из	6	2
197	также и	2	2
198	относятся к	3	2
199	что слово	1	2
200	ту же	1	2
201	высшей степени	1	2
202	едва ли	1	2
203	место в	1	2
204	мы и	1	2
205	зависимости от	1	2
206	в ней	7	2
207	отличие от	2	2
208	не просто	1	2
209	и речи	2	2
210	которые не	3	2
211	как говорит	2	2
212	по пути	2	2
213	из этих	1	2
214	в известном	3	2
215	остановиться на	1	2
216	вообще не	3	2
217	пути с	1	2
218	к выводу	1	2
219	в нем	4	2
220	именно то	1	2
221	этого вопроса	1	2
222	том чтобы	1	2
223	раз в	2	2
224	свое время	1	2
225	но вместе	1	2
226	в основу	1	2
227	в каждом	1	2
228	а затем	2	2
229	факт что	6	2
230	затем уже	1	2
231	действительности в	1	2
232	не соответствует	1	2
233	в высшей	1	2
234	к которым	1	2
235	качестве средства	1	2
236	такой же	1	2
237	нисколько не	1	2
238	которую он	2	2
239	с теоретической	1	2
240	в отличие	2	2
241	том же	2	2
242	что этот	2	2
243	в той	5	2
244	но они	2	2
245	может служить	1	2
246	не имеет	2	2
247	того как	7	2
248	не по	2	2
249	речи не	1	2
250	это слово	3	2
251	из истории	1	2
252	что на	3	2
253	не совсем	1	2
254	по нашему	1	2
255	отличается от	1	2
256	в наши	1	2
257	что при	1	2
258	и он	3	2
259	и это	2	2
260	и которая	1	2
261	свою очередь	1	2
262	и сами	1	2
263	здесь не	1	2
264	данном случае	1	2
265	всякую возможность	1	2
266	расхождение между	1	2
267	никак не	2	2
268	и которые	1	2
269	еще не	1	2
270	даны в	2	2
271	выводу что	1	2
272	с полным	1	2
273	и здесь	3	2
274	настоящее время	1	2
275	а также	2	2
276	связь между	1	2
277	в языке	5	2
278	согласно которой	1	2
279	по мнению	1	2
280	но как	1	2
281	на всем	2	2
282	в значении	4	2
283	от других	1	2
284	для него	4	2
285	тогда как	2	2
286	у него	1	2
287	случае не	2	2
288	только на	1	2
289	в каком	2	2
290	с той	2	2
291	а с	3	2
292	прежде всего	5	2
293	с которым	1	2
294	если не	2	2
295	виде в	1	2
296	в данном	2	2
297	что это	3	2
298	самого себя	1	2
299	том смысле	2	2
300	даже в	2	2
301	этом вопросе	1	2
