N	3gram	Medvedev_F_1	Dialekti
1	и т д	8	19
2	с точки зрения	13	12
3	это значит что	1	9
4	сама по себе	2	8
5	в том что	1	7
6	по себе не	1	5
7	то же время	8	4
8	с другой стороны	1	4
9	в то же	8	4
10	как она есть	1	3
11	более или менее	6	3
12	в этом смысле	1	3
13	может быть и	3	3
14	и в этом	2	3
15	не может и	1	3
16	не может быть	5	3
17	та или иная	1	3
18	ничего общего с	1	3
19	и не должна	1	2
20	на самом деле	6	2
21	одной стороны и	4	2
22	до сих пор	6	2
23	не с точки	1	2
24	и в то	1	2
25	в этом отношении	1	2
26	и т п	4	2
27	или хотя бы	1	2
28	может и не	1	2
29	и в частности	2	2
30	с одной стороны	4	2
31	как один из	1	2
32	по сравнению с	1	2
33	это конечно не	1	2
34	не должна быть	1	2
35	во всяком случае	4	2
36	точки зрения самого	1	2
37	с этой стороны	1	2
38	по себе но	1	2
39	к тому что	1	2
40	а с точки	1	2
41	наука до сих	1	1
42	в чем же	1	1
43	они никогда не	1	1
44	что в данном	1	1
45	но даже и	1	1
46	так или иначе	1	1
47	мы уже знаем	1	1
48	как раз и	1	1
49	них и в	1	1
50	если же он	1	1
51	они вовсе не	1	1
52	сами по себе	2	1
53	бы ни было	1	1
54	можно говорить о	1	1
55	как мы увидим	2	1
56	на самом же	1	1
57	но для этого	1	1
58	она дана в	1	1
59	действительности как она	1	1
60	и не в	2	1
61	отнюдь не является	1	1
62	в том чтобы	2	1
63	этих и подобных	1	1
64	но в то	2	1
65	вовсе не есть	1	1
66	в отношении к	1	1
67	в связи с	2	1
68	это и не	1	1
69	в новое время	1	1
70	связи с этим	2	1
71	самом же деле	1	1
72	точки зрения своей	1	1
73	у них есть	1	1
74	с самого начала	1	1
75	хотя бы в	1	1
76	может показаться что	1	1
77	но все же	1	1
78	в этом его	1	1
79	друг от друга	2	1
80	и может быть	1	1
81	уже знаем что	1	1
82	мы замечаем что	1	1
83	тех или иных	1	1
84	и ни на	1	1
85	тем не менее	1	1
