N	2gram	Tiupa_Narr_1	Komedia
1	и в	19	22
2	том что	14	12
3	но и	23	11
4	в том	18	11
5	не только	32	10
6	в то	3	10
7	из них	3	10
8	как и	7	9
9	может быть	25	9
10	таким образом	1	8
11	о том	6	8
12	и его	5	8
13	и не	20	8
14	едва ли	1	7
15	в этой	5	7
16	то же	4	6
17	тому же	5	6
18	и по	1	6
19	не в	14	6
20	ни в	3	6
21	в конце	1	6
22	одного из	4	6
23	что он	6	6
24	такого рода	7	6
25	к тому	7	6
26	а в	11	6
27	что в	3	6
28	до нас	1	5
29	как в	7	5
30	на его	1	5
31	при этом	9	5
32	потому что	1	5
33	так и	9	5
34	и даже	3	5
35	между тем	3	5
36	один из	3	5
37	уже в	3	5
38	в его	9	5
39	прежде всего	4	5
40	с другой	8	5
41	нового времени	2	5
42	когда же	1	5
43	другой стороны	4	5
44	из его	1	4
45	что они	3	4
46	но в	6	4
47	в нем	4	4
48	в другом	1	4
49	на протяжении	6	4
50	несмотря на	2	4
51	точки зрения	10	4
52	в котором	1	4
53	в их	1	4
54	как мы	3	4
55	на него	3	4
56	же время	4	4
57	а также	7	4
58	что и	1	4
59	действующих лиц	1	4
60	в качестве	21	4
61	мы можем	1	4
62	тем что	3	4
63	именно в	6	4
64	в результате	2	4
65	же в	4	4
66	по поводу	1	4
67	речь идет	4	3
68	же как	3	3
69	в тех	1	3
70	идет о	2	3
71	в году	1	3
72	мы не	1	3
73	х годов	1	3
74	и на	3	3
75	в чем	1	3
76	как правило	4	3
77	с одной	7	3
78	в этом	17	3
79	все же	7	3
80	хотя и	3	3
81	и как	5	3
82	в целом	1	3
83	да и	4	3
84	он не	3	3
85	здесь мы	1	3
86	и с	4	3
87	его в	2	3
88	первую очередь	1	3
89	в них	1	3
90	и ее	2	3
91	место в	1	3
92	не менее	3	3
93	однако в	2	3
94	даже в	2	3
95	по отношению	7	3
96	к этим	1	3
97	ничего не	2	3
98	этом отношении	3	3
99	у нас	1	3
100	могут быть	3	3
101	и сам	1	3
102	во второй	2	3
103	там же	1	3
104	в частности	14	3
105	и одновременно	2	3
106	тот же	1	3
107	одной из	4	3
108	только в	4	3
109	и у	1	3
110	в начале	1	3
111	отношение к	2	3
112	у него	4	3
113	каждый из	2	3
114	как раз	2	3
115	после смерти	2	3
116	к которому	2	3
117	так же	2	3
118	как это	6	3
119	по своему	1	3
120	одной стороны	7	3
121	в любом	2	3
122	не мог	4	3
123	здесь в	1	3
124	всего в	1	3
125	и все	2	3
126	отношению к	6	3
127	как известно	2	2
128	того же	1	2
129	здесь и	2	2
130	на две	1	2
131	видеть в	1	2
132	в сущности	3	2
133	на себя	3	2
134	столь же	3	2
135	бы то	3	2
136	совсем не	1	2
137	отличие от	5	2
138	в настоящем	1	2
139	наряду с	2	2
140	в рамках	12	2
141	независимо от	2	2
142	что касается	2	2
143	что по	2	2
144	в противоположность	2	2
145	в самом	1	2
146	в известном	2	2
147	в себе	8	2
148	два фрагмента	1	2
149	в первую	1	2
150	в принципе	4	2
151	в силу	4	2
152	на этом	1	2
153	то ни	3	2
154	из персонажей	1	2
155	для характеристики	1	2
156	было бы	4	2
157	и тем	4	2
158	мы видели	1	2
159	или менее	2	2
160	в следующем	1	2
161	и самого	3	2
162	но он	1	2
163	тем не	3	2
164	одна из	3	2
165	это еще	1	2
166	при всем	2	2
167	к ней	1	2
168	по своей	3	2
169	как будто	3	2
170	в области	2	2
171	ли это	1	2
172	одному из	1	2
173	же самое	1	2
174	протяжении всего	1	2
175	для себя	1	2
176	с ее	3	2
177	в себя	6	2
178	что у	2	2
179	времени и	7	2
180	мог бы	3	2
181	и здесь	1	2
182	аналогии с	1	2
183	нас в	1	2
184	и во	1	2
185	в форме	5	2
186	или может	1	2
187	еще не	7	2
188	даже если	1	2
189	который в	2	2
190	из которых	4	2
191	этом что	1	2
192	а то	1	2
193	вовсе не	1	2
194	в финале	1	2
195	со стороны	9	2
196	даже не	3	2
197	точек зрения	2	2
198	до сих	1	2
199	хоть и	1	2
200	вслед за	4	2
201	то и	1	2
202	одну из	2	2
203	не может	10	2
204	но не	5	2
205	в состоянии	1	2
206	и формы	1	2
207	к нему	5	2
208	сих пор	1	2
209	но это	1	2
210	или в	2	2
211	как теперь	1	2
212	будто бы	3	2
213	ни было	3	2
214	то что	11	2
215	в свою	3	2
216	в действительности	1	2
217	где он	1	2
218	широкое распространение	1	1
219	также и	1	1
220	переходит к	1	1
221	сам по	1	1
222	на самом	1	1
223	не что	2	1
224	между двумя	5	1
225	и больше	1	1
226	намек на	1	1
227	уже по	1	1
228	и за	1	1
229	по его	1	1
230	одним из	2	1
231	мы уже	1	1
232	можно выявить	1	1
233	число таких	1	1
234	совпадает с	1	1
235	что иное	2	1
236	ему в	2	1
237	живущих на	1	1
238	в мире	9	1
239	и он	3	1
240	в ней	3	1
241	иное как	2	1
242	служит для	1	1
243	во всех	1	1
244	как у	1	1
245	он может	1	1
246	не входит	1	1
247	не все	5	1
248	ответ на	1	1
249	очевидно что	1	1
250	отнюдь не	5	1
251	мира в	5	1
252	из уст	1	1
253	дает нам	1	1
254	в своем	2	1
255	к категории	1	1
256	в полном	2	1
257	когда он	3	1
258	ему что	1	1
259	не являются	2	1
260	и к	1	1
261	более или	2	1
262	за все	1	1
263	то в	6	1
264	за собой	4	1
265	всего лишь	2	1
266	из жизни	1	1
267	что это	3	1
268	сказать о	1	1
269	литературе нового	1	1
270	так или	2	1
271	гг в	1	1
272	представляет собой	13	1
273	бы не	2	1
274	из этих	3	1
275	определена как	1	1
276	но без	2	1
277	приводит к	2	1
278	и тот	2	1
279	самую суть	1	1
280	роль в	2	1
281	о других	1	1
282	претендует на	1	1
283	перемены в	1	1
284	не могла	1	1
285	ряд фрагментов	1	1
286	состоит в	13	1
287	к одному	1	1
288	по существу	2	1
289	у читателя	1	1
290	не могли	1	1
291	его от	1	1
292	подобно тому	2	1
293	но все	4	1
294	человека в	2	1
295	значительной степени	2	1
296	на мать	1	1
297	что все	1	1
298	же не	4	1
299	в совершенно	1	1
300	зрителя в	1	1
301	об этом	1	1
302	то есть	19	1
303	зрения на	2	1
304	это было	1	1
305	две другие	1	1
306	на путь	1	1
307	перед нами	4	1
308	должен был	1	1
309	начала и	1	1
310	конкретной ситуации	1	1
311	героя или	1	1
312	по домам	1	1
313	а с	3	1
314	все равно	1	1
315	соответствии с	1	1
316	в самую	2	1
317	как об	1	1
318	выступать в	1	1
319	и уже	1	1
320	птиц в	1	1
321	жизни но	2	1
322	с такой	1	1
323	начала х	1	1
324	относительно которых	1	1
325	не так	1	1
326	себя внимание	3	1
327	отрыве от	1	1
328	в ходе	1	1
329	в ногах	1	1
330	а как	1	1
331	никто не	1	1
332	наших дней	1	1
333	и третий	1	1
334	в отличие	5	1
335	в которых	1	1
336	не представляется	1	1
337	особое место	1	1
338	игравшие на	1	1
339	теми же	1	1
340	и более	1	1
341	рамках этой	2	1
342	том же	1	1
343	времени а	1	1
344	по себе	5	1
345	чувствовала себя	1	1
346	высказывания в	6	1
347	между людьми	1	1
348	при всех	2	1
349	преданий о	1	1
350	вплоть до	2	1
351	она могла	1	1
352	в обоих	2	1
353	в русской	1	1
354	если в	3	1
355	и сама	1	1
356	не по	1	1
357	которого он	2	1
358	он еще	1	1
359	а может	1	1
360	в какой-то	1	1
361	к концу	1	1
362	в тексте	16	1
363	и после	2	1
364	следует отметить	2	1
365	обращает на	3	1
366	мы и	1	1
367	что на	2	1
368	ему не	1	1
369	может показаться	1	1
370	и для	2	1
371	в специальном	1	1
372	к себе	5	1
373	не могут	1	1
374	еще одна	3	1
375	узнаем о	1	1
376	в поле	1	1
377	например на	1	1
378	от друга	1	1
379	однако ни	1	1
380	данном случае	4	1
381	особенно в	3	1
382	призывают к	1	1
383	представляется возможным	1	1
384	говорить о	2	1
385	что могло	1	1
386	и когда	2	1
387	по аналогии	1	1
388	можно было	2	1
389	далеком прошлом	1	1
390	те же	4	1
391	когда в	1	1
392	мира и	2	1
393	не кто	1	1
394	от начала	1	1
395	один человек	2	1
396	с ним	1	1
397	свидетельствуют о	1	1
398	с человеком	2	1
399	эпизод в	1	1
400	о ней	3	1
401	о нем	4	1
402	именно с	1	1
403	людей так	1	1
404	людьми и	1	1
405	в значительной	2	1
406	как было	3	1
407	жили в	1	1
408	в отрыве	1	1
409	на ее	1	1
410	организации текста	2	1
411	может и	1	1
412	отметить что	1	1
413	и только	2	1
414	ее содержание	1	1
415	наконец в	2	1
416	если это	1	1
417	в литературе	2	1
418	того что	1	1
419	в двух	2	1
420	идет по	2	1
421	дело с	2	1
422	нуждается в	5	1
423	хотя бы	4	1
424	к их	1	1
425	которое мы	1	1
426	поэтому и	1	1
427	согласно которой	1	1
428	во времени	8	1
429	мира как	1	1
430	до наших	1	1
431	себя в	5	1
432	времени когда	1	1
433	ни одного	1	1
434	не дает	1	1
435	где бы	1	1
436	мир в	1	1
437	в судьбе	1	1
438	не видеть	1	1
439	может служить	1	1
440	не случайно	2	1
441	и никакой	2	1
442	от того	1	1
443	перед ними	1	1
444	на том	3	1
445	конца в	1	1
446	не противоречит	1	1
447	друг от	1	1
448	в особенности	4	1
449	из двух	3	1
450	или иначе	3	1
451	говорить и	1	1
452	далеко не	5	1
453	и прежде	1	1
454	на чем	2	1
455	было и	1	1
456	имело место	1	1
457	и др	2	1
458	его из	1	1
459	в соответствии	1	1
460	его как	2	1
461	о чем	2	1
462	первые два	2	1
463	из многочисленных	2	1
464	они лишь	1	1
465	совершенно очевидно	2	1
466	главного персонажа	2	1
467	предложения как	1	1
468	связь с	1	1
469	и потому	2	1
470	что именно	2	1
471	делятся на	1	1
472	и столь	1	1
473	к своему	1	1
474	в данном	5	1
475	к жизни	1	1
476	мы узнаем	1	1
477	в той	6	1
478	тому как	2	1
479	как бы	4	1
480	герой в	1	1
481	в это	1	1
482	или хотя	1	1
483	этого слова	2	1
484	с этой	1	1
485	впрочем не	1	1
486	о его	1	1
487	если оно	1	1
488	что нет	2	1
489	его устранения	1	1
490	в книге	1	1
491	о воцарении	1	1
492	культурной жизни	1	1
493	отношении но	1	1
494	случаях когда	1	1
495	и очевидно	1	1
496	обращается к	1	1
497	от него	1	1
498	в третьем	3	1
499	но зато	1	1
500	которым можно	2	1
501	обстоит дело	1	1
502	хотя в	2	1
503	в общем	1	1
504	к ее	1	1
505	вопрос как	1	1
506	и представляет	2	1
