N	3gram	Bakhtin_Pr_2	Myshleni
1	с точки зрения	8	18
2	в том что	1	15
3	с другой стороны	3	9
4	с одной стороны	1	8
5	по отношению к	5	7
6	о том что	1	6
7	в собственном смысле	1	5
8	не может быть	4	5
9	в то время	2	5
10	же как и	1	4
11	до сих пор	7	4
12	то время как	2	4
13	можно сказать что	1	4
14	друг с другом	4	4
15	смысле этого слова	1	3
16	на то что	2	3
17	то же самое	1	3
18	сам по себе	5	3
19	можно было бы	3	3
20	во всяком случае	1	3
21	друг от друга	2	3
22	если бы он	1	2
23	время как в	1	2
24	и то же	2	2
25	прежде всего в	1	2
26	есть прежде всего	1	2
27	том что он	2	2
28	как если бы	2	2
29	между этими двумя	1	2
30	на этот вопрос	2	2
31	то же время	5	2
32	одно и то	2	2
33	то что у	1	2
34	по своей структуре	1	2
35	в значительной степени	1	2
36	я не могу	2	2
37	вместо того чтобы	1	2
38	в одном из	1	2
39	что может быть	1	2
40	в самом деле	4	2
41	в то же	5	2
42	таким образом и	1	2
43	а следовательно и	1	1
44	таким образом попытка	1	1
45	дело в том	1	1
46	большей или меньшей	1	1
47	на самом деле	1	1
48	мы увидим в	1	1
49	в этом смысле	2	1
50	в том же	1	1
51	в этом пункте	1	1
52	как раз и	2	1
53	что с точки	1	1
54	и не может	4	1
55	что он не	1	1
56	в отличие от	4	1
57	но и в	1	1
58	как мы увидим	3	1
59	же время не	1	1
60	так как если	1	1
61	хотя и не	2	1
62	в себе и	1	1
63	ввести их в	1	1
64	том числе и	1	1
65	от мысли к	1	1
66	с самим собой	3	1
67	мысли и слова	1	1
68	по крайней мере	1	1
69	что было бы	1	1
70	одной стороны и	1	1
71	типа и в	1	1
72	части нашей работы	1	1
73	своих целей и	1	1
74	сознания и в	1	1
75	в результате такого	1	1
76	а с помощью	1	1
77	бы в самом	1	1
78	речь как бы	1	1
79	в конце концов	2	1
80	как мы это	1	1
81	все больше и	1	1
82	благоприятные условия для	1	1
83	отношение между ними	1	1
84	друг к другу	2	1
85	собственном смысле слова	1	1
86	о которых мы	1	1
87	пока наконец не	1	1
88	этой точки зрения	1	1
89	смысле слова и	1	1
90	как и все	4	1
91	он не боится	1	1
92	но тем не	1	1
93	само по себе	1	1
94	всего того что	1	1
95	не только не	1	1
96	но все же	2	1
97	мы будем говорить	1	1
98	образом как и	1	1
99	больше и больше	1	1
100	как мы уже	1	1
101	в том числе	1	1
102	сама по себе	4	1
103	и т д	4	1
104	тем не менее	2	1
105	положение в котором	2	1
106	сказать что это	1	1
107	как и в	3	1
108	например в отношении	1	1
109	той или иной	3	1
