N	3gram	Bakhtin_Pr_3	TeoriaLi
1	по отношению к	1	8
2	в отличие от	1	7
3	в том что	3	6
4	то же время	5	6
5	в то же	5	6
6	состоит в том	1	4
7	более или менее	3	4
8	с другой стороны	1	3
9	тем не менее	2	3
10	можно сказать что	4	3
11	той или иной	1	3
12	в этом смысле	1	3
13	по своей природе	1	2
14	мы имеем дело	1	2
15	в соответствии с	2	2
16	с точки зрения	2	2
17	и позволяет говорить	1	2
18	так или иначе	1	2
19	и тем самым	1	2
20	тех или иных	1	2
21	не может быть	1	2
22	как и в	3	2
23	а между тем	2	1
24	самим собою в	1	1
25	в той или	1	1
26	здесь и теперь	1	1
27	это было бы	1	1
28	в том числе	11	1
29	в одной из	1	1
30	позиции в мире	1	1
31	и в то	2	1
32	модус взаимоотношений человека	1	1
33	том числе и	10	1
34	но во всех	1	1
35	с самим собою	4	1
36	человека с человеком	1	1
37	и др в	2	1
38	он ни был	1	1
39	во всей своей	1	1
40	по крайней мере	1	1
41	может быть и	2	1
42	этом смысле можно	1	1
43	можно даже сказать	1	1
44	литературе нового времени	2	1
45	таким образом и	1	1
46	этой жанровой традиции	1	1
47	к вопросу о	1	1
48	в себя и	1	1
49	видения мира и	1	1
50	принадлежат к числу	1	1
51	имеем дело с	1	1
52	это своего рода	2	1
53	в связи с	1	1
54	тем или иным	1	1
55	в следующей главе	1	1
56	всей своей полноте	1	1
57	даже сказать что	1	1
58	фамильярный контакт между	1	1
59	в истории литературы	1	1
60	о том что	2	1
61	веселую относительность всего	1	1
62	в душе моей	1	1
63	новый модус взаимоотношений	1	1
64	включает в себя	1	1
65	и прежде всего	5	1
66	но в то	1	1
67	именно потому что	1	1
68	точки зрения логики	1	1
69	связь со смертью	1	1
70	в большинстве случаев	4	1
71	взаимоотношений человека с	1	1
72	вольный фамильярный контакт	2	1
73	провозглашает веселую относительность	1	1
74	человека и его	3	1
