N	3gram	Bakhtin_Pr_5	StatiiOP
1	в том что	2	16
2	о том что	1	11
3	в этом отношении	1	9
4	том что он	1	5
5	до сих пор	1	5
6	вместе с тем	1	5
7	для того чтобы	1	5
8	к тому что	1	5
9	дело в том	1	4
10	что он не	1	4
11	с другой стороны	3	3
12	во всяком случае	4	3
13	с самого начала	8	3
14	вопрос о том	1	3
15	в том же	1	2
16	у меня в	1	2
17	с точки зрения	2	2
18	в отличие от	2	2
19	не только с	1	2
20	бы то ни	3	2
21	то что в	1	2
22	в значительной степени	1	2
23	ни в одном	1	2
24	то ни было	3	2
25	и в этом	2	2
26	всяком случае не	1	2
27	для него самого	1	2
28	то что он	1	2
29	но и с	1	2
30	так и в	2	2
31	не только не	1	2
32	в самом деле	1	2
33	но все же	2	2
34	за то что	1	2
35	тем не менее	1	2
36	к тому же	3	2
37	но кроме того	1	1
38	а между тем	3	1
39	и в которой	1	1
40	и для самого	1	1
41	на самом деле	9	1
42	где я не	1	1
43	но и по	1	1
44	в этом смысле	3	1
45	что же касается	1	1
46	в эту сторону	1	1
47	он не может	3	1
48	них как на	1	1
49	он с самого	1	1
50	должно было быть	1	1
51	точно такое же	1	1
52	сам по себе	2	1
53	говорить о мире	1	1
54	о чем он	1	1
55	говорит о себе	1	1
56	с которыми он	1	1
57	не укладывается в	1	1
58	и в другом	1	1
59	в ответе другого	1	1
60	вы говорите что	1	1
61	но и эти	1	1
62	и пр в	1	1
63	в котором все	1	1
64	одно и то	3	1
65	что почти все	1	1
66	в чем же	1	1
67	в данном случае	1	1
68	в высшей степени	3	1
69	в конце концов	3	1
70	все это и	1	1
71	и то же	3	1
72	и вместе с	1	1
73	настолько велико что	1	1
74	к одному из	1	1
75	на них как	1	1
76	что он сам	2	1
77	друг к другу	3	1
78	а прежде всего	1	1
79	на тему о	2	1
80	я не могу	1	1
81	и в том	1	1
82	потому что они	1	1
83	в свое время	1	1
84	нет ни одного	2	1
85	по отношению к	6	1
86	ни одного слова	2	1
87	то же время	10	1
88	и кто ж	1	1
89	действующих лиц в	1	1
90	имел в виду	1	1
91	в то время	1	1
92	в свою очередь	1	1
93	в этом случае	1	1
94	что у меня	3	1
95	как его понимал	1	1
96	и все это	2	1
97	как бы ни	1	1
98	по его мнению	1	1
99	и в особенности	1	1
100	в ней буквально	1	1
101	в то же	10	1
102	говорит что он	1	1
103	это еще не	1	1
104	и что он	2	1
105	в отношении к	7	1
106	котором все эти	1	1
107	как мы видели	1	1
