N	3gram	Tiupa_Teor_1	Problema
1	о том что	1	14
2	тем не менее	3	12
3	по крайней мере	1	6
4	так или иначе	4	6
5	в этом смысле	2	5
6	в данном случае	5	5
7	с одной стороны	2	5
8	в связи с	1	5
9	того или иного	3	5
10	с другой стороны	5	5
11	то же самое	1	5
12	более или менее	2	4
13	тот или иной	2	4
14	отношение знака к	3	4
15	в то же	5	4
16	сама по себе	1	4
17	в том что	8	4
18	что иное как	1	3
19	только то что	1	3
20	точно так же	1	3
21	не может быть	4	3
22	есть не что	1	3
23	можно сказать что	2	3
24	не что иное	1	3
25	имея в виду	1	2
26	том что в	1	2
27	в том числе	2	2
28	никак не может	1	2
29	можно говорить о	1	2
30	бы то ни	1	2
31	том числе и	1	2
32	то или иное	1	2
33	содержит в себе	1	2
34	в том случае	1	2
35	может быть и	2	2
36	для того чтобы	1	2
37	имеем в виду	3	2
38	не совпадает с	1	2
39	между собой и	1	2
40	заключается в том	1	2
41	та или иная	1	2
42	не только не	2	2
43	подобно тому как	1	2
44	друг от друга	1	2
45	том или ином	1	2
46	и здесь мы	1	2
47	каждая из этих	1	1
48	однако и в	1	1
49	таким образом что	1	1
50	в той или	1	1
51	отнюдь не в	1	1
52	не является ни	1	1
53	иметь в виду	1	1
54	это было бы	1	1
55	а в том	1	1
56	может быть определен	1	1
57	или иной мере	1	1
58	том случае если	1	1
59	момент для понимания	1	1
60	также еще и	1	1
61	ни одно слово	1	1
62	и не возникает	1	1
63	своими корнями в	1	1
64	не могли бы	1	1
65	и в то	1	1
66	не только такие	1	1
67	только в условиях	1	1
68	так же как	1	1
69	можно даже сказать	1	1
70	здесь мы имеем	1	1
71	то ни было	1	1
72	отношений которые в	1	1
73	именно такого рода	1	1
74	но и любые	2	1
75	на первый взгляд	1	1
76	и то же	1	1
77	как один из	1	1
78	в известном смысле	1	1
79	а с другой	2	1
80	в нашем случае	2	1
81	в одном случае	1	1
82	в том или	1	1
83	входит в состав	1	1
84	тоже является знаком	1	1
85	уходит своими корнями	1	1
86	было и не	1	1
87	что даже в	1	1
88	в то время	1	1
89	и тем самым	2	1
90	не все что	1	1
91	определенного смысла и	1	1
92	той или иной	1	1
93	ту или иную	1	1
94	мы имеем в	3	1
95	в этих случаях	1	1
96	больше и больше	1	1
97	в данном контексте	1	1
98	с самим собою	1	1
99	один из видов	1	1
100	а в то	1	1
101	с другими знаками	3	1
102	семантики лингвистических единиц	1	1
103	по своему смыслу	1	1
104	и а и	1	1
105	о и а	1	1
