N	3gram	Losev_Dial_3	Vladivir
1	о том что	5	7
2	в том что	3	7
3	то же время	1	4
4	на то что	3	4
5	в то же	1	4
6	том что в	1	3
7	более или менее	1	3
8	с другой стороны	2	3
9	не может быть	6	3
10	но даже и	2	2
11	как раз и	3	2
12	на первый план	4	2
13	и в то	1	2
14	и в частности	1	2
15	в то время	4	2
16	во всяком случае	2	2
17	мы уже сказали	1	2
18	что у него	1	2
19	так что в	1	2
20	тем не менее	10	2
21	что и в	1	2
22	к тому же	2	2
23	и т д	23	2
24	потому что его	2	1
25	что иное как	6	1
26	а следовательно и	1	1
27	из всего этого	1	1
28	по одному тому	2	1
29	потому что в	1	1
30	и той же	1	1
31	не говоря уже	2	1
32	в самом деле	5	1
33	и в особенности	1	1
34	и по существу	1	1
35	очень и очень	1	1
36	и не может	1	1
37	так что и	1	1
38	говоря уже о	2	1
39	бы то ни	1	1
40	как это часто	1	1
41	несмотря на свою	1	1
42	все той же	1	1
43	веры и знания	2	1
44	но что такое	4	1
45	одно и то	2	1
46	субъект и объект	2	1
47	он не в	1	1
48	все то же	1	1
49	то время как	4	1
50	кроме того и	1	1
51	уже о том	1	1
52	содержит в себе	1	1
53	шеллинг и гегель	1	1
54	если бы мы	1	1
55	то ни было	1	1
56	с одной стороны	3	1
57	что для нас	1	1
58	в связи с	1	1
59	и то же	2	1
60	не содержит в	1	1
61	и в этом	2	1
62	потому что их	1	1
63	так или иначе	2	1
64	на первом плане	1	1
65	где же тут	2	1
66	это конечно не	1	1
67	ту же тему	1	1
68	и в том	1	1
69	очень мало и	1	1
70	одной и той	1	1
71	есть не что	3	1
72	и ни в	1	1
73	ни в каком	3	1
74	ни в чем	1	1
75	вовсе не есть	5	1
76	и что она	2	1
77	это и есть	2	1
78	и как это	1	1
79	и все это	1	1
80	мы и не	1	1
81	и никогда не	1	1
82	не только не	7	1
83	что отнюдь не	2	1
84	что все в	1	1
85	от отца и	1	1
86	в науке и	1	1
87	к тому что	2	1
88	и больше ничего	4	1
89	не что иное	6	1
90	в сравнении с	3	1
91	случае не может	1	1
92	во всем его	1	1
93	и что в	1	1
94	в себе не	1	1
95	выдвигает на первый	1	1
96	в этом отношении	1	1
