N	3gram	Propp_Isto_7	KulturaY
1	и т п	1	24
2	и т д	16	14
3	в том что	4	10
4	можно было бы	1	9
5	с точки зрения	1	8
6	в самом деле	1	7
7	с другой стороны	8	7
8	только потому что	1	6
9	тем не менее	4	5
10	в зависимости от	1	4
11	не только в	5	4
12	не может быть	3	4
13	точно так же	2	3
14	в связи с	1	3
15	поставить вопрос о	1	2
16	в этом случае	1	2
17	только в том	1	2
18	на этот вопрос	2	2
19	с этой точки	3	2
20	вместе с тем	1	2
21	дело не в	3	2
22	в таких случаях	1	2
23	так же как	4	2
24	и потому что	1	2
25	этой точки зрения	3	2
26	но все же	2	2
27	мы знаем что	1	2
28	к этому же	1	1
29	чаще всего в	1	1
30	хотя и не	1	1
31	все дело в	1	1
32	состоит в том	1	1
33	а не с	1	1
34	по его мнению	1	1
35	еще одно важное	1	1
36	на ту пору	1	1
37	здесь прежде всего	1	1
38	уже не в	1	1
39	в частности и	1	1
40	потому что я	1	1
41	но все это	1	1
42	до сих пор	2	1
43	но и у	1	1
44	в иных случаях	1	1
45	но связь эта	1	1
46	что он не	1	1
47	мы должны признать	1	1
48	потому что у	2	1
49	связанные с этим	1	1
50	обстановки в которой	1	1
51	бы то ни	1	1
52	той обстановки в	1	1
53	а так как	1	1
54	но он не	1	1
55	еще указать что	1	1
56	но это не	2	1
57	за что не	1	1
58	с тех пор	1	1
59	и не в	1	1
60	и дело что	1	1
61	и у других	1	1
62	и в других	2	1
63	все это в	1	1
64	то время как	2	1
65	т е в	2	1
66	для нас особенно	1	1
67	в данном случае	3	1
68	в первый раз	1	1
69	то ни было	1	1
70	с одной стороны	4	1
71	и здесь мы	2	1
72	повлечет за собой	1	1
73	ни за что	1	1
74	по содержанию своему	1	1
75	в прямой связи	2	1
76	мы имеем здесь	1	1
77	ответ на этот	1	1
78	не только у	1	1
79	в достаточной степени	1	1
80	другой стороны к	1	1
81	но с другой	1	1
82	новые и новые	1	1
83	не стоит в	2	1
84	в то время	2	1
85	данном случае в	1	1
86	может быть это	1	1
87	в том чтобы	2	1
88	как и в	2	1
89	и здесь следует	1	1
90	должен быть поставлен	1	1
91	о том что	5	1
92	т д или	2	1
93	потому что этого	1	1
94	еще один пример	1	1
95	сюда же относится	1	1
96	стоит в прямой	1	1
97	не может и	1	1
98	в большинстве случаев	1	1
99	после того как	2	1
100	к тому что	1	1
101	т д и	1	1
102	сама по себе	1	1
103	то же что	2	1
104	но в том-то	2	1
105	т д в	2	1
106	как мы видели	1	1
107	прямой связи со	1	1
