N	2gram	Bakhtin_Fr_7	Myslijsy
1	потому что	5	46
2	то есть	20	34
3	в слове	1	32
4	в том	11	32
5	и в	41	30
6	может быть	4	28
7	то же	13	23
8	не только	5	21
9	только в	6	21
10	но и	9	19
11	того что	2	18
12	том что	4	18
13	то что	8	18
14	не есть	2	17
15	что в	9	17
16	в себе	11	16
17	по себе	1	16
18	и не	7	15
19	не в	9	15
20	в сознании	1	15
21	а не	2	15
22	таким образом	19	14
23	что и	5	13
24	так как	3	13
25	вместе с	5	12
26	а в	5	12
27	так и	10	11
28	как в	5	10
29	в этом	15	10
30	как и	14	10
31	в то	10	10
32	и что	1	10
33	мы не	2	9
34	в нем	7	9
35	было бы	4	9
36	между тем	1	9
37	для него	6	9
38	и то	2	8
39	в ней	5	8
40	в самом	1	8
41	что слово	1	7
42	есть не	2	7
43	но не	1	7
44	с тем	1	7
45	и без	1	7
46	тем самым	3	7
47	тем что	3	7
48	как мы	11	7
49	так что	1	7
50	слова в	1	7
51	вовсе не	7	7
52	к тому	2	7
53	например в	3	6
54	же что	2	6
55	с этим	2	6
56	с ним	2	6
57	не имеет	3	6
58	указывает на	1	6
59	там же	1	6
60	что он	3	6
61	уже не	2	6
62	из них	3	6
63	и слово	1	6
64	но оно	1	6
65	не может	3	6
66	что только	1	6
67	но это	3	6
68	человека и	1	5
69	сам по	1	5
70	еще не	2	5
71	по отношению	2	5
72	в своем	9	5
73	и как	2	5
74	есть для	1	5
75	думать что	1	5
76	одно и	2	5
77	и тем	1	5
78	в них	7	5
79	что я	1	5
80	же время	9	5
81	как на	1	5
82	в каком	1	5
83	не могут	1	5
84	мысль о	1	5
85	словом и	1	5
86	уже в	5	5
87	одно из	1	5
88	есть только	1	5
89	отношению к	2	5
90	должно быть	4	5
91	слова и	1	5
92	сказать что	1	5
93	в каждой	2	4
94	что именно	1	4
95	не было	3	4
96	что это	4	4
97	он не	4	4
98	и по	3	4
99	и наоборот	1	4
100	мы видели	5	4
101	и при	1	4
102	в котором	1	4
103	есть нечто	1	4
104	того как	5	4
105	это слово	1	4
106	и его	9	4
107	оно не	2	4
108	и это	5	4
109	в его	12	4
110	один из	1	4
111	далеко не	2	4
112	для человека	1	4
113	и потому	3	4
114	все это	10	4
115	этот образ	2	4
116	и от	8	4
117	тем более	1	4
118	все что	4	4
119	и есть	3	3
120	в первом	1	3
121	бы ни	1	3
122	и на	4	3
123	в чем	2	3
124	а только	2	3
125	более или	2	3
126	при этом	3	3
127	в силу	1	3
128	в каждом	1	3
129	не будет	1	3
130	что все	2	3
131	и может	2	3
132	его в	3	3
133	этого не	1	3
134	оно имеет	1	3
135	или менее	2	3
136	как бы	7	3
137	место в	4	3
138	образом и	2	3
139	прибавить что	1	3
140	существует для	1	3
141	на него	1	3
142	образом в	1	3
143	заметить что	1	3
144	свою очередь	3	3
145	в образе	4	3
146	или в	2	3
147	здесь как	2	3
148	том как	2	3
149	в словах	2	3
150	время в	2	3
151	это было	2	3
152	к нему	5	3
153	на которой	2	3
154	есть в	6	3
155	только на	2	3
156	в начале	1	3
157	никто не	10	3
158	прежде всего	11	3
159	нельзя сказать	1	3
160	именно в	2	3
161	такое же	1	3
162	от другого	1	3
163	в одно	1	3
164	связь с	1	3
165	так же	5	3
166	в человеке	2	3
167	все остальные	1	3
168	не знаем	2	3
169	и все	14	3
170	от всего	1	3
171	здесь только	2	3
172	в свою	3	3
173	не знает	3	3
174	в последнем	1	3
175	в которой	2	3
176	к этому	5	3
177	в таком	1	3
178	самом деле	1	2
179	это и	1	2
180	в приведенном	1	2
181	и до	6	2
182	в их	3	2
183	часть его	1	2
184	мы уже	12	2
185	той же	3	2
186	он как	1	2
187	все в	1	2
188	ему в	1	2
189	именно эти	1	2
190	оно ни	2	2
191	и человеческой	2	2
192	явлений и	2	2
193	в новом	1	2
194	тогда как	1	2
195	отношение к	2	2
196	за пределы	1	2
197	что они	1	2
198	но без	2	2
199	человек может	2	2
200	что хотя	1	2
201	все же	1	2
202	и получает	1	2
203	и слова	1	2
204	целый ряд	4	2
205	что по	1	2
206	его к	3	2
207	та же	4	2
208	в этой	13	2
209	а напротив	1	2
210	человеке и	1	2
211	в образы	1	2
212	не могла	1	2
213	человек не	1	2
214	так сказать	3	2
215	слово это	2	2
216	не как	1	2
217	с таким	1	2
218	но все	4	2
219	смысле в	1	2
220	того насколько	1	2
221	на все	1	2
222	не нашел	1	2
223	время и	1	2
224	ни в	6	2
225	несмотря на	3	2
226	понятия и	1	2
227	во время	3	2
228	точки зрения	5	2
229	в своей	3	2
230	а как	1	2
231	в которых	2	2
232	мысли и	1	2
233	перед собою	1	2
234	их в	2	2
235	том же	1	2
236	даже в	1	2
237	что есть	2	2
238	она не	1	2
239	на котором	1	2
240	как о	3	2
241	но только	1	2
242	в разных	2	2
243	глядя на	2	2
244	этом отношении	2	2
245	ему не	1	2
246	от этого	3	2
247	в области	2	2
248	так например	1	2
249	ничего общего	1	2
250	и самое	1	2
251	и о	1	2
252	в ее	1	2
253	в буквальном	1	2
254	так в	1	2
255	котором мы	1	2
256	и с	4	2
257	об этом	1	2
258	связанное с	2	2
259	каждый раз	1	2
260	о том	6	2
261	и та	1	2
262	его жизни	1	2
263	от него	1	2
264	от них	1	2
265	природы и	1	2
266	в форме	3	2
267	может стать	2	2
268	по содержанию	1	2
269	мы видим	6	2
270	мысли об	1	2
271	одной из	2	2
272	и после	1	2
273	том чтобы	1	2
274	связи с	1	2
275	в виде	1	2
276	в одном	3	2
277	у него	6	2
278	в других	1	2
279	не были	1	2
280	и даже	1	2
281	что человек	1	2
282	притом не	1	2
283	у меня	1	2
284	самое слово	1	2
285	в речи	1	2
286	нет ни	2	2
287	по своему	2	2
288	он говорит	1	2
289	нужно прибавить	1	2
290	с этой	1	2
291	еще раз	1	2
292	перед нами	2	2
293	не подлежит	3	2
294	бы в	2	2
295	и наконец	4	2
296	образов и	1	2
297	же в	2	2
298	в системе	1	2
299	в свой	1	2
300	но этот	3	2
301	первом случае	1	2
302	в свое	2	2
303	есть то	2	2
304	жизни и	3	2
305	образ в	1	2
306	это в	3	2
307	которая не	1	2
308	и наиболее	1	1
309	последним словом	1	1
310	отношения к	1	1
311	одним из	1	1
312	до него	1	1
313	переходит к	1	1
314	мы здесь	2	1
315	не остается	1	1
316	не имел	1	1
317	на самом	2	1
318	тех же	1	1
319	было как	2	1
320	оно было	2	1
321	должна быть	1	1
322	едва ли	1	1
323	во-первых потому	1	1
324	по его	1	1
325	его не	1	1
326	он уже	1	1
327	может достигнуть	1	1
328	что между	2	1
329	которую мы	1	1
330	в первый	1	1
331	мы называем	1	1
332	в сущности	4	1
333	время как	1	1
334	но она	1	1
335	как я	4	1
336	смысле оно	1	1
337	и со	2	1
338	и заставляет	2	1
339	явление не	1	1
340	того же	3	1
341	всех сторон	1	1
342	его лице	1	1
343	он был	3	1
344	на них	3	1
345	он сам	1	1
346	здесь не	1	1
347	души есть	1	1
348	с его	2	1
349	только после	1	1
350	не без	1	1
351	к движению	1	1
352	человек при	1	1
353	данном случае	1	1
354	он может	3	1
355	совсем не	3	1
356	при нем	1	1
357	себе и	1	1
358	отличие от	1	1
359	удаленные друг	1	1
360	жизни все	1	1
361	друг от	1	1
362	в настоящем	1	1
363	всех ее	1	1
364	чем же	1	1
365	в истории	1	1
366	приходит на	1	1
367	его на	1	1
368	так называемая	1	1
369	некоторое время	1	1
370	к новому	2	1
371	еще и	1	1
372	хотя и	4	1
373	образом они	1	1
374	имеет в	1	1
375	увидим что	1	1
376	но в	8	1
377	роль играет	2	1
378	но эта	1	1
379	назначению а	1	1
380	явления и	2	1
381	эту идею	1	1
382	связь ее	1	1
383	все эти	13	1
384	образом те	1	1
385	если мы	1	1
386	самым и	1	1
387	еще один	1	1
388	все слова	1	1
389	от простого	1	1
390	тому же	1	1
391	как он	2	1
392	но на	1	1
393	в первых	1	1
394	к миру	1	1
395	но именно	3	1
396	после этого	1	1
397	ряд их	1	1
398	всем своем	1	1
399	при виде	4	1
400	в корне	1	1
401	и вот	2	1
402	свое время	2	1
403	в нее	3	1
404	и иметь	1	1
405	где нет	1	1
406	что мир	1	1
407	в совершенно	1	1
408	в мире	3	1
409	таком же	1	1
410	со всех	2	1
411	это не	6	1
412	форму и	1	1
413	видеть и	1	1
414	в жизни	1	1
415	это слияние	2	1
416	данное нами	1	1
417	в тот	1	1
418	сказать и	1	1
419	которой он	2	1
420	нигде не	2	1
421	с такой	1	1
422	такою же	2	1
423	наука в	1	1
424	себе все	2	1
425	но нигде	1	1
426	в этих	2	1
427	вещи в	2	1
428	места в	2	1
429	от своего	1	1
430	дает направление	1	1
431	таким же	3	1
432	неразрывно связано	1	1
433	как все	1	1
434	в такой	1	1
435	с точки	3	1
436	знаем что	1	1
437	жизни с	1	1
438	были уже	1	1
439	стало быть	1	1
440	не будем	1	1
441	тела затем	1	1
442	которые в	1	1
443	но он	4	1
444	с такою	1	1
445	речи в	1	1
446	уже сказали	1	1
447	не должно	3	1
448	между прочим	1	1
449	человека есть	1	1
450	нем же	1	1
451	ее с	1	1
452	и сама	2	1
453	в процессе	2	1
454	было не	1	1
455	и искусство	1	1
456	отделяется от	1	1
457	принадлежит к	1	1
458	если ему	1	1
459	следовательно и	2	1
460	проникать в	1	1
461	того и	1	1
462	все свои	2	1
463	ничего не	4	1
464	с одним	1	1
465	ее деятельности	1	1
466	своей природе	1	1
467	более что	1	1
468	во всем	1	1
469	не находим	1	1
470	мы бы	1	1
471	в более	4	1
472	здесь же	1	1
473	души но	1	1
474	быть в	1	1
475	вещь и	1	1
476	уже и	1	1
477	что на	1	1
478	может показаться	1	1
479	растением и	1	1
480	наоборот одно	1	1
481	начиная с	1	1
482	встречается в	1	1
483	все особенности	1	1
484	его за	1	1
485	же самое	1	1
486	сверху и	1	1
487	ли что	1	1
488	собственное имя	2	1
489	однако по	2	1
490	должен быть	2	1
491	мы привели	1	1
492	своего развития	1	1
493	значения и	1	1
494	от друга	1	1
495	в виду	4	1
496	происходит и	1	1
497	связи со	1	1
498	но самое	1	1
499	ею в	1	1
500	с самого	2	1
501	на том	2	1
502	и когда	1	1
503	что у	3	1
504	за то	3	1
505	времени и	1	1
506	не с	1	1
507	особенно в	2	1
508	на которую	1	1
509	от большого	1	1
510	в результате	2	1
511	жизнь и	2	1
512	без основания	1	1
513	слова ни	1	1
514	из одного	4	1
515	остановимся на	2	1
516	доказывая что	1	1
517	но здесь	1	1
518	находится в	2	1
519	именно потому	1	1
520	и здесь	4	1
521	и т.д	2	1
522	и т.п	9	1
523	говорить не	1	1
524	другими словами	2	1
525	в глаза	1	1
526	одного из	2	1
527	в строго	1	1
528	в которое	1	1
529	после того	4	1
530	все его	3	1
531	первоначального замысла	1	1
532	нас в	3	1
533	образом мы	1	1
534	души в	1	1
535	подлежит сомнению	1	1
536	обращается к	1	1
537	принуждены будем	1	1
538	во всех	3	1
539	во-вторых потому	1	1
540	этому поводу	1	1
541	на одном	5	1
542	от одного	1	1
543	в другой	1	1
544	ее содержание	1	1
545	формы его	1	1
546	в ту	1	1
547	бросается в	1	1
548	с самым	1	1
549	есть такой	1	1
550	в двух	1	1
551	как простое	1	1
552	тот же	2	1
553	ней то	1	1
554	дает еще	1	1
555	предмета чтобы	1	1
556	как нечто	2	1
557	но более	1	1
558	целого и	1	1
559	который в	1	1
560	и ее	2	1
561	по этому	3	1
562	чтобы найти	1	1
563	себя в	1	1
564	эти образы	2	1
565	чем они	1	1
566	еще одну	1	1
567	одни черты	1	1
568	не принадлежит	1	1
569	или даже	1	1
570	при помощи	1	1
571	его и	1	1
572	смерти и	1	1
573	мир не	2	1
574	бы совершенно	1	1
575	в известной	1	1
576	к ним	1	1
577	как его	1	1
578	и бесконечно	1	1
579	не говорит	1	1
580	явлений в	1	1
581	к самому	2	1
582	известных нам	1	1
583	чтобы показать	1	1
584	здесь от	2	1
585	и человека	1	1
586	как у	1	1
587	них в	1	1
588	по своим	1	1
589	в ряде	3	1
590	и образов	2	1
591	на которые	1	1
592	мы еще	1	1
593	по всей	1	1
594	себе то	1	1
595	но есть	3	1
596	превращается в	1	1
597	на этот	1	1
598	не на	3	1
599	и непосредственно	1	1
600	его как	2	1
601	образом это	2	1
602	самое произведение	1	1
603	как изображается	1	1
604	повторяется в	1	1
605	бы оно	2	1
606	почти ничего	2	1
607	природу и	1	1
608	видели в	3	1
609	эта идея	1	1
610	в одной	2	1
611	или по	1	1
612	есть такое	1	1
613	общего с	1	1
614	которое по	1	1
615	в область	3	1
616	в данном	2	1
617	этих словах	1	1
618	перехода от	1	1
619	в страну	1	1
620	где каждая	1	1
621	к образу	1	1
622	ни одно	1	1
623	многих других	1	1
624	есть тот	1	1
625	и там	1	1
626	поэтому уже	1	1
627	только для	1	1
628	и таким	1	1
629	и бывшие	1	1
630	из ряда	1	1
631	вряд ли	1	1
632	от человека	1	1
633	от той	1	1
634	о котором	2	1
635	в силах	2	1
636	на первый	1	1
637	к ряду	1	1
638	на такой	1	1
639	отвлеченное и	1	1
640	например из	1	1
641	на языке	1	1
642	ни было	2	1
643	все то	3	1
644	ее вовсе	1	1
645	к ее	1	1
646	с людьми	1	1
647	может и	1	1
648	в народной	1	1
649	как ряд	1	1
