N	3gram	Propp_Isto_5	Komedia
1	обращает на себя	1	5
2	в том что	2	5
3	вместе с тем	6	4
4	о том что	4	4
5	для того чтобы	3	4
6	по отношению к	2	3
7	в том числе	1	3
8	в связи с	4	3
9	то же время	1	3
10	в то время	1	3
11	едва ли можно	1	3
12	в то же	1	3
13	до сих пор	2	2
14	в отличие от	1	2
15	в это время	2	2
16	то время как	1	2
17	с одной стороны	7	2
18	то что он	1	2
19	во всяком случае	1	2
20	что у него	1	2
21	после того как	3	2
22	друг с другом	2	2
23	что и в	2	2
24	я думаю что	1	1
25	потому что в	1	1
26	возможно что в	1	1
27	в самом деле	1	1
28	никак не может	1	1
29	и вслед за	1	1
30	в соответствии с	1	1
31	с точки зрения	1	1
32	только в том	1	1
33	с самого начала	1	1
34	до н э	1	1
35	и начало ее	1	1
36	наряду с этим	2	1
37	но и в	2	1
38	по своему содержанию	1	1
39	том числе и	1	1
40	но и здесь	1	1
41	точно так же	1	1
42	только тем что	1	1
43	то что у	1	1
44	на задний план	1	1
45	если не считать	2	1
46	вместе со своим	1	1
47	мы не знали	1	1
48	только после того	1	1
49	само по себе	1	1
50	с другой стороны	8	1
51	не может быть	3	1
52	что он не	1	1
53	но уже в	1	1
54	то обстоятельство что	1	1
55	в тех же	1	1
56	в свою очередь	1	1
57	мы имели бы	1	1
58	хотя бы в	1	1
59	не только в	2	1
60	но все же	4	1
61	лет тому назад	1	1
62	как мы знаем	1	1
63	брак с дочерью	1	1
64	тем не менее	4	1
65	ясно что это	1	1
66	в пределах одного	1	1
67	как мы видели	1	1
