N	2gram	Bakhtin_Fr_7	Dialekti
1	не есть	2	40
2	и не	7	30
3	по себе	1	25
4	и в	41	18
5	точки зрения	5	17
6	ничего не	4	17
7	может быть	4	17
8	и есть	3	16
9	в нем	7	16
10	ни в	6	15
11	не имеет	3	15
12	так что	1	15
13	потому что	5	14
14	а не	2	14
15	не только	5	13
16	и даже	1	13
17	то что	8	13
18	что в	9	13
19	в этом	15	12
20	было бы	4	12
21	с точки	3	12
22	и что	1	12
23	не может	3	12
24	что это	4	11
25	учение о	2	11
26	в себе	11	11
27	что он	3	11
28	так как	3	11
29	как бы	7	11
30	все это	10	11
31	то же	13	10
32	есть нечто	1	10
33	несмотря на	3	10
34	прежде всего	11	10
35	сказать что	1	10
36	и то	2	9
37	стало быть	1	9
38	так и	10	9
39	это не	6	9
40	том что	4	9
41	никогда не	2	9
42	в том	11	9
43	но это	3	8
44	в каком	1	8
45	к нему	5	8
46	также и	2	7
47	и как	2	7
48	мы находим	1	7
49	вовсе не	7	7
50	не просто	2	7
51	но и	9	7
52	сам по	1	6
53	его не	1	6
54	в чем	2	6
55	но в	8	6
56	и вот	2	6
57	не в	9	6
58	она не	1	6
59	в то	10	6
60	и образ	2	6
61	с ним	2	6
62	не было	3	6
63	я не	3	5
64	отношение к	2	5
65	общего с	1	5
66	в своем	9	5
67	все же	1	5
68	и с	4	5
69	в этих	2	5
70	в отношении	3	5
71	в виду	4	5
72	есть только	1	5
73	в дальнейшем	1	5
74	можно было	3	5
75	не с	1	5
76	он сам	1	5
77	в особенности	2	5
78	говорит о	1	5
79	есть и	3	5
80	а в	5	5
81	это и	1	4
82	мы говорим	1	4
83	как он	2	4
84	одно и	2	4
85	об этом	1	4
86	он есть	1	4
87	на всю	2	4
88	только и	1	4
89	же время	9	4
90	к тому	2	4
91	ничего общего	1	4
92	как мы	11	4
93	о том	6	4
94	от него	1	4
95	и об	1	4
96	это я	1	4
97	мы видим	6	4
98	но не	1	4
99	в котором	1	4
100	в конце	8	4
101	не говорит	1	4
102	как это	1	4
103	хотя и	4	4
104	так же	5	4
105	может и	1	4
106	во всяком	2	4
107	отношения к	1	3
108	самом деле	1	3
109	должна быть	1	3
110	есть не	2	3
111	но она	1	3
112	в ней	5	3
113	как смысл	1	3
114	мысли и	1	3
115	на самом	2	3
116	а только	2	3
117	что они	1	3
118	говорит что	2	3
119	более или	2	3
120	от этого	3	3
121	но эта	1	3
122	в самом	1	3
123	та же	4	3
124	от бога	1	3
125	он не	4	3
126	и еще	2	3
127	содержит в	1	3
128	но все	4	3
