N	2gram	Potebnia_M_4	Vladivir
1	и в	23	31
2	не только	10	24
3	но и	11	19
4	то что	29	18
5	и не	18	17
6	и даже	2	15
7	у него	1	15
8	в этом	23	14
9	том что	12	14
10	и с	4	14
11	что в	17	14
12	там же	3	13
13	но в	8	12
14	в его	5	12
15	что он	4	12
16	по поводу	4	12
17	же с	2	11
18	о том	8	11
19	в том	23	11
20	между прочим	3	11
21	потому что	33	11
22	и то	5	10
23	он не	2	10
24	так что	5	10
25	как мы	2	9
26	никогда не	3	9
27	только в	15	9
28	даже и	3	9
29	в течение	2	9
30	а в	5	9
31	и по	3	8
32	в то	4	8
33	так как	14	8
34	кроме того	3	7
35	мы уже	3	7
36	как это	1	7
37	и его	2	7
38	для него	5	7
39	об этом	2	7
40	о нем	1	7
41	уже в	5	7
42	сказать что	8	7
43	того же	1	6
44	то же	14	6
45	не без	1	6
46	то он	2	6
47	и к	6	6
48	свое время	1	6
49	это было	2	6
50	в котором	4	6
51	у нас	2	6
52	и сам	1	6
53	так и	6	6
54	и что	7	6
55	можно сказать	4	6
56	в качестве	1	6
57	может быть	26	6
58	на этот	2	6
59	и потому	10	6
60	не может	11	6
61	не был	1	5
62	но как	1	5
63	на то	7	5
64	и если	3	5
65	не в	11	5
66	со своим	4	5
67	что и	7	5
68	вовсе не	7	5
69	но он	1	5
70	не было	12	5
71	а с	1	5
72	что же	5	5
73	все это	5	5
74	видно что	4	5
75	а также	1	5
76	с ним	5	5
77	в свое	1	5
78	жизни и	1	5
79	в своих	2	5
80	я не	2	4
81	мы и	2	4
82	что его	2	4
83	в этой	1	4
84	в истории	4	4
85	в своем	8	4
86	хотя и	5	4
87	и как	2	4
88	в которой	6	4
89	в нашем	2	4
90	в себе	14	4
91	в нем	7	4
92	главным образом	1	4
93	что у	3	4
94	же касается	1	4
95	как и	14	4
96	в своей	1	4
97	мысли и	7	4
98	и вообще	2	4
99	дело в	1	4
100	в нас	3	4
101	же время	3	4
102	к ней	2	4
103	во всем	1	4
104	да и	4	4
105	к нему	5	4
106	один из	2	4
107	и у	2	4
108	для меня	10	4
109	и все	4	4
110	для нас	14	4
111	и через	1	3
112	это время	1	3
113	и на	3	3
114	нам представляется	2	3
115	то мы	3	3
116	но не	1	3
117	отношение к	2	3
118	и речи	1	3
119	за пределы	1	3
120	как в	7	3
121	все же	1	3
122	он в	1	3
123	все эти	3	3
124	но на	1	3
125	на его	3	3
126	здесь мы	2	3
127	уже тогда	1	3
128	то есть	34	3
129	всю жизнь	1	3
130	не мог	1	3
131	во время	2	3
132	взгляд на	1	3
133	но это	3	3
134	что этот	1	3
135	в отношении	1	3
136	в науке	3	3
137	и притом	2	3
138	ничего не	1	3
139	таким образом	24	3
140	к тому	3	3
141	к его	2	3
142	свидетельствует о	1	3
143	и здесь	2	3
144	тот же	2	3
145	и так	3	3
146	уже не	3	3
147	только на	4	3
148	в виде	2	3
149	но что	2	3
150	и из	3	3
151	с другой	2	3
