N	3gram	Losev_Dial_3	Myslijsy
1	в том что	3	7
2	по крайней мере	5	5
3	не может быть	6	5
4	само по себе	5	5
5	о том что	5	5
6	то же самое	1	4
7	до сих пор	1	4
8	сам по себе	5	4
9	и в этом	2	4
10	только тогда когда	3	4
11	на то что	3	4
12	тем не менее	10	4
13	на самом деле	1	3
14	внимание на то	1	3
15	с точки зрения	14	3
16	во всяком случае	2	3
17	и т д	23	3
18	когда мы говорим	1	3
19	лишь тогда когда	1	3
20	и таким образом	1	3
21	то же время	1	3
22	мы не можем	2	3
23	от того что	1	3
24	не только не	7	3
25	потому что в	1	3
26	в то же	1	3
27	таким образом что	1	2
28	что иное как	6	2
29	только потому что	1	2
30	вопрос что такое	1	2
31	подобно тому как	4	2
32	в таком случае	10	2
33	сами по себе	3	2
34	в том смысле	1	2
35	бы только в	1	2
36	это потому что	1	2
37	есть то что	5	2
38	в данном случае	1	2
39	не могут быть	2	2
40	так или иначе	2	2
41	не в том	1	2
42	это не значит	1	2
43	на котором она	1	2
44	и в том	1	2
45	и как бы	1	2
46	что и в	1	2
47	не что иное	6	2
48	другими словами мы	1	1
49	и есть то	1	1
50	и говорить о	1	1
51	а следовательно и	1	1
52	она и есть	2	1
53	том смысле что	1	1
54	есть не более	1	1
55	и сам по	1	1
56	хотя и не	2	1
57	в силу этого	2	1
58	мы говорим что	1	1
59	так что если	1	1
60	и что только	1	1
61	и той же	1	1
62	указывает только на	1	1
63	но так как	1	1
64	не только о	2	1
65	но и о	1	1
66	во всем ее	1	1
67	так что в	1	1
68	и не только	3	1
69	если так то	1	1
70	оно не есть	1	1
71	себе независимо от	1	1
72	есть только совокупность	1	1
73	в виду что	1	1
74	не отличаются от	1	1
75	то я не	1	1
76	так как мы	1	1
77	имеем дело не	1	1
78	не имеет никакого	1	1
79	и та же	1	1
80	а если бы	1	1
81	в этом отношении	1	1
82	в таком же	1	1
83	того и другого	1	1
84	и эта последняя	1	1
85	и не может	1	1
86	точно так же	2	1
87	а все остальное	1	1
88	может быть только	1	1
89	что же мы	1	1
90	то ли самое	1	1
91	того что он	3	1
92	если бы мы	1	1
93	возможно только тогда	1	1
94	с одной стороны	3	1
95	в связи с	1	1
96	по себе есть	1	1
97	и в отношении	1	1
98	то стало быть	1	1
99	то тем самым	1	1
100	в обыкновенном смысле	1	1
101	то что все	1	1
102	одна и та	1	1
103	только в обществе	1	1
104	происходит в нас	1	1
105	с другой стороны	2	1
106	на что не	1	1
107	и в таком	1	1
108	это было бы	2	1
109	и стало быть	1	1
110	есть не что	3	1
111	наших глазах совершается	1	1
112	иметь в виду	2	1
113	совершенно правильно с	1	1
114	что в сущности	1	1
115	теми или другими	1	1
116	на наших глазах	1	1
117	может зависеть от	1	1
118	по себе независимо	1	1
119	в то время	4	1
120	можно только сказать	1	1
121	в одном из	1	1
122	и все это	1	1
123	имеет такое же	1	1
124	легко заметить что	1	1
125	своей точки зрения	1	1
126	и так как	1	1
127	что их не	1	1
128	речь идет о	1	1
129	не менее в	1	1
130	только сказать что	1	1
131	не более как	1	1
132	и сама она	1	1
133	то оно не	1	1
134	что это не	2	1
135	для нас в	2	1
136	к тому что	2	1
137	одной и той	1	1
138	это было возможно	1	1
139	что такое идея	1	1
140	оно и не	1	1
141	в сравнении с	3	1
142	представить в виде	1	1
143	как и в	3	1
144	самом деле есть	1	1
145	в этом заключается	1	1
