N	2gram	Losev_Prob_2	VerxiiNi
1	и в	35	26
2	таким образом	4	22
3	с тем	3	18
4	в этом	17	15
5	вместе с	2	15
6	точки зрения	2	13
7	как бы	4	12
8	в том	12	11
9	из этих	3	10
10	не только	24	10
11	и с	10	10
12	может быть	18	10
13	связи с	5	9
14	в области	6	9
15	так как	7	9
16	но и	16	9
17	что в	11	9
18	но не	4	8
19	в общем	4	8
20	с другой	6	8
21	и не	37	8
22	как на	2	8
23	но в	6	7
24	но все	2	7
25	том что	19	7
26	потому что	13	7
27	к нему	2	7
28	с одной	5	7
29	то что	38	7
30	а с	1	7
31	одной стороны	5	7
32	представление о	5	6
33	все же	8	6
34	все эти	7	6
35	в себе	5	6
36	всяком случае	10	6
37	в отношении	4	6
38	к тому	3	6
39	так и	7	6
40	о том	18	6
41	в конце	7	6
42	что и	2	6
43	несмотря на	3	6
44	и потому	1	6
45	все это	4	6
46	мы должны	3	6
47	во всяком	13	6
48	отношение к	1	5
49	сих пор	4	5
50	и к	3	5
51	тем чтобы	1	5
52	в силу	1	5
53	лишь в	3	5
54	или менее	4	5
55	по крайней	6	5
56	не имеет	7	5
57	того чтобы	2	5
58	никогда не	1	5
59	для того	3	5
60	образом в	1	5
61	в его	7	5
62	крайней мере	6	5
63	до сих	4	5
64	а не	10	5
65	и для	6	5
66	так же	5	5
67	одной из	1	5
68	более или	4	5
69	том числе	2	5
70	то же	5	4
71	в самом	5	4
72	учение о	2	4
73	в этой	9	4
74	и по	3	4
75	что все	6	4
76	то есть	39	4
77	с другими	5	4
78	должен был	1	4
79	он не	2	4
80	далеко не	4	4
81	и тогда	1	4
82	в которых	1	4
83	в то	6	4
84	в нем	1	4
85	а в	4	4
86	числе и	2	4
87	что оно	2	4
88	и потому-то	1	4
89	и что	13	4
90	и только	4	4
91	только в	14	4
92	ничем не	2	4
93	не может	13	4
94	из которых	2	4
95	в смысле	1	4
96	и от	3	4
97	в этих	4	4
98	во время	1	4
99	что он	4	4
100	в виде	6	4
101	же как	1	3
102	не вполне	4	3
103	большей частью	3	3
104	если в	1	3
105	к сожалению	6	3
106	в своем	4	3
107	и нет	1	3
108	и как	4	3
109	что это	1	3
110	так или	6	3
111	и те	1	3
112	и если	3	3
113	при этом	3	3
114	и при	2	3
115	оказывается что	3	3
116	тем не	12	3
117	если бы	4	3
118	не менее	13	3
119	как о	3	3
120	представляет собой	2	3
121	и о	4	3
122	но по	1	3
123	уже с	2	3
124	с самого	3	3
125	на нее	1	3
126	ясно что	8	3
127	можно сказать	6	3
128	в значительной	3	3
129	того что	12	3
130	но с	1	3
131	хотя бы	12	3
132	в качестве	2	3
133	так что	11	3
134	уже не	8	3
135	что эти	1	3
136	в одном	1	3
137	к ним	1	3
138	случае не	4	3
139	и даже	11	3
140	или иначе	6	3
141	в связи	5	3
142	в рамках	1	3
143	каждая из	1	3
144	а так	1	3
145	и таким	1	3
146	в результате	4	3
147	у них	1	3
148	конце концов	7	3
149	к этому	1	3
