N	3gram	Trubetskoy_1	Myslijsy
1	по отношению к	1	13
2	в том что	7	13
3	не может быть	4	9
4	только в том	2	6
5	тем не менее	1	6
6	и в этом	1	6
7	в нем самом	1	5
8	в свою очередь	1	4
9	а между тем	5	3
10	с точки зрения	9	3
11	в противном случае	1	3
12	и что в	1	3
13	сама по себе	2	3
14	и в том	2	3
15	а в том	1	3
16	то же время	10	3
17	и как бы	1	3
18	с самого начала	1	3
19	в то же	10	3
20	зависит от того	1	2
21	дело в том	1	2
22	в том и	2	2
23	бы то ни	4	2
24	не могло бы	1	2
25	что не только	1	2
26	заключает в себе	1	2
27	на этот вопрос	1	2
28	но и для	1	2
29	по крайней мере	1	2
30	то и другое	1	2
31	к тому что	2	2
32	в применении к	1	2
33	есть столько же	1	2
34	не только для	1	2
35	для того чтобы	6	2
36	и того же	1	2
37	как бы ни	1	2
38	одного и того	1	2
39	друг от друга	2	2
40	быть не может	1	2
41	в том виде	1	1
42	к которому принадлежит	1	1
43	несмотря на все	1	1
44	а следовательно и	2	1
45	как сказано выше	1	1
46	из всего этого	1	1
47	может быть назван	1	1
48	и в жизни	1	1
49	на самом деле	6	1
50	во многих случаях	1	1
51	так как оно	1	1
52	и не только	1	1
53	потому что так	1	1
54	и то и	1	1
55	себе внутренние противоречия	1	1
56	в этих последних	1	1
57	чем больше в	1	1
58	только то что	1	1
59	в этом отношении	1	1
60	для всех народов	2	1
61	до сих пор	5	1
62	именно так как	1	1
63	можно было бы	3	1
64	всяком случае не	1	1
65	ни одна не	1	1
66	что бы то	3	1
67	более или менее	4	1
68	показать что и	1	1
69	то ни было	1	1
70	так же как	1	1
71	от того что	1	1
72	заключается в том	1	1
73	жизни но и	1	1
74	смысле этого слова	1	1
75	в связи с	1	1
76	но при этом	1	1
77	то ни стало	3	1
78	во что бы	3	1
79	указывает на то	1	1
80	таким же образом	2	1
81	по себе еще	1	1
82	смотреть как на	1	1
83	не только к	2	1
84	во всяком случае	6	1
85	что касается до	1	1
86	что во многих	1	1
87	может совершиться только	1	1
88	со стороны их	1	1
89	народа точно так	1	1
90	это потому что	2	1
91	и таким образом	1	1
92	между нами и	1	1
93	и все же	1	1
94	ни от какого	1	1
95	в себе внутренние	1	1
96	лишь в том	2	1
97	и тем самым	2	1
98	о том что	2	1
99	оно и для	1	1
100	вопрос о том	1	1
101	но все же	1	1
102	на то что	4	1
103	того что не	1	1
104	с нею в	1	1
105	она не может	2	1
106	точно так же	2	1
107	себе еще не	1	1
108	и вопрос о	1	1
