N	2gram	Propp_Isto_2	EvropaiC
1	таким образом	7	32
2	в том	6	31
3	и в	15	24
4	том что	7	20
5	все эти	4	19
6	не может	5	18
7	то что	12	17
8	может быть	17	15
9	все же	9	15
10	самом деле	2	12
11	до сих	6	12
12	в этом	11	12
13	сих пор	7	12
14	с этим	5	11
15	все это	3	11
16	во всех	2	10
17	по отношению	3	10
18	так и	5	10
19	мы знаем	11	10
20	как бы	6	10
21	отношению к	3	10
22	на то	3	9
23	при этом	4	9
24	как и	2	9
25	с другом	1	9
26	друг с	1	9
27	в результате	1	9
28	что в	12	9
29	в самом	1	8
30	знаем что	12	8
31	не в	7	8
32	идет речь	1	8
33	так же	13	8
34	на самом	2	7
35	из этих	3	7
36	в силу	2	7
37	не менее	1	7
38	по существу	2	7
39	того чтобы	2	7
40	к тому	5	7
41	о том	3	7
42	и что	6	7
43	что он	24	7
44	но и	14	7
45	и не	11	7
46	о котором	1	7
47	из этого	1	7
48	еще не	9	6
49	и на	4	6
50	тогда как	1	6
51	в этой	4	6
52	несмотря на	1	6
53	от друга	1	6
54	с ним	1	6
55	что и	6	6
56	того что	3	6
57	только в	6	6
58	все они	1	6
59	так что	6	6
60	так как	14	6
61	мы можем	8	6
62	друг от	1	6
63	с другой	2	6
64	вместе с	7	6
65	в европе	1	6
66	у них	1	6
67	как к	1	5
68	и к	1	5
69	но в	6	5
70	в которой	2	5
71	что это	6	5
72	в целом	1	5
73	в себе	4	5
74	тому же	2	5
75	не только	18	5
76	и если	2	5
77	но все	5	5
78	не будет	1	5
79	и с	4	5
80	его в	10	5
81	в то	1	5
82	как будто	3	5
83	что при	5	5
84	в его	6	5
85	этих народов	1	5
86	потому что	9	5
87	и их	2	5
88	у него	4	5
89	именно в	2	5
90	далеко не	1	5
91	ничем не	1	5
92	другой стороны	2	5
93	по своему	1	5
94	быть и	1	5
95	и для	2	5
96	к этому	1	5
97	и то	2	4
98	то же	10	4
99	мы уже	6	4
100	что его	1	4
101	ни один	2	4
102	он не	8	4
103	всех этих	3	4
104	из них	2	4
105	в их	3	4
106	оказывается что	2	4
107	выше мы	3	4
108	тем не	1	4
109	поэтому что	1	4
110	других народов	1	4
111	что эта	2	4
112	связи с	8	4
113	в дальнейшем	1	4
114	никогда не	15	4
115	на вопрос	2	4
116	если мы	1	4
117	а с	2	4
118	не могут	1	4
119	в течение	1	4
120	в состоянии	3	4
121	этом случае	5	4
122	мы должны	4	4
123	хотя бы	2	4
124	в таком	1	4
125	же как	5	3
126	слагается из	1	3
127	вопрос о	4	3
128	но по	3	3
129	не вполне	1	3
130	в истории	1	3
131	что по	1	3
132	и наконец	5	3
133	так или	1	3
134	в тех	2	3
135	к которой	1	3
136	это представление	1	3
137	в нем	7	3
138	естественно поэтому	1	3
139	на земле	1	3
140	и по	2	3
141	и может	2	3
142	они должны	4	3
143	в совершенно	1	3
144	на этой	2	3
145	чтобы все	1	3
146	это не	2	3
147	в жизни	2	3
148	с тем	9	3
149	чем в	1	3
150	в этих	11	3
151	представление о	2	3
152	даже в	1	3
153	освободиться от	1	3
154	что их	1	3
155	образом в	1	3
156	для нас	4	3
157	в разных	2	3
158	во всем	1	3
159	у нас	1	3
160	и это	3	3
161	с одной	4	3
162	то они	1	3
163	тот же	1	3
164	очень много	8	3
165	в эти	1	3
166	рассматриваться как	1	3
167	при помощи	2	3
168	и других	1	3
169	каждый из	1	3
170	отличие от	1	3
171	или иначе	1	3
172	прежде всего	5	3
173	в связи	5	3
174	ко всем	1	3
175	и потому	1	3
176	по одному	1	3
177	случаях когда	1	3
178	не подлежит	1	3
179	ее и	1	3
180	не то	1	3
181	от него	1	3
182	а в	12	3
183	что мы	3	3
184	можно назвать	1	3
185	в котором	5	2
186	что эти	4	2
187	со своей	1	2
188	по его	1	2
189	и состоит	1	2
190	теперь мы	1	2
191	в сущности	2	2
192	так чтобы	1	2
193	с ее	2	2
194	и ее	2	2
195	же что	1	2
196	в ней	4	2
197	тем как	1	2
198	но как	1	2
199	в сторону	1	2
200	совершенно ясно	2	2
201	что они	10	2
202	из таких	1	2
203	и где	1	2
204	если он	1	2
205	но на	1	2
206	что она	5	2
207	он все	1	2
208	и социальной	2	2
209	он должен	2	2
210	одной и	1	2
211	из него	2	2
212	а это	1	2
213	а затем	2	2
214	что такой	1	2
215	в них	1	2
216	в общей	1	2
217	мы видели	2	2
218	такой же	2	2
219	в эту	2	2
220	но если	3	2
