N	3gram	Vygotskiy__1	DiskursI
1	в том что	9	13
2	с одной стороны	5	9
3	о том что	7	5
4	к тому же	1	4
5	в отличие от	3	4
6	с другой стороны	5	3
7	существенную роль в	1	3
8	не в том	5	3
9	в свою очередь	1	3
10	не может быть	8	3
11	а в том	2	2
12	подобно тому как	5	2
13	и в особенности	1	2
14	мы имеем дело	1	2
15	можно сказать что	1	2
16	по себе не	2	2
17	едва ли не	1	2
18	то есть в	2	2
19	то же самое	2	2
20	и того же	1	2
21	состоит в том	2	2
22	более или менее	2	2
23	не только в	1	2
24	в основе своей	1	2
25	одного и того	1	2
26	в том числе	1	2
27	только в том	3	2
28	том числе и	1	2
29	сами по себе	1	2
30	в том чтобы	7	2
31	одной стороны и	1	2
32	можно определить как	1	2
33	заключается в том	6	1
34	может быть в	1	1
35	это отнюдь не	1	1
36	это и есть	1	1
37	не могу не	1	1
38	одному и тому	1	1
39	с самого начала	1	1
40	в таком случае	2	1
41	в которой он	1	1
42	в том случае	2	1
43	может быть сведено	1	1
44	литературной традиции но	1	1
45	в связи с	1	1
46	том или ином	1	1
47	то что и	1	1
48	одним и тем	1	1
49	как уже было	1	1
50	что они хотят	1	1
51	как и в	4	1
52	до сих пор	3	1
53	а не за	1	1
54	хх столетия и	1	1
55	в этом смысле	2	1
56	тех или иных	2	1
57	в различные эпохи	1	1
58	одни и те	1	1
59	не может стать	2	1
60	литературной традиции в	1	1
61	дело не в	1	1
62	не совпадают с	1	1
63	но в таком	1	1
64	тем или иным	2	1
65	в целом ряде	2	1
66	и тем же	1	1
67	в евгении онегине	2	1
68	и в том	1	1
69	точки зрения на	1	1
70	потому что в	1	1
71	несмотря на все	1	1
72	и тому же	1	1
73	и то же	1	1
74	исчерпывающей полнотой и	1	1
75	так и в	2	1
76	на самом деле	2	1
77	на то что	8	1
78	том случае если	1	1
79	он не может	1	1
80	как нечто вторичное	1	1
81	из виду что	1	1
82	как будто бы	2	1
83	в разные эпохи	2	1
84	в этом отношении	2	1
85	тому как мы	1	1
86	всего выступают в	1	1
87	в конечном счете	3	1
88	только то что	1	1
89	которая может быть	1	1
90	речь идет о	1	1
91	как и всякий	1	1
92	в тех случаях	1	1
93	в полной мере	1	1
94	в известном смысле	1	1
95	в результате этого	1	1
96	которое может быть	1	1
97	то есть к	2	1
98	при этом он	1	1
99	не только о	1	1
100	с точки зрения	2	1
101	легко заметить что	1	1
102	в том и	2	1
103	в своей основе	1	1
104	дело в том	1	1
105	в каждом литературном	1	1
106	том что он	1	1
107	вместе с тем	2	1
108	к одному и	1	1
109	может быть признано	1	1
110	и те же	1	1
111	ту или иную	1	1
112	тем не менее	2	1
113	одно и то	1	1
114	во всяком случае	6	1
115	в том или	1	1
116	том что на	1	1
117	и вследствие этого	1	1
