N	2gram	Voloshinov_1	Poddanst
1	не только	8	17
2	и в	19	14
3	и не	26	12
4	в области	3	11
5	в этом	16	10
6	в отношении	4	10
7	в качестве	2	9
8	но в	7	9
9	то же	7	9
10	в том	6	9
11	в пределах	6	8
12	хотя бы	5	8
13	только в	9	7
14	в то	3	7
15	же время	3	7
16	в ней	4	6
17	xix века	3	6
18	было бы	4	6
19	но и	8	6
20	в смысле	6	6
21	отношении к	4	5
22	с другой	5	5
23	может быть	26	5
24	и пр	12	5
25	не в	5	5
26	если бы	2	4
27	в своем	2	4
28	и к	3	4
29	как бы	15	4
30	и если	1	4
31	том что	3	4
32	не может	24	4
33	и потому	5	4
34	в котором	3	4
35	по себе	4	4
36	на пути	1	4
37	в гораздо	1	4
38	в русской	2	4
39	что в	4	4
40	мы должны	3	4
41	а в	4	4
42	то что	8	4
43	мы не	6	3
44	сводится к	3	3
45	столь же	1	3
46	между тем	3	3
47	это не	1	3
48	хотя и	1	3
49	и как	3	3
50	тот же	4	3
51	с ними	1	3
52	с одной	1	3
53	в себе	2	3
54	в нем	10	3
55	сами по	1	3
56	в россии	1	3
57	для того	4	3
58	прежде всего	13	3
59	одной стороны	1	3
60	с тем	1	3
61	что мы	1	3
62	и без	1	3
63	с точки	20	3
64	но не	1	3
65	она есть	1	3
66	могут быть	2	3
67	тем самым	1	3
68	исторического материализма	1	3
69	потому что	1	3
70	точки зрения	34	3
71	и это	3	2
72	например в	1	2
73	в ее	7	2
74	переход от	4	2
75	и есть	3	2
76	осуществляется в	1	2
77	которую мы	1	2
78	в хозяйстве	1	2
79	является в	3	2
80	надстройка над	1	2
81	в значительной	1	2
82	во всех	7	2
83	в которую	1	2
84	говорить о	1	2
85	в общем	1	2
86	во всей	1	2
87	со стороны	1	2
88	из важнейших	2	2
89	отнюдь не	6	2
90	в русском	1	2
91	с этим	4	2
92	того что	3	2
93	стороны и	1	2
94	бы ни	1	2
95	в начале	5	2
96	главным образом	1	2
97	и других	2	2
98	в его	6	2
99	из них	3	2
100	потому в	1	2
101	и вот	1	2
102	как раз	2	2
103	и с	2	2
104	именно в	5	2
105	и тем	1	2
106	для них	2	2
107	не было	3	2
108	материализма и	1	2
109	а не	7	2
110	должно быть	2	2
111	хх века	1	2
112	не столько	4	2
113	не будем	4	2
114	творчества и	1	2
115	друг другу	1	2
116	в тот	2	2
117	не менее	4	2
118	все это	3	2
119	между прочим	1	2
120	не о	1	2
121	одна из	2	2
122	слова но	2	2
123	в частности	2	2
124	особый и	1	2
125	в недрах	1	2
126	том числе	2	2
127	в применении	1	1
128	от этой	1	1
129	также и	1	1
130	же как	2	1
131	с другом	1	1
132	связана с	2	1
133	и то	1	1
134	на основе	1	1
135	может по	1	1
136	тем же	1	1
137	культуры и	2	1
138	по преимуществу	5	1
139	к жизни	1	1
140	в рамки	4	1
141	применении к	1	1
142	должна быть	2	1
143	на нее	1	1
144	на заре	1	1
145	те же	5	1
146	особенно в	1	1
147	по природе	1	1
148	внешнему выражению	1	1
149	быть разрешена	1	1
150	и само	1	1
151	еще в	1	1
152	бы что	1	1
153	разработки в	1	1
154	для этого	1	1
155	ними как	2	1
156	пор пока	2	1
157	с ее	2	1
158	и ее	3	1
159	и здесь	6	1
