N	4gram	Tiupa_Anal_3	DiskursI
1	в то же время	3	4
2	дело в том что	2	2
3	одного и того же	3	2
4	притчи о блудном сыне	2	2
5	недостаточность психологических мотивировок в	1	1
6	должен не у-влекать слушателей	1	1
7	сюжетов гробовщика и барышни-крестьянки	1	1
8	анекдота о стрелке-мухобое вы	1	1
9	анекдота граф б с	1	1
10	без сапог обойдется а	1	1
11	из станционного смотрителя сегодня	1	1
12	сентенцию ср из станционного	1	1
13	тогдашних офицеров не сознается	1	1
14	этими атрибутами гусарства отставного	1	1
15	остроту ср из выстрела	1	1
16	чин приличный юноше но	1	1
17	правда очевидно анекдотичен набор	1	1
18	деталями повторенными дважды в	1	1
19	историческую действительность с универсальными	1	1
20	им совпадают с теми	1	1
21	строгость композиции неразвернутость характеристик	1	1
22	да бархате а завтра	1	1
23	излишним впрочем уверяем читателя	1	1
24	пронизывающий поэтику данного цикла	1	1
25	сердце при слове отечество	1	1
26	с типичными героями анекдота	1	1
27	а для него отца-государя	1	1
28	вырин со всей серьезностью	1	1
29	своем анекдот конденсируется в	1	1
30	которого пушкинские повести с	1	1
31	в пределах одной фразы	1	1
32	поскольку вполне принадлежат первый	1	1
33	композиции неразвернутость характеристик и	1	1
34	от нудительной серьезности бахтин	1	1
35	помещаем полагая его излишним	1	1
36	одной фразы обнаруживается порой	1	1
37	оригинальная повествовательная форма воплощает	1	1
38	в поход почти отроками	2	1
39	анекдотам назидательность однозначную серьезность	1	1
40	на практике притчевую схему	1	1
41	и анекдоту их общим	1	1
42	так называемого чувства юмора	1	1
43	укрупненных деталей краткость и	1	1
44	сам текст анекдота выбор	1	1
45	повести с позиций классического	1	1
46	кощунство и непристойность необыкновенное	1	1
47	из тогдашних офицеров не	1	1
48	остаются на границах литературного	1	1
49	уникальный контрапункт пронизывающий поэтику	1	1
50	которого анекдот легко может	1	1
51	общечеловеческими ценностями ср с	1	1
52	даже в пределах одной	1	1
53	покойного ивана петровича белкина	4	1
