N	3gram	Losev_Dial_4	Problema
1	о том что	1	9
2	с точки зрения	9	8
3	в том что	9	8
4	в связи с	1	7
5	в конце концов	1	6
6	тем не менее	2	5
7	с другой стороны	1	5
8	по крайней мере	7	4
9	до некоторой степени	1	4
10	что иное как	8	3
11	в этом смысле	4	3
12	и то что	1	3
13	точно так же	2	3
14	может быть только	1	3
15	и в частности	2	3
16	а именно в	1	3
17	можно сказать что	1	3
18	после того как	1	3
19	не что иное	8	3
20	в сравнении с	2	3
21	только тогда когда	4	3
22	но ясно что	1	2
23	дело в том	1	2
24	равно как и	2	2
25	также и то	1	2
26	и не в	1	2
27	то и другое	2	2
28	в это время	1	2
29	его за это	1	2
30	в данном случае	1	2
31	не может быть	6	2
32	но все же	1	2
33	на то что	3	2
34	тех или иных	1	2
35	для того чтобы	5	2
36	даже тогда когда	1	1
37	что в результате	1	1
38	в чем не	1	1
39	то что я	1	1
40	вовсе и не	1	1
41	не думал что	1	1
42	должны сказать что	1	1
43	не только о	1	1
44	не говоря уже	3	1
45	мы не могли	1	1
46	точки зрения в	1	1
47	о том как	2	1
48	и из них	1	1
49	имеется в виду	3	1
50	в силу того	1	1
51	все эти мифологические	1	1
52	не было и	1	1
53	в древней греции	1	1
54	и то и	1	1
55	сам по себе	2	1
56	так чтобы это	1	1
57	не входит в	1	1
58	но это не	1	1
59	что именно он	1	1
60	в природе и	1	1
61	говоря уже о	3	1
62	с этой точки	2	1
63	говорить не о	1	1
64	ту или иную	2	1
65	только потому что	1	1
66	в виду в	1	1
67	вовсе не в	2	1
68	уже о том	2	1
69	в новом свете	1	1
70	но в то	2	1
71	не только в	1	1
72	вслед за ним	1	1
73	ничего общего не	2	1
74	и в этом	3	1
75	это не так	1	1
76	на другое когда	1	1
77	или по крайней	3	1
78	и как бы	1	1
79	как и вообще	1	1
80	так или иначе	1	1
81	содержит в себе	1	1
82	и оказывается что	2	1
83	который хотя и	1	1
84	хотя бы на	1	1
85	и при помощи	1	1
86	вы не знаете	1	1
87	этой точки зрения	2	1
88	если мы будем	1	1
89	ни в чем	1	1
90	ясно что это	3	1
91	то же время	6	1
92	по себе а	1	1
93	но тем не	1	1
94	то обстоятельство что	1	1
95	от того что	2	1
96	конечно прежде всего	1	1
97	и вместе с	1	1
98	уже не просто	1	1
99	это и есть	4	1
100	не в силах	1	1
101	то или иное	3	1
102	связи с этим	1	1
103	мы должны сказать	1	1
104	не имеет с	1	1
105	хотя бы в	1	1
106	нашей работы но	1	1
107	ни о каком	1	1
108	вопрос о том	1	1
109	той или иной	1	1
110	в то же	6	1
111	сама по себе	5	1
112	никогда и не	1	1
113	как бы и	1	1
114	как одно из	1	1
115	и можно сказать	2	1
116	в нем не	1	1
117	и т д	15	1
118	общего не имеет	1	1
119	должно было бы	1	1
120	своей и чужой	1	1
