N	3gram	Vinokur_Vv_1	Problema
1	о том что	12	9
2	с точки зрения	2	8
3	в том что	12	8
4	в связи с	2	7
5	в конце концов	2	6
6	тем не менее	8	5
7	с другой стороны	5	5
8	до н э	6	5
9	по крайней мере	4	4
10	что иное как	4	3
11	в настоящее время	1	3
12	в этом смысле	10	3
13	и то что	2	3
14	обратить внимание на	2	3
15	точно так же	2	3
16	вместе с тем	3	3
17	с одной стороны	4	3
18	как будто бы	2	3
19	н э в	1	3
20	а именно в	1	3
21	можно сказать что	3	3
22	после того как	2	3
23	не что иное	4	3
24	в сравнении с	1	3
25	только тогда когда	1	3
26	потому что он	2	2
27	дело в том	2	2
28	по отношению к	4	2
29	также и в	2	2
30	никак не может	1	2
31	до сих пор	5	2
32	также и то	1	2
33	бы то ни	1	2
34	но и в	1	2
35	в значительной мере	1	2
36	и не в	1	2
37	вв до н	1	2
38	в до н	2	2
39	в данном случае	4	2
40	не может быть	8	2
41	во всяком случае	3	2
42	и никогда не	1	2
43	но все же	3	2
44	по этому поводу	2	2
45	тех или иных	3	2
46	для того чтобы	21	2
47	такого же рода	1	2
48	и в конце	1	1
49	в самой себе	1	1
50	сказать что он	1	1
51	не только по	1	1
52	не только о	1	1
53	не говоря уже	2	1
54	на самом деле	1	1
55	в самом деле	5	1
56	может быть никакой	1	1
57	имеется в виду	1	1
58	в своей работе	1	1
59	здесь таким образом	1	1
60	был уже не	1	1
61	сам по себе	1	1
62	свое значение и	2	1
63	не вмещается в	1	1
64	и в дальнейшем	1	1
65	а так как	2	1
66	дошедших до нас	1	1
67	в этом отношении	3	1
68	xix в и	1	1
69	в большей степени	2	1
70	второй половины xviii	1	1
71	в и в	1	1
72	можно было бы	3	1
73	то что этот	1	1
74	все же в	1	1
75	том что не	1	1
76	с этой стороны	1	1
77	говоря уже о	1	1
78	с этой точки	1	1
79	ту или иную	1	1
80	только потому что	1	1
81	и был первым	1	1
82	вовсе не в	2	1
83	уже о том	1	1
84	смысле слова но	1	1
85	на эту тему	1	1
86	он вовсе не	1	1
87	не потому что	1	1
88	как раз в	1	1
89	но в то	3	1
90	не только в	4	1
91	то ни было	1	1
92	в самом своем	2	1
93	который мог бы	1	1
94	тот факт что	1	1
95	на задний план	1	1
96	состоит в том	2	1
97	а также и	2	1
98	а есть только	1	1
99	и в этом	3	1
100	не только как	3	1
101	так или иначе	4	1
102	который хотя и	1	1
103	уже и в	1	1
104	хотя бы на	1	1
105	мере в какой	4	1
106	того же автора	1	1
107	и в том	3	1
108	в очень глубоком	1	1
109	что несмотря на	2	1
110	этой точки зрения	1	1
111	в большей части	2	1
112	то же время	5	1
113	то обстоятельство что	1	1
114	от того что	1	1
115	что наряду с	1	1
116	имея в виду	1	1
117	что в ней	1	1
118	то или иное	1	1
119	связи с этим	1	1
120	с самого начала	1	1
121	вопрос о том	5	1
122	той или иной	1	1
123	и речи даже	1	1
124	древней греции и	1	1
125	и все прочие	1	1
126	и для того	1	1
127	в то же	5	1
128	в котором можно	1	1
129	сама по себе	3	1
130	в предисловии к	1	1
131	в xix в	1	1
132	также и с	1	1
133	но в силу	1	1
134	в нем не	1	1
135	и т д	37	1
136	такой точки зрения	1	1
