N	2gram	Vygotskiy__3	KulturaY
1	и т	14	39
2	потому что	14	25
3	т п	5	24
4	и в	38	23
5	не только	12	20
6	в том	25	19
7	в этом	13	18
8	и не	10	16
9	было бы	12	15
10	так как	6	15
11	может быть	19	15
12	т д	4	14
13	точки зрения	16	14
14	все эти	4	12
15	если бы	14	12
16	у нас	2	12
17	в самом	25	12
18	но в	3	11
19	том что	14	11
20	того чтобы	9	11
21	русском языке	1	10
22	в русском	1	10
23	а не	7	10
24	что в	20	10
25	самом деле	21	9
26	в сущности	10	9
27	хотя бы	2	9
28	то что	35	9
29	можно было	1	9
30	вовсе не	8	9
31	для того	8	9
32	не может	7	9
33	с точки	9	8
34	не в	12	8
35	и что	18	8
36	в качестве	2	8
37	уже не	2	8
38	с другой	7	8
39	что это	10	7
40	все же	8	7
41	в силу	2	7
42	и с	1	7
43	но и	5	7
44	другой стороны	5	7
45	то же	10	6
46	и на	6	6
47	но не	1	6
48	в этой	13	6
49	это не	1	6
50	между тем	7	6
51	этот вопрос	1	6
52	что не	3	6
53	что мы	1	6
54	в речи	3	6
55	и то	8	5
56	мы имеем	1	5
57	я не	5	5
58	зависимости от	1	5
59	еще не	1	5
60	целый ряд	2	5
61	не следует	1	5
62	должна быть	5	5
63	по существу	2	5
64	и вот	2	5
65	что все	3	5
66	и тем	3	5
67	несмотря на	5	5
68	и здесь	6	5
69	не могут	2	5
70	ясно что	6	5
71	в его	5	5
72	один из	6	5
73	тот же	3	5
74	что он	11	5
75	только в	4	5
76	должен быть	3	5
77	всяком случае	2	5
78	там где	6	5
79	вместе с	5	5
80	как это	6	5
81	что же	2	5
82	этого слова	2	5
83	все это	3	5
84	таким образом	12	5
85	во всяком	2	5
86	в зависимости	1	4
87	в данном	2	4
88	со стороны	2	4
89	отнюдь не	2	4
90	перед нами	8	4
91	хотя и	1	4
92	если мы	6	4
93	на то	16	4
94	в нем	4	4
95	так и	1	4
96	но все	1	4
97	на этой	1	4
98	должно быть	1	4
99	можно ли	1	4
100	в то	3	4
101	но только	8	4
102	не имеет	6	4
103	ничего не	2	4
104	что на	1	4
105	к тому	6	4
106	и о	3	4
107	или в	5	4
108	можно сказать	1	4
109	это слово	1	4
110	для нас	8	4
111	в нашей	1	4
112	мы знаем	1	4
113	ни в	3	4
114	в конце	2	4
115	в них	3	4
116	не было	1	4
117	в разговоре	1	4
118	как бы	14	4
119	в результате	1	4
120	сказать что	4	4
121	была бы	2	4
122	к этому	3	4
123	так же	2	4
124	того же	3	3
125	это и	1	3
126	что когда	2	3
127	что можно	1	3
128	как не	1	3
129	не все	1	3
130	как в	4	3
131	с этим	8	3
132	то и	3	3
133	главным образом	3	3
134	он не	6	3
135	всех этих	2	3
136	и по	2	3
137	на этом	5	3
138	что она	16	3
139	о которых	9	3
140	нисколько не	1	3
141	смысл и	4	3
142	что такое	1	3
143	то для	1	3
144	знаем что	1	3
145	в таких	1	3
146	казалось бы	5	3
147	и его	6	3
148	следует что	2	3
149	отличается от	1	3
150	всего в	1	3
151	что оно	2	3
152	как мы	7	3
153	в виду	4	3
154	в ней	15	3
155	здесь не	3	3
156	а в	7	3
157	те же	1	3
158	на это	3	3
159	для этого	2	3
160	именно с	1	3
161	никак не	7	3
162	аналогии с	2	3
163	знает что	1	3
164	что и	4	3
165	в форме	1	3
166	в лучшем	2	3
167	того что	4	3
168	случаи когда	1	3
169	есть в	2	3
170	же в	2	3
171	до конца	2	3
172	у него	4	3
173	как раз	8	3
174	тем что	3	3
175	указание на	1	3
176	или иначе	1	3
177	именно в	1	3
178	из которых	4	3
179	лучшем случае	2	3
180	этом отношении	1	3
181	но это	3	3
182	совершенно не	5	3
183	к этой	2	3
184	и это	8	3
185	гораздо более	1	3
186	речь идет	4	2
187	отношения к	2	2
188	в обычном	1	2
189	же как	1	2
190	чтобы не	1	2
191	и потому	1	2
192	на самом	2	2
193	и есть	1	2
194	по преимуществу	2	2
195	и до	1	2
196	той же	2	2
197	что если	4	2
198	бы сказать	1	2
199	внимание и	1	2
200	мы будем	1	2
201	не то	4	2
202	что за	2	2
203	очевидно что	2	2
204	для всякой	1	2
205	отличие от	1	2
206	не просто	2	2
207	что они	4	2
208	материалом для	2	2
209	наше время	2	2
210	в своем	5	2
211	и где	1	2
212	могли бы	5	2
213	его к	2	2
214	от этого	1	2
215	и у	1	2
216	интересно что	3	2
217	быть только	1	2
218	и если	6	2
219	при этом	4	2
220	не как	1	2
221	в корне	1	2
222	состоит в	3	2
223	за счет	1	2
224	это конечно	1	2
225	в одну	1	2
226	здесь мы	4	2
227	могла бы	3	2
228	в другом	5	2
229	том случае	1	2
230	того или	1	2
231	заключается в	7	2
232	она стала	2	2
233	видно уже	1	2
234	данном случае	2	2
235	о характере	1	2
236	но уже	1	2
237	все равно	1	2
238	с тем	8	2
239	как и	8	2
240	мы видели	6	2
241	а если	1	2
242	мы с	1	2
243	и еще	1	2
244	бы на	1	2
245	в своей	5	2
246	таким же	1	2
247	в их	1	2
248	если можно	1	2
249	в отличие	1	2
250	в которых	6	2
251	эта и	1	2
252	и более	2	2
253	тем самым	1	2
254	только для	3	2
255	тем меньше	1	2
256	стоит в	1	2
257	что эта	4	2
258	она не	6	2
259	может служить	7	2
260	дело не	2	2
261	уже из	6	2
262	того как	3	2
263	но что	2	2
264	под этим	2	2
265	в самой	4	2
266	в наше	2	2
267	доказать что	1	2
268	за ними	1	2
269	очень часто	2	2
270	понять что	1	2
271	утверждать что	2	2
272	свою очередь	2	2
273	характер и	1	2
274	роль в	1	2
275	что у	7	2
276	что для	1	2
277	когда в	4	2
278	именно этот	1	2
279	это только	3	2
280	по сравнению	1	2
281	мы в	2	2
282	и вообще	1	2
283	все дело	1	2
284	мы могли	4	2
285	язык и	1	2
286	одного из	2	2
287	как у	1	2
288	в конечном	1	2
289	эта фраза	2	2
290	в глазах	1	2
291	разве не	2	2
292	приемов и	1	2
293	слов и	2	2
294	а именно	1	2
295	с той	4	2
296	или же	1	2
297	с одной	6	2
298	указывает что	1	2
299	конечно не	4	2
300	следовало бы	1	2
301	был бы	3	2
302	не говорит	1	2
303	никогда не	4	2
304	и даже	4	2
305	на примере	2	2
306	ли это	2	2
307	еще и	2	2
308	обратить внимание	1	2
309	превращается в	1	2
310	а на	1	2
311	которых мы	6	2
312	однако и	2	2
313	и следовательно	2	2
314	он и	1	2
315	для этой	1	2
316	и вовсе	1	2
317	в частности	1	2
318	ни на	1	2
319	с первого	1	2
320	представить себе	1	2
321	мы говорим	1	2
322	который мы	3	2
323	в той	5	2
324	основную тенденцию	1	2
325	смысле этого	2	2
326	как будто	4	2
327	быть не	2	2
328	с этой	2	2
329	между прочим	1	2
330	и для	4	2
331	всякого рода	1	2
332	о котором	5	2
333	и все	10	2
334	не более	2	2
335	теряет свою	1	2
336	мы должны	1	2
337	будто бы	1	2
338	все они	2	2
339	нам не	2	2
340	в свою	4	2
341	только как	1	2
342	или иного	1	2
343	случае если	1	2
344	в своих	4	2
345	это в	1	2
346	мысль и	1	2
347	этой точки	1	2
348	а под	1	1
349	его основной	1	1
350	в такой	3	1
351	в сердце	1	1
352	шансов на	1	1
353	он может	2	1
354	так легко	1	1
355	мере в	1	1
356	на деле	4	1
357	показать что	7	1
358	которое мы	3	1
359	он требует	1	1
360	в котором	6	1
361	по которым	1	1
362	смысл этого	3	1
363	между той	1	1
364	сам автор	3	1
365	едва ли	3	1
366	д вот	1	1
367	по его	3	1
368	которыми он	1	1
369	привыкли к	1	1
370	есть не	1	1
371	мы не	5	1
372	но никто	1	1
373	это что	1	1
374	превратилась в	2	1
375	большую роль	1	1
376	случай где	1	1
377	нам удалось	2	1
378	именно те	1	1
379	время как	4	1
380	совпадает с	2	1
381	на тему	3	1
382	с нашими	1	1
383	себе что	1	1
384	и он	1	1
385	же взгляда	1	1
386	большей частью	2	1
387	мог бы	1	1
388	принадлежит и	1	1
389	он был	3	1
390	этого никак	1	1
391	столь же	2	1
392	время в	5	1
393	с его	1	1
394	это имеет	2	1
395	и утверждать	1	1
396	то мы	1	1
397	но конечно	1	1
398	сказать и	1	1
399	предположить что	1	1
400	истинный смысл	2	1
401	своего материала	1	1
402	считает необходимым	1	1
403	правильно указывает	1	1
404	но как	2	1
405	это видно	1	1
406	дело обстоит	1	1
407	одном и	1	1
408	в общем	2	1
409	это единственная	1	1
410	уже как	2	1
411	совершенно ясно	13	1
412	более как	1	1
413	что так	2	1
414	нет и	1	1
415	определяется не	1	1
416	относится к	1	1
417	показать в	1	1
418	так что	8	1
419	и первый	1	1
420	идет о	4	1
421	независимо от	1	1
422	что именно	2	1
423	что действительно	1	1
424	как к	2	1
425	что как	3	1
426	кроме того	1	1
427	что смысл	2	1
428	бы я	1	1
429	сопоставляет с	1	1
430	и как	8	1
431	говорит что	8	1
432	что по	3	1
433	сказал бы	1	1
434	не делать	1	1
435	и к	3	1
436	который лежит	1	1
437	стиля и	1	1
438	не кажется	1	1
439	то в	1	1
440	не исчерпывается	1	1
441	в себя	1	1
442	оттого что	1	1
443	в которой	5	1
444	в целом	4	1
445	же слово	1	1
446	за это	1	1
447	из этих	3	1
448	что автор	2	1
449	в известном	1	1
450	нами в	2	1
451	в себе	4	1
452	но он	2	1
453	тому же	1	1
454	показать это	3	1
455	не могла	2	1
456	что без	1	1
457	дальше и	1	1
458	сказать в	1	1
459	все те	2	1
460	образом для	1	1
461	психологический закон	1	1
462	мы можем	7	1
463	первой части	1	1
464	однако он	1	1
465	дело именно	1	1
466	моя мысль	1	1
467	том чтобы	1	1
468	одной и	2	1
469	стихов не	1	1
470	смысле как	1	1
471	так например	2	1
472	не будь	1	1
473	именно это	3	1
474	тому чтобы	1	1
475	этом последнем	1	1
476	не будет	1	1
477	несоответствие между	1	1
478	а когда	1	1
479	в совершенно	2	1
480	из всех	3	1
481	всю свою	1	1
482	немедленно же	1	1
483	он все	2	1
484	здесь нет	1	1
485	кажется что	1	1
486	бы совершенно	6	1
487	самый характер	1	1
488	очень большую	1	1
489	далеко не	3	1
490	в слове	1	1
491	и уже	2	1
492	отвращение к	3	1
493	и было	1	1
494	такой же	2	1
495	которых говорит	1	1
496	и становится	1	1
497	и при	1	1
498	видели в	1	1
499	в следующем	1	1
500	как-то что	1	1
501	его мнению	2	1
502	что вся	1	1
503	место в	3	1
504	эти стихи	2	1
505	смысле то	1	1
506	тонкий яд	3	1
507	от себя	1	1
508	признать что	2	1
509	выше следует	1	1
510	и той	2	1
511	в поэме	3	1
512	в одном	8	1
513	простонародным наречием	1	1
514	нам в	2	1
515	в прямом	2	1
516	есть именно	2	1
517	борьбу с	1	1
518	на такое	1	1
519	их в	2	1
520	том и	2	1
521	однако в	1	1
522	с такими	1	1
523	что этот	4	1
524	таких случаев	1	1
525	бы быть	1	1
526	для нее	1	1
527	даже в	1	1
528	а вот	1	1
529	случае мы	1	1
530	и вся	1	1
531	тому что	6	1
532	но еще	1	1
533	самого начала	6	1
534	к нашей	1	1
535	дело в	1	1
536	одна из	4	1
537	и вместо	1	1
538	и два	1	1
539	с и	6	1
540	и когда	5	1
541	сталкиваемся с	1	1
542	пользуется и	1	1
543	заранее известным	2	1
544	до сих	6	1
545	только нет	1	1
546	поэтическое произведение	1	1
547	оно есть	2	1
548	суть дела	1	1
549	на те	2	1
550	следует понимать	2	1
551	ли в	1	1
552	так то	1	1
553	которому мы	1	1
554	в действительности	1	1
555	представлять себе	1	1
556	в стиле	1	1
557	такие же	1	1
558	нам нужно	1	1
559	что поэзия	1	1
560	когда мы	2	1
561	здесь совершенно	4	1
562	лежит в	2	1
563	которого я	1	1
564	как только	3	1
565	к речи	1	1
566	указывает на	6	1
567	не есть	1	1
568	все еще	1	1
569	наконец что	1	1
570	имеет место	2	1
571	где он	3	1
572	ничего общего	1	1
573	всегда в	1	1
574	обычно в	1	1
575	этой своей	1	1
576	смысле что	1	1
577	то она	1	1
578	с ее	2	1
579	что составляет	1	1
580	всего этого	2	1
581	будем иметь	1	1
582	в ее	7	1
583	на основе	1	1
584	с каким	1	1
585	они ни	1	1
586	уже с	1	1
587	только то	2	1
588	с самого	6	1
589	то время	2	1
590	оно превращается	1	1
591	имеет никакого	3	1
592	идет речь	1	1
593	уяснить себе	2	1
594	слова а	1	1
595	можно убедиться	2	1
596	то как	2	1
597	учит нас	1	1
598	не с	1	1
599	это вовсе	1	1
600	и которые	3	1
601	как поэтическое	1	1
602	которая была	1	1
603	которые с	2	1
604	подойти к	1	1
605	это мы	1	1
606	имеет дело	1	1
607	к тем	3	1
608	что дело	1	1
609	понятно что	1	1
610	значит в	1	1
611	всегда имеет	1	1
612	внимание к	2	1
613	это мне	1	1
614	часто и	1	1
615	это я	1	1
616	так ли	2	1
617	и самым	1	1
618	о том	6	1
619	на вопрос	1	1
620	внимание на	2	1
621	и просто	1	1
622	в чем	1	1
623	нас в	1	1
624	следовательно это	1	1
625	этих слов	1	1
626	я думаю	1	1
627	хотел бы	2	1
628	автор что	1	1
629	вслед за	1	1
630	принципиальной разницы	1	1
631	показать ниже	2	1
632	примером того	1	1
633	мы уже	7	1
634	находим и	1	1
635	логического порядка	1	1
636	что здесь	2	1
637	показывают что	1	1
638	но с	1	1
639	дошло до	1	1
640	дело с	1	1
641	что даже	2	1
642	в какой	5	1
643	к вам	1	1
644	всегда остаются	1	1
645	очень много	1	1
646	по мнению	2	1
647	которых в	1	1
648	которые нам	1	1
649	имеет совершенно	1	1
650	здесь с	2	1
651	случай этот	1	1
652	именно на	1	1
653	чаще всего	1	1
654	указать на	3	1
655	ни одного	1	1
656	в поэзии	1	1
657	и новым	1	1
658	в виде	2	1
659	опять мы	1	1
660	чем сложнее	1	1
661	одно из	2	1
662	не так	3	1
663	для него	2	1
664	и их	1	1
665	ведь это	1	1
666	могло бы	2	1
667	здесь исключительно	1	1
668	иначе как	2	1
669	у нее	1	1
670	отношение к	1	1
671	для меня	1	1
672	ее не	3	1
673	к ним	3	1
674	противоречии с	1	1
675	должен был	2	1
676	заметить что	2	1
677	они будут	1	1
678	и разве	1	1
679	роли и	1	1
680	на их	2	1
681	в других	1	1
682	уже совершенно	1	1
683	и только	3	1
684	этом можно	1	1
685	почти с	1	1
686	только у	1	1
687	и точно	1	1
688	так не	1	1
689	значение которое	1	1
690	которые можно	1	1
691	что два	1	1
692	не потому	1	1
693	и прежде	1	1
694	чем он	1	1
695	в предисловии	1	1
696	и между	4	1
697	нас совершенно	3	1
698	применяется к	1	1
699	одной стороны	5	1
700	и опять	1	1
701	и составляет	1	1
702	их следует	1	1
703	жизнь в	1	1
704	самый факт	1	1
705	то дело	1	1
706	и я	2	1
707	благодаря чему	1	1
708	если не	1	1
709	зрения а	1	1
710	дело дошло	1	1
711	решительно не	3	1
712	все более	2	1
713	это на	1	1
714	такой степени	3	1
715	наше внимание	3	1
716	что поскольку	1	1
717	этом совершенно	1	1
718	уже то	1	1
719	не иное	1	1
720	а самый	1	1
721	что теперь	1	1
722	если так	2	1
723	по своему	4	1
724	слишком много	1	1
725	предисловии к	1	1
726	он говорит	6	1
727	в область	1	1
728	сравнению с	1	1
729	наряду с	3	1
730	эти слова	2	1
731	только она	1	1
732	по содержанию	1	1
733	и там	1	1
734	когда он	4	1
735	как нельзя	1	1
736	и такие	1	1
737	том смысле	2	1
738	к чему	6	1
739	нам еще	1	1
740	найти не	1	1
741	еще раз	1	1
742	более и	2	1
743	непосредственно для	1	1
744	быть и	1	1
745	сих пор	5	1
746	заставляет нас	2	1
747	составляет основу	1	1
748	не мог	4	1
749	случае он	1	1
750	нападки на	1	1
751	и часто	2	1
752	не знаем	2	1
753	уже на	1	1
754	тем и	1	1
755	она может	3	1
756	что только	2	1
757	везде и	1	1
758	если посмотреть	1	1
759	у них	2	1
760	бы в	3	1
761	и смысл	1	1
762	же к	1	1
763	только что	2	1
764	тех слов	1	1
765	в этих	2	1
766	или не	2	1
767	такие сложные	1	1
768	в достаточной	1	1
769	этом примере	2	1
770	это все	1	1
771	между ними	1	1
772	необходимое условие	1	1
773	время так	1	1
774	легко заметить	1	1
775	и дает	2	1
776	который не	4	1
777	с о	1	1
778	протекает и	1	1
779	указывают на	2	1
780	и другие	2	1
781	однако мы	3	1
782	с гораздо	1	1
783	именно здесь	1	1
784	каждое слово	1	1
785	как на	3	1
786	они не	2	1
