N	3gram	Voloshinov_2	Russkaja
1	друг с другом	1	14
2	то же время	8	10
3	в то же	8	10
4	с точки зрения	13	9
5	в том что	6	7
6	на самом деле	4	6
7	во всяком случае	2	6
8	для того чтобы	6	6
9	до сих пор	3	5
10	более или менее	2	4
11	на то что	2	4
12	бы то ни	4	4
13	не может быть	10	4
14	в этом случае	1	3
15	и не может	3	3
16	к вопросу о	1	3
17	той или иной	4	3
18	а следовательно и	1	2
19	если бы речь	1	2
20	в противоречие с	1	2
21	в этом направлении	1	2
22	и в том	1	2
23	будет ли это	2	2
24	того или иного	2	2
25	о том что	3	2
26	ни к чему	1	2
27	ни одна из	1	2
28	друг от друга	1	2
29	в большинстве случаев	5	2
30	к тому что	3	2
31	в другом месте	1	1
32	ко всем этим	1	1
33	и того же	4	1
34	из всего этого	1	1
35	прежде всего на	1	1
36	дело в том	1	1
37	в свою очередь	5	1
38	так же и	1	1
39	как бы не	1	1
40	по отношению к	8	1
41	что в этих	1	1
42	в самом деле	5	1
43	в том числе	1	1
44	то же самое	5	1
45	является не только	2	1
46	точки зрения в	1	1
47	таким образом оказывается	1	1
48	мы уже знаем	2	1
49	он не может	1	1
50	и в других	1	1
51	до известной степени	1	1
52	этого не меняется	1	1
53	от этого не	1	1
54	в этом отношении	1	1
55	том числе и	1	1
56	и дать ему	1	1
57	тот или иной	1	1
58	в противном случае	2	1
59	несмотря на то	1	1
60	по крайней мере	2	1
61	отнюдь не является	2	1
62	жизни и в	1	1
63	в значительной степени	2	1
64	самом деле ничего	1	1
65	но в то	5	1
66	тем что он	1	1
67	то ни было	4	1
68	к чему не	1	1
69	смысле этого слова	4	1
70	может стремиться к	1	1
71	во всех этих	1	1
72	выйти не может	1	1
73	в связи с	7	1
74	внутренней и внешней	2	1
75	с другом как	1	1
76	или политической жизни	1	1
77	в его целом	1	1
78	о которых мы	1	1
79	отнюдь не может	2	1
80	общественной жизни конечно	1	1
81	последнее время в	1	1
82	в этом и	1	1
83	даже и в	1	1
84	с самого начала	5	1
85	же время эти	1	1
86	но все же	1	1
87	свою очередь является	1	1
88	одного и того	4	1
89	неизбежно приводит к	1	1
90	только в этом	2	1
91	тем не менее	1	1
92	и прежде всего	2	1
93	быть не может	1	1
94	всех этих случаях	1	1
95	к тому же	2	1
96	что оно является	1	1
